Sensor string: E
Serial number: 1970-01-0000
Firmware version: 2.015
Hardware version: 2.2
Calibration quality: 5
q1	q2	q3	q4	Interference

-0.7002258	0.09074558	-0.7063389	-0.05266829	1	Reference
-0.7005463	0.09087475	-0.7060063	-0.05267521	1	
-0.700821	0.09101207	-0.7057022	-0.05271362	1	
-0.7010042	0.09115648	-0.7055079	-0.05277006	1	
-0.7011874	0.09126517	-0.7053068	-0.05278709	1	
-0.7013705	0.09130494	-0.7051201	-0.05273131	1	
-0.7015232	0.09127928	-0.7049794	-0.05259621	1	
-0.7016606	0.09115816	-0.7048743	-0.05242872	1	
-0.7017369	0.09099548	-0.7048259	-0.05229184	1	
-0.701737	0.09086284	-0.7048444	-0.05223816	1	
-0.7016913	0.09079333	-0.7049068	-0.05226147	1	
-0.7015845	0.09075203	-0.7050081	-0.05229353	1	
-0.7014625	0.0907169	-0.7051442	-0.05229398	1	
-0.7013252	0.09068634	-0.7052848	-0.05229731	1	
-0.7012185	0.09067846	-0.7053777	-0.0523125	1	
-0.7011423	0.09071039	-0.7054507	-0.0523336	1	
-0.7011576	0.09087142	-0.7054254	-0.0522125	1	
-0.7011729	0.09106162	-0.7054031	-0.0520355	1	
-0.7012645	0.09121086	-0.7053007	-0.05191857	1	
-0.701234	0.09133554	-0.705313	-0.05189	1	
-0.7011578	0.09144989	-0.7053785	-0.0518786	1	
-0.7010968	0.09146474	-0.7054328	-0.05197218	1	
-0.7010206	0.0914816	-0.7055018	-0.05207132	1	
-0.7009138	0.0914873	-0.7055894	-0.05219065	1	
-0.7007613	0.09148861	-0.7057421	-0.05230084	1	
-0.7005783	0.09151012	-0.7059088	-0.05239124	1	
-0.7004105	0.09155867	-0.7060591	-0.05250519	1	
-0.7002427	0.09161007	-0.7062115	-0.05262433	1	
-0.7001207	0.09166144	-0.7063205	-0.05272121	1	
-0.7000597	0.09169386	-0.7063732	-0.05279888	1	
-0.700075	0.09164567	-0.7063529	-0.05293699	1	
-0.7002124	0.09170618	-0.7062037	-0.05304239	1	
-0.7003803	0.09184229	-0.7059988	-0.05317674	1	
-0.700594	0.0920631	-0.7057525	-0.05332134	1	
-0.700884	0.0923175	-0.705413	-0.05347079	1	
-0.7012655	0.0925947	-0.7049876	-0.05358546	1	
-0.7016928	0.09286885	-0.7045193	-0.05367238	1	
-0.7021506	0.09311122	-0.7040336	-0.05376743	1	
-0.7026542	0.09328253	-0.7034926	-0.0538626	1	
-0.7032036	0.09338044	-0.702935	-0.05390847	1	
-0.7038598	0.09347416	-0.7022561	-0.05394001	1	
-0.7046075	0.09358045	-0.701499	-0.0539377	1	
-0.7054774	0.09367676	-0.7006173	-0.05389926	1	
-0.7064387	0.09380239	-0.6996363	-0.05386375	1	
-0.7074153	0.09399018	-0.6986184	-0.05386654	1	
-0.7083004	0.09426259	-0.6976881	-0.0538459	1	
-0.7092313	0.09452757	-0.6966976	-0.05386098	1	
-0.7103147	0.09485012	-0.6955492	-0.05396729	1	
-0.7116423	0.09509602	-0.6941495	-0.05396532	1	
-0.7133971	0.09529686	-0.6923484	-0.05367086	1	
-0.7151947	0.09561898	-0.6904775	-0.05319429	1	
-0.7171631	0.09589019	-0.6884392	-0.05268735	1	
-0.7192231	0.09590323	-0.6863049	-0.05230343	1	
-0.7211763	0.09565202	-0.6843059	-0.05199463	1	
-0.7231753	0.09542272	-0.6822363	-0.05188026	1	
-0.7254184	0.09546299	-0.6798515	-0.05179722	1	
-0.7279056	0.09576471	-0.6771591	-0.0516129	1	
-0.7308354	0.09618352	-0.6739595	-0.05138401	1	
-0.7339787	0.09654849	-0.6704914	-0.05115602	1	
-0.7371679	0.0969732	-0.6669515	-0.05096164	1	
-0.7404181	0.09752692	-0.66329	-0.05059558	1	
-0.7438056	0.09814625	-0.6594217	-0.05012575	1	
-0.7472236	0.09866182	-0.6555027	-0.04974165	1	
-0.750901	0.0991042	-0.6512437	-0.0495115	1	
-0.7568063	0.09980237	-0.6442617	-0.04934099	1	
-0.7608499	0.100428	-0.6393875	-0.04934366	1	
-0.7650766	0.1010493	-0.6342065	-0.04956892	1	
-0.769517	0.1016359	-0.628693	-0.04996127	1	
-0.7740947	0.1022723	-0.622912	-0.05029247	1	
-0.7790233	0.1027748	-0.6166409	-0.05038542	1	
-0.7843945	0.1029567	-0.609803	-0.05006912	1	
-0.7898267	0.1027738	-0.6028268	-0.04945472	1	
-0.7949384	0.1024639	-0.5961727	-0.04878652	1	
-0.7997603	0.1021755	-0.5898019	-0.04815648	1	
-0.8043685	0.1020348	-0.5835705	-0.04756835	1	
-0.8087326	0.102112	-0.5775281	-0.04699101	1	
-0.8130814	0.102472	-0.5713762	-0.04653656	1	
-0.8173844	0.1030011	-0.5651468	-0.04608835	1	
-0.8218858	0.1034865	-0.5585168	-0.04560895	1	
-0.8265856	0.1038659	-0.551517	-0.04494723	1	
-0.8309039	0.1042762	-0.5449659	-0.04426721	1	
-0.8341388	0.1050131	-0.5399067	-0.04370625	1	
-0.8365803	0.1065173	-0.5358207	-0.04366559	1	
-0.839037	0.107967	-0.5316833	-0.04368917	1	
-0.8425618	0.1090912	-0.5258296	-0.04374154	1	
-0.8473837	0.1104781	-0.517748	-0.04374805	1	
-0.8512747	0.1106436	-0.5113447	-0.04293484	1	
-0.8544486	0.1109716	-0.5060022	-0.04235296	1	
-0.8574089	0.1119844	-0.5007544	-0.0423774	1	
-0.8603691	0.1132102	-0.4953499	-0.04261673	1	
-0.8632836	0.1142681	-0.4899922	-0.0427238	1	
-0.8653741	0.1151601	-0.4861055	-0.04246639	1	
-0.8672053	0.1153114	-0.4828527	-0.04181864	1	
-0.8702113	0.1151423	-0.47755	-0.0405598	1	
-0.8731563	0.1157231	-0.4721049	-0.03955615	1	
-0.8759335	0.1169837	-0.4666553	-0.03897882	1	
-0.8784055	0.1181104	-0.4617611	-0.03834774	1	
-0.8806943	0.1196228	-0.4570066	-0.03809034	1	
-0.883029	0.1211542	-0.4520835	-0.03785563	1	
-0.8853484	0.1220567	-0.4473317	-0.03720924	1	
-0.8873291	0.122614	-0.4433065	-0.03643962	1	
-0.889145	0.1233434	-0.4394952	-0.03592107	1	
-0.8907777	0.1243528	-0.4358944	-0.03591159	1	
-0.8921205	0.1252074	-0.432866	-0.03601461	1	
-0.8931277	0.1258419	-0.430595	-0.03612719	1	
-0.8939059	0.1263993	-0.4288097	-0.03625003	1	
-0.8945926	0.1271788	-0.4271036	-0.03658596	1	
-0.8950199	0.1278864	-0.4259807	-0.03691321	1	
-0.8952336	0.1286087	-0.4252883	-0.03713506	1	
-0.8953863	0.129437	-0.4246995	-0.03737045	1	
-0.8954321	0.1299543	-0.4244192	-0.03741618	1	
-0.8952796	0.1300821	-0.4247354	-0.03729087	1	
-0.8949134	0.12996	-0.4255425	-0.037124	1	
-0.8943337	0.1297267	-0.4268391	-0.03711629	1	
-0.8935097	0.1293569	-0.4286654	-0.0370634	1	
-0.892518	0.1288342	-0.4309257	-0.03675313	1	
-0.8913126	0.1281139	-0.4336617	-0.03625783	1	
-0.8900157	0.1272978	-0.436599	-0.03575677	1	
-0.8885509	0.126579	-0.4398002	-0.0354231	1	
-0.8866283	0.1253533	-0.4440447	-0.03493052	1	
-0.8844464	0.124512	-0.4486431	-0.03476841	1	
-0.8818524	0.1238637	-0.453889	-0.03484222	1	
-0.8788465	0.1233296	-0.4597921	-0.03526071	1	
-0.8757033	0.1228527	-0.4658356	-0.0359541	1	
-0.8722701	0.1223493	-0.4723029	-0.03675107	1	
-0.8685623	0.1218093	-0.4791569	-0.03753472	1	
-0.8645645	0.1212391	-0.4864169	-0.03813688	1	
-0.8603837	0.1208025	-0.4938455	-0.03866332	1	
-0.855974	0.1203946	-0.5015255	-0.03906558	1	
-0.8516405	0.119921	-0.508945	-0.03931027	1	
-0.8473376	0.1196354	-0.5161005	-0.03961172	1	
-0.8428821	0.1194617	-0.5233516	-0.04012579	1	
-0.8383656	0.1193408	-0.5305471	-0.04079576	1	
-0.8335896	0.1191335	-0.5379843	-0.04168743	1	
-0.8286153	0.1190096	-0.545559	-0.04269523	1	
-0.8235342	0.1188684	-0.5531678	-0.04369806	1	
-0.8181937	0.1186265	-0.5610257	-0.04449484	1	
-0.8132957	0.1183269	-0.5680936	-0.04523716	1	
-0.8083061	0.117943	-0.5752031	-0.04602231	1	
-0.8033013	0.1173993	-0.5822076	-0.04690649	1	
-0.7958856	0.1164849	-0.5923713	-0.04830793	1	
-0.7908197	0.1158253	-0.5991743	-0.04908315	1	
-0.7857538	0.1149844	-0.605906	-0.04971046	1	
-0.7808558	0.1139397	-0.612381	-0.05016795	1	
-0.7768581	0.1127669	-0.6176037	-0.05065199	1	
-0.7739285	0.1115895	-0.6214497	-0.05125544	1	
-0.7709225	0.1104064	-0.6253396	-0.05160861	1	
-0.7675046	0.1092879	-0.6296868	-0.0522906	1	
-0.76369	0.1081918	-0.6344138	-0.05306606	1	
-0.7599517	0.1070845	-0.6390143	-0.05384488	1	
-0.7561951	0.1060466	-0.6435567	-0.05477319	1	
