Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.007143076,-0.02206426,0.7030575,0.7107548,2.364668,5.262573,4.334893
,LeftShoulder,-0.01759434,-0.01259267,-0.6967816,0.7169569,-1.291138,8.034945,6.593978
,Trunk,-0.104813,0.0362634,0.9926142,-0.04915529,-1.155334,-7.629547,-4.958764
,UpperTrunk,-0.06646588,0.01005027,0.9968041,-0.04316202,-0.1338196,-4.305725,-4.084324
,LowerTrunk,-0.02899972,0.008910174,0.9995105,-0.007627338,-3.879094,-7.861344,-1.424855
,Hips,0.02491467,0.03957426,-0.004798114,0.9988945,2.857579,4.537522,0.550415
,Head,-0.02328122,-0.0495028,-0.001521438,0.9985015,1.516022,1.953094,-4.784173
0.0333252,,,,,,,,
,RightShoulder,-0.007918706,-0.02424977,0.7033877,0.7103485,2.48446,5.162964,4.424706
,LeftShoulder,-0.01522854,-0.01333169,-0.6963791,0.7173885,-1.153809,7.923693,6.691685
,Trunk,-0.1057589,0.03612535,0.992514,-0.04925551,-1.160797,-7.769958,-4.988914
,UpperTrunk,-0.06768642,0.01009691,0.9967102,-0.0434207,-0.2059937,-4.225769,-4.070484
,LowerTrunk,-0.03092196,0.008327912,0.999455,-0.008010626,-3.790818,-8.050511,-1.448491
,Hips,0.02472699,0.0393025,-0.004620522,0.9989107,2.836015,4.506322,0.5300598
,Head,-0.02318056,-0.05025286,-0.001239121,0.9984667,1.499115,2.007416,-4.846703
0.06658936,,,,,,,,
,RightShoulder,-0.007018865,-0.02357654,0.703214,0.7105525,2.568838,5.174988,4.405358
,LeftShoulder,-0.0164335,-0.01223939,-0.696439,0.7173234,-1.096893,7.994416,6.692819
,Trunk,-0.1045105,0.0365845,0.9926385,-0.04907104,-1.226837,-7.65448,-5.000176
,UpperTrunk,-0.06668129,0.01067185,0.9967675,-0.04352134,-0.289978,-3.910492,-4.041479
,LowerTrunk,-0.03266436,0.008171028,0.9993979,-0.008361369,-3.757889,-8.221409,-1.461993
,Hips,0.02459663,0.03905074,-0.004387259,0.9989249,2.82103,4.477421,0.5032959
,Head,-0.02279729,-0.05063528,-0.001839697,0.9984553,1.38913,1.848114,-4.789025
0.09985352,,,,,,,,
,RightShoulder,-0.006508567,-0.02537146,0.7028355,0.7108701,2.706892,4.989532,4.293197
