Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.05858747,-0.07873153,0.6562896,0.7480994,3.036595,3.47998,-3.103528
,LeftShoulder,0.04838511,-0.07589551,-0.724694,0.6831672,-0.8456726,4.55954,0.9981256
,Trunk,-0.2072131,0.01839142,0.9754614,-0.07210832,-1.393341,-14.64908,-4.377093
,UpperTrunk,-0.1273887,0.01205092,0.9910562,-0.03787413,-0.4124146,-15.22402,-4.868365
,LowerTrunk,0.005017102,0.008559789,0.9999416,0.004286826,-1.879324,-8.714373,-3.495941
,Hips,0.007809475,0.08092467,-0.03467283,0.9960863,0.8983979,9.289319,3.987213
,Head,-0.04923309,0.0273223,-0.009813279,0.9983653,4.253021,17.78433,-3.250781
0.0333252,,,,,,,,
,RightShoulder,-0.05593942,-0.07629054,0.6566688,0.7482224,3.061297,3.704865,-3.045344
,LeftShoulder,0.04621188,-0.07305968,-0.7246619,0.6836606,-0.7826538,4.777008,1.076665
,Trunk,-0.2055186,0.01836944,0.9757977,-0.07241182,-1.401733,-14.45871,-4.411809
,UpperTrunk,-0.1257405,0.01212614,0.9912539,-0.03818244,-0.4129333,-14.99037,-4.875249
,LowerTrunk,0.004639352,0.008628636,0.9999438,0.004044086,-1.867008,-8.748747,-3.527161
,Hips,0.007634014,0.0808472,-0.03470251,0.996093,0.8782076,9.280403,3.990601
,Head,-0.04974243,0.02773957,-0.009419948,0.9983323,4.303131,17.64192,-3.330602
0.06658936,,,,,,,,
,RightShoulder,-0.05718899,-0.07801344,0.656499,0.7480991,3.079064,3.517181,-3.035526
,LeftShoulder,0.04828608,-0.07410778,-0.7245393,0.6835344,-0.7207336,4.577942,1.090939
,Trunk,-0.2058289,0.0180645,0.9757256,-0.07257959,-1.380554,-14.51358,-4.426968
,UpperTrunk,-0.1262147,0.01194198,0.991191,-0.03831133,-0.4206238,-14.94815,-4.869839
,LowerTrunk,0.003792146,0.008376785,0.9999503,0.003864706,-1.825968,-8.827772,-3.551636
,Hips,0.007528316,0.08069015,-0.03473687,0.9961053,0.866038,9.26234,3.994507
,Head,-0.05026377,0.02795066,-0.00898689,0.9983044,4.384155,17.72109,-3.395413
0.09985352,,,,,,,,
,RightShoulder,-0.05671082,-0.07689865,0.6563401,0.7483903,3.038002,3.568726,-3.080619
,LeftShoulder,0.04731785,-0.07341563,-0.7248433,0.6833546,-0.7319946,4.634644,1.042672
,Trunk,-0.2051314,0.01822802,0.9758759,-0.07249197,-1.391571,-14.4353,-4.417733
,UpperTrunk,-0.1255379,0.01203834,0.9912786,-0.03823471,-0.4571838,-14.85386,-4.85682
,LowerTrunk,0.003652482,0.008153893,0.9999528,0.003831506,-1.806189,-8.83999,-3.554443
,Hips,0.00757844,0.08065723,-0.0347285,0.9961079,0.8718017,9.258552,3.99353
,Head,-0.05119607,0.02774949,-0.008455187,0.9982672,4.480103,17.61986,-3.447183
0.1331787,,,,,,,,
,RightShoulder,-0.05714308,-0.0776891,0.6561423,0.7484493,3.017879,3.483063,-3.121274
,LeftShoulder,0.04797665,-0.07380245,-0.7249693,0.6831332,-0.7595215,4.563812,0.9951196
,Trunk,-0.2052819,0.01811204,0.9758601,-0.07230698,-1.342072,-14.44958,-4.398684
,UpperTrunk,-0.125663,0.01161014,0.9912744,-0.03806952,-0.4718323,-14.84138,-4.841128
,LowerTrunk,0.003418969,0.007594149,0.9999579,0.003860861,-1.77851,-8.87296,-3.5401
,Hips,0.007895447,0.08071125,-0.03463289,0.9961044,0.9082709,9.26476,3.982544
,Head,-0.05146111,0.02736663,-0.008242488,0.998266,4.559967,17.59023,-3.452548
0.1665039,,,,,,,,
,RightShoulder,-0.05820611,-0.07676683,0.6567121,0.7479625,2.92098,3.471985,-2.970612
,LeftShoulder,0.04722795,-0.07482731,-0.7243525,0.6837276,-0.8386841,4.540985,1.157959
,Trunk,-0.2052517,0.01875109,0.9758265,-0.07268262,-1.407196,-14.44922,-4.463074
,UpperTrunk,-0.1256562,0.01217324,0.9912469,-0.03862628,-0.5301514,-14.80548,-4.872925
,LowerTrunk,0.003108852,0.007653518,0.9999594,0.003576428,-1.787315,-8.904397,-3.556976
,Hips,0.007912889,0.08067598,-0.03449625,0.9961119,0.9102708,9.260658,3.966827
,Head,-0.05164454,0.02683473,-0.008033961,0.9982725,4.515808,17.52883,-3.540863
0.1997681,,,,,,,,
,RightShoulder,-0.0574464,-0.077135,0.6562366,0.7484006,2.962019,3.478668,-3.066865
,LeftShoulder,0.04771015,-0.07395966,-0.7247832,0.6833322,-0.7798157,4.547699,1.06903
,Trunk,-0.205039,0.01852812,0.9758869,-0.07252911,-1.356201,-14.42456,-4.441222
,UpperTrunk,-0.1254444,0.01173249,0.9912863,-0.0384385,-0.5195313,-14.76801,-4.850768
,LowerTrunk,0.00299702,0.007301264,0.9999623,0.003573716,-1.772384,-8.919296,-3.553894
,Hips,0.00813406,0.08069403,-0.03446683,0.9961096,0.9357142,9.262741,3.96344
,Head,-0.05158942,0.02651586,-0.007772833,0.998286,4.560394,17.46756,-3.54901
0.2330322,,,,,,,,
,RightShoulder,-0.05827677,-0.07699026,0.6568518,0.7478114,2.871962,3.449097,-2.919348
,LeftShoulder,0.0476844,-0.07462244,-0.7241445,0.6839387,-0.8463745,4.521667,1.219751
,Trunk,-0.2052212,0.01871808,0.9758036,-0.07308421,-1.345703,-14.4502,-4.490777
,UpperTrunk,-0.1256643,0.01164114,0.9912428,-0.03886613,-0.5506897,-14.75676,-4.888391
,LowerTrunk,0.002675197,0.006937579,0.9999663,0.003469825,-1.761624,-8.954278,-3.576019
,Hips,0.008402616,0.08067708,-0.03455535,0.9961057,0.9666103,9.260842,3.973633
,Head,-0.05138179,0.02628125,-0.007361799,0.998306,4.546997,17.46622,-3.645776
0.2663574,,,,,,,,
,RightShoulder,-0.05844037,-0.07610603,0.6566105,0.748101,2.856116,3.465271,-2.952302
,LeftShoulder,0.04678825,-0.07474227,-0.7244186,0.6836972,-0.859314,4.542145,1.187804
,Trunk,-0.2048771,0.01933895,0.9758611,-0.07312047,-1.415375,-14.40775,-4.50067
,UpperTrunk,-0.1252958,0.01224431,0.9912786,-0.03895324,-0.5905457,-14.717,-4.885741
,LowerTrunk,0.002698651,0.007197765,0.9999647,0.003360331,-1.791439,-8.95159,-3.588562
,Hips,0.008402616,0.08067708,-0.03455535,0.9961057,0.9666103,9.260842,3.973633
,Head,-0.05079506,0.02621957,-0.00702408,0.9983402,4.409973,17.41659,-3.694457
0.2996826,,,,,,,,
,RightShoulder,-0.05816486,-0.07814363,0.6569729,0.7475941,2.944663,3.447571,-2.850145
,LeftShoulder,0.04880618,-0.07467601,-0.7240311,0.6839739,-0.7902222,4.509583,1.273848
,Trunk,-0.2057946,0.01863236,0.9756485,-0.07356354,-1.315094,-14.5336,-4.532973
,UpperTrunk,-0.1263843,0.01137528,0.99114,-0.03922763,-0.5580139,-14.74981,-4.908247
,LowerTrunk,0.001886694,0.006606585,0.999971,0.003274828,-1.745636,-9.031058,-3.606415
,Hips,0.00859344,0.08055873,-0.0346255,0.9961112,0.9885558,9.247264,3.981689
,Head,-0.05039994,0.02618309,-0.006769478,0.9983629,4.464874,17.53819,-3.755995
0.3330078,,,,,,,,
,RightShoulder,-0.05869783,-0.07594392,0.6572421,0.7475424,2.831651,3.562012,-2.778752
,LeftShoulder,0.04666408,-0.0751771,-0.7239453,0.6841594,-0.894989,4.62085,1.340358
,Trunk,-0.2054923,0.01949497,0.9756678,-0.07392722,-1.425201,-14.51163,-4.577174
,UpperTrunk,-0.1261909,0.01232769,0.9911381,-0.03961048,-0.6438293,-14.66791,-4.940608
,LowerTrunk,0.00136376,0.006818792,0.9999708,0.003171414,-1.757304,-9.074088,-3.626617
,Hips,0.008483786,0.08041172,-0.03469861,0.9961214,0.9759321,9.230368,3.990051
,Head,-0.04982248,0.02604943,-0.00662449,0.9983963,4.288452,17.50079,-3.816859
0.366333,,,,,,,,
,RightShoulder,-0.05800562,-0.0765736,0.6571497,0.7476134,2.938632,3.556274,-2.779904
,LeftShoulder,0.0475178,-0.07457306,-0.724001,0.6841076,-0.7772522,4.590088,1.343814
,Trunk,-0.2052432,0.01930254,0.9757141,-0.0740578,-1.424347,-14.50101,-4.589389
,UpperTrunk,-0.1260985,0.01232046,0.9911457,-0.0397166,-0.6323242,-14.63019,-4.94083
,LowerTrunk,0.001127272,0.006911599,0.9999707,0.003066748,-1.746502,-9.081901,-3.643829
,Hips,0.008297402,0.08024405,-0.03474468,0.9961349,0.9544796,9.211081,3.99527
,Head,-0.04958037,0.02595,-0.006569058,0.9984111,4.261505,17.47872,-3.835453
0.3995972,,,,,,,,
