Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.03636175,0.01780675,0.6275686,0.777508,-10.56496,24.94489,-9.669518
,LeftShoulder,-0.0453565,-0.009330058,-0.7667147,0.6403159,-10.60079,29.39143,-7.753929
,Trunk,-0.3273441,-0.05736802,0.927894,-0.1690191,6.149371,-26.45786,-2.512733
,UpperTrunk,-0.2284783,-0.05220635,0.9719146,-0.02131531,2.859864,-34.41416,-12.76881
,LowerTrunk,0.06907158,-0.02851936,0.9932126,0.08913183,0.4550912,-5.242008,-6.01001
,Hips,0.02432491,0.113748,-0.1405117,0.9832223,2.834416,13.19831,16.26608
,Head,-0.09613431,0.1442024,0.1071088,-0.9790261,-5.066856,9.699982,9.974327
0.03344727,,,,,,,,
,RightShoulder,-0.03702613,0.01768027,0.6268075,0.7780931,-10.57775,24.92645,-9.837322
,LeftShoulder,-0.04529291,-0.01004953,-0.7673565,0.6395402,-10.62297,29.37424,-7.927166
,Trunk,-0.3278511,-0.057159,0.9278333,-0.1684394,6.117784,-26.50412,-2.455006
,UpperTrunk,-0.2288764,-0.05193401,0.9718461,-0.02082399,2.80135,-34.45285,-12.7318
,LowerTrunk,0.06900436,-0.02875241,0.9931945,0.08931109,0.4778187,-5.257742,-5.980103
,Hips,0.02436101,0.1138192,-0.1404318,0.9832246,2.838615,13.20647,16.2569
,Head,-0.09642974,0.1442838,0.1076778,-0.9789225,-5.133872,9.735168,10.09916
0.06665039,,,,,,,,
,RightShoulder,-0.03657944,0.01789291,0.6275953,0.7774739,-10.59339,24.99036,-9.686587
,LeftShoulder,-0.0456419,-0.009930706,-0.7666748,0.6403338,-10.67658,29.42204,-7.771365
,Trunk,-0.3280889,-0.0572601,0.9277063,-0.1686418,6.153025,-26.51407,-2.490811
,UpperTrunk,-0.2289556,-0.05223154,0.971805,-0.0211269,2.792869,-34.48223,-12.75815
,LowerTrunk,0.06917256,-0.02913124,0.9931793,0.0892272,0.506525,-5.263012,-5.970093
,Hips,0.02448985,0.1140336,-0.1402608,0.9832209,2.853631,13.23117,16.23743
,Head,-0.09716012,0.1439579,0.107414,-0.9789272,-5.183246,9.782532,10.03278
0.09985352,,,,,,,,
,RightShoulder,-0.03723571,0.01798962,0.6272201,0.7777435,-10.63244,25.01291,-9.762356
,LeftShoulder,-0.04575282,-0.01076207,-0.7669529,0.6399798,-10.73086,29.43185,-7.845821
,Trunk,-0.3285522,-0.05701815,0.9275401,-0.1687357,6.130424,-26.58237,-2.46796
,UpperTrunk,-0.2295381,-0.05203276,0.9716825,-0.02093038,2.730586,-34.51799,-12.78254
,LowerTrunk,0.06888727,-0.02947466,0.993152,0.0896374,0.5200589,-5.283951,-5.954865
,Hips,0.02471352,0.1139289,-0.1405362,0.9831882,2.87978,13.21957,16.26944
,Head,-0.09712595,0.1443541,0.1075029,-0.9788625,-5.202633,9.804352,10.06674
0.1333008,,,,,,,,
,RightShoulder,-0.03715659,0.01914724,0.6284907,0.7766933,-10.72847,25.09097,-9.426163
,LeftShoulder,-0.04667263,-0.01071413,-0.7658334,0.6412538,-10.81016,29.48729,-7.504196
,Trunk,-0.3284618,-0.05697501,0.9273906,-0.1697453,6.139357,-26.55936,-2.615097
,UpperTrunk,-0.2293359,-0.05210958,0.9716985,-0.02217901,2.740978,-34.50554,-12.86101
,LowerTrunk,0.06898256,-0.0294634,0.9931993,0.08904177,0.5310438,-5.288645,-5.998871
,Hips,0.02460711,0.1140636,-0.140323,0.9832057,2.867335,13.23483,16.24478
,Head,-0.09579628,0.1431943,0.105975,-0.9793304,-5.034229,9.922089,9.736984
0.1665039,,,,,,,,
,RightShoulder,-0.03723277,0.01882763,0.6269829,0.7779152,-10.72049,25.11075,-9.726251
,LeftShoulder,-0.0460027,-0.0107992,-0.7671326,0.639746,-10.7742,29.47861,-7.809991
,Trunk,-0.328997,-0.05709135,0.9273347,-0.168973,6.150269,-26.61169,-2.537604
,UpperTrunk,-0.2297821,-0.05219726,0.9716032,-0.02151945,2.72424,-34.5324,-12.79554
,LowerTrunk,0.06876057,-0.02970323,0.9931982,0.08914664,0.5500796,-5.325188,-5.968628
,Hips,0.02468131,0.1141609,-0.1401648,0.9832151,2.875949,13.24589,16.22656
,Head,-0.09584508,0.1428745,0.1072053,-0.9792385,-5.030015,10.00952,9.95791
0.1999512,,,,,,,,
,RightShoulder,-0.03821414,0.01847161,0.6266213,0.7781671,-10.81591,25.14209,-9.834623
,LeftShoulder,-0.04522635,-0.01203895,-0.7676215,0.6391924,-10.85622,29.45515,-7.952634
,Trunk,-0.3299411,-0.05766681,0.9271065,-0.1681875,6.194386,-26.75223,-2.479647
,UpperTrunk,-0.2309715,-0.05255668,0.9713126,-0.02102152,2.7409,-34.54611,-12.7811
,LowerTrunk,0.06765853,-0.02994245,0.9932321,0.08953008,0.5844326,-5.42889,-5.888306
,Hips,0.02462382,0.1139678,-0.1398523,0.9832834,2.869053,13.22278,16.18976
,Head,-0.09670479,0.1424541,0.1087905,-0.9790404,-5.087809,10.19492,10.20169
0.2331543,,,,,,,,
,RightShoulder,-0.03710275,0.02074435,0.6271444,0.7777423,-10.90731,25.26794,-9.752108
,LeftShoulder,-0.04749462,-0.01090552,-0.7671373,0.6396292,-10.94583,29.58193,-7.873323
,Trunk,-0.3287226,-0.05746777,0.9275407,-0.1682476,6.191556,-26.60199,-2.484892
,UpperTrunk,-0.2296976,-0.05254892,0.9716139,-0.02107254,2.73179,-34.41813,-12.8233
,LowerTrunk,0.06784938,-0.02999561,0.9931887,0.08984911,0.5907121,-5.406632,-5.851349
