Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,0.006863266,0.069809,0.6656213,0.7429858,-7.915339,9.970794,-8.131927
,LeftShoulder,-0.1448453,0.02823706,-0.6785287,0.7195981,-12.33352,17.85356,1.520189
,Trunk,-0.06295821,-0.0265239,0.9976174,0.009607639,2.798183,-3.739471,1.844452
,UpperTrunk,-0.03261342,-0.02440017,0.9990407,0.01608181,-1.814324,-2.096527,2.222647
,LowerTrunk,-0.01432534,-0.0402365,0.9990821,-0.003297359,4.779591,-5.144808,-1.040152
,Hips,-0.001457277,0.03055423,-0.005773842,0.9995154,-0.1670837,3.501864,0.6619568
,Head,-0.08939874,-0.01678239,-0.02297014,0.9955896,13.06039,1.808014,4.487823
0.03326416,,,,,,,,
,RightShoulder,0.009250624,0.06926225,0.6653525,0.7432518,-7.813817,9.885984,-8.129761
,LeftShoulder,-0.1438343,0.0304771,-0.6785718,0.7196686,-12.20484,17.71751,1.567709
,Trunk,-0.06077895,-0.02731034,0.9977336,0.009365451,2.934911,-3.505371,1.79892
,UpperTrunk,-0.03057164,-0.025594,0.9990817,0.01568532,-1.812324,-2.00177,2.244554
,LowerTrunk,-0.01310973,-0.04141171,0.9990486,-0.00388521,4.871319,-4.988863,-1.084458
,Hips,-0.001082244,0.03040946,-0.005572289,0.9995214,-0.1240845,3.485261,0.6388245
,Head,-0.08936574,-0.01578774,-0.02344611,0.9955977,13.19327,1.688385,4.49704
0.06652832,,,,,,,,
,RightShoulder,0.006138716,0.06966148,0.6636627,0.7447558,-7.884839,9.476385,-8.436005
,LeftShoulder,-0.1445804,0.0284135,-0.679857,0.7183897,-12.21876,17.42072,1.311333
,Trunk,-0.05903199,-0.02507061,0.9978913,0.00998348,2.720166,-3.314972,1.845306
,UpperTrunk,-0.02891279,-0.0237227,0.9991708,0.01609138,-2.019532,-1.993774,2.397201
,LowerTrunk,-0.0115195,-0.04134665,0.9990668,-0.004811734,4.82176,-4.793653,-1.171737
,Hips,-0.0007158881,0.0302978,-0.005406737,0.999526,-0.08206177,3.472456,0.6198425
,Head,-0.08977097,-0.01307468,-0.02448931,0.9955755,13.02501,1.81015,4.663483
0.09985352,,,,,,,,
,RightShoulder,0.006208312,0.06687903,0.6634116,0.745234,-7.640465,9.167,-8.52475
,LeftShoulder,-0.1417259,0.02919959,-0.6801817,0.7186196,-11.90676,17.15995,1.271677
,Trunk,-0.05829114,-0.02456304,0.9979414,0.0105757,2.708184,-3.226654,1.875977
,UpperTrunk,-0.02814253,-0.02361864,0.999191,0.01635924,-2.057712,-2.079163,2.545986
,LowerTrunk,-0.01000478,-0.0415755,0.9990681,-0.005841553,4.802272,-4.621503,-1.251583
,Hips,-0.0003171843,0.03031144,-0.005072862,0.9995276,-0.03637695,3.474012,0.5815735
,Head,-0.09040438,-0.01180287,-0.0250017,0.9955214,13.0859,1.868134,4.753235
0.1331787,,,,,,,,
,RightShoulder,0.004386107,0.06554121,0.6625211,0.7461574,-7.607184,9.085517,-8.82785
,LeftShoulder,-0.1405379,0.02737429,-0.6813508,0.7178165,-11.88373,17.08817,0.9532261
,Trunk,-0.05981776,-0.02397865,0.9978496,0.01195652,2.635688,-3.401703,2.032196
,UpperTrunk,-0.02966867,-0.02298495,0.9991383,0.01772073,-2.082988,-2.251648,2.665869
,LowerTrunk,-0.01002742,-0.04116388,0.9990869,-0.005524844,4.755053,-4.624066,-1.215246
,Hips,-0.0003171843,0.03031144,-0.005072862,0.9995276,-0.03637695,3.474012,0.5815735
,Head,-0.09161338,-0.0106575,-0.0257794,0.9954039,13.15266,2.174866,4.999268
0.1664429,,,,,,,,
,RightShoulder,0.006854951,0.06680325,0.663594,0.7450727,-7.55442,9.172848,-8.592682
,LeftShoulder,-0.1411192,0.03055421,-0.6796095,0.7192235,-11.71958,17.17962,1.271982
,Trunk,-0.05793009,-0.02437523,0.9979562,0.01155399,2.680855,-3.18628,1.971863
,UpperTrunk,-0.02779023,-0.02338024,0.9991924,0.01719567,-2.06929,-2.132813,2.677556
,LowerTrunk,-0.009185117,-0.04143843,0.9990798,-0.006152749,4.790031,-4.526037,-1.271917
,Hips,-0.0003480269,0.03029888,-0.004938811,0.9995285,-0.03988647,3.47257,0.5662231
,Head,-0.09334576,-0.009812392,-0.02678898,0.9952249,13.39747,2.056519,5.055634
0.199707,,,,,,,,
,RightShoulder,0.00452503,0.06562053,0.6622939,0.7463513,-7.590261,8.942685,-8.905945
,LeftShoulder,-0.1400108,0.02871025,-0.6810755,0.7181284,-11.71966,16.99244,0.9574137
,Trunk,-0.05842945,-0.02415808,0.997921,0.01248666,2.623464,-3.241028,2.075989
,UpperTrunk,-0.02826743,-0.02287915,0.9991745,0.01810336,-2.099759,-2.205078,2.76109
,LowerTrunk,-0.009032302,-0.04120381,0.999092,-0.005973279,4.792224,-4.511424,-1.250928
,Hips,-0.0006017517,0.03032421,-0.004935473,0.9995277,-0.06900024,3.475475,0.5658264
,Head,-0.09418836,-0.00948808,-0.02709872,0.9951402,13.43715,2.148499,5.195679
0.2330322,,,,,,,,
,RightShoulder,0.004784986,0.06562229,0.6629579,0.7457595,-7.605543,8.978856,-8.812805
,LeftShoulder,-0.1396748,0.02961089,-0.680289,0.7189026,-11.65562,17.05336,1.076169
,Trunk,-0.05851787,-0.024858,0.9978982,0.01253327,2.659986,-3.256256,2.084991
,UpperTrunk,-0.02840004,-0.02319747,0.999162,0.0181818,-2.064938,-2.246155,2.745775
,LowerTrunk,-0.008806951,-0.04121877,0.9990947,-0.005761266,4.83732,-4.481622,-1.230485
,Hips,-0.0009804405,0.03028971,-0.004969269,0.9995283,-0.1123962,3.47152,0.5697021
,Head,-0.09624514,-0.009618629,-0.02813083,0.9949134,13.71086,2.148438,5.324158
0.2662964,,,,,,,,
,RightShoulder,0.005272804,0.06587015,0.6622612,0.7463534,-7.684334,9.061129,-9.001587
,LeftShoulder,-0.1399188,0.03024975,-0.6808019,0.718343,-11.72166,17.14724,0.9048548
,Trunk,-0.05889053,-0.0254343,0.9978563,0.01295252,2.757882,-3.278412,2.16864
,UpperTrunk,-0.02859237,-0.02405059,0.9991229,0.01891056,-2.049694,-2.285034,2.750364
,LowerTrunk,-0.008661076,-0.04193959,0.9990698,-0.005071819,4.884357,-4.486403,-1.182432
,Hips,-0.0006696545,0.03047725,-0.005239695,0.9995215,-0.07678223,3.493026,0.600708
,Head,-0.09719555,-0.01015193,-0.02863169,0.9948016,13.91846,2.109039,5.46582
0.2996216,,,,,,,,
,RightShoulder,0.003407452,0.06700108,0.6628433,0.7457465,-7.815196,9.087362,-8.855743
,LeftShoulder,-0.1413993,0.02851914,-0.6802967,0.7186022,-11.87214,17.21518,1.017511
,Trunk,-0.05973568,-0.02441642,0.9978384,0.01241081,2.645396,-3.364136,2.11908
,UpperTrunk,-0.0293406,-0.0230695,0.9991323,0.01847854,-2.127332,-2.339752,2.689756
,LowerTrunk,-0.008931324,-0.04163568,0.9990804,-0.004975557,4.845634,-4.528221,-1.187101
,Hips,-0.0006359164,0.03057154,-0.005376846,0.9995179,-0.07290649,3.503838,0.6164246
,Head,-0.09809723,-0.01090091,-0.02903301,0.9946935,13.91004,2.108368,5.46283
0.3328857,,,,,,,,
,RightShoulder,0.004668338,0.0669736,0.6617616,0.7467023,-7.741746,9.234324,-9.122742
,LeftShoulder,-0.1414269,0.03008345,-0.6814283,0.7174599,-11.77782,17.39014,0.7301736
,Trunk,-0.06006449,-0.02456558,0.9978067,0.01306058,2.676103,-3.410492,2.220306
,UpperTrunk,-0.02974416,-0.02333657,0.9990975,0.01936084,-2.101689,-2.375427,2.7167
,LowerTrunk,-0.009024555,-0.04167994,0.9990809,-0.004327893,4.833242,-4.530953,-1.138239
,Hips,-0.0004836069,0.03050217,-0.005598575,0.9995189,-0.05545044,3.495889,0.6418457
,Head,-0.0991887,-0.01224394,-0.02981958,0.9945464,14.06694,1.999817,5.65509
0.3662109,,,,,,,,
,RightShoulder,0.004540399,0.06782109,0.6624256,0.7460377,-7.807235,9.316366,-8.993408
,LeftShoulder,-0.1422977,0.0298355,-0.6808106,0.7178845,-11.85643,17.46596,0.8375547
,Trunk,-0.0602609,-0.02417849,0.9978082,0.01276851,2.662368,-3.434143,2.198669
,UpperTrunk,-0.02995053,-0.02321675,0.9990978,0.0191721,-2.116,-2.406616,2.663331
,LowerTrunk,-0.008958891,-0.04168502,0.9990824,-0.004051238,4.803361,-4.52188,-1.117921
,Hips,-0.0002179081,0.03048876,-0.005698204,0.9995189,-0.0249939,3.494353,0.6532593
,Head,-0.09951993,-0.01269721,-0.03010508,0.9944992,14.09154,1.971191,5.666473
0.3995361,,,,,,,,
,RightShoulder,0.003828831,0.06786266,0.6610175,0.7472857,-7.821039,9.381653,-9.368347
,LeftShoulder,-0.1427796,0.02960542,-0.6825148,0.7161779,-11.86645,17.60531,0.3994746
,Trunk,-0.06118361,-0.02369973,0.9977497,0.01379901,2.614435,-3.553131,2.357483
,UpperTrunk,-0.03098729,-0.02279749,0.9990483,0.02055612,-2.116342,-2.475281,2.664977
,LowerTrunk,-0.009397747,-0.04127012,0.9991003,-0.002680987,4.742343,-4.559788,-1.002654
,Hips,-0.0001008781,0.0303804,-0.006063551,0.99952,-0.01156616,3.481937,0.6951599
,Head,-0.09963742,-0.01354745,-0.03039792,0.9944671,14.05737,1.992157,5.859131
0.4328613,,,,,,,,
,RightShoulder,0.004402589,0.06816625,0.6621693,0.7462343,-7.851778,9.509561,-9.140869
,LeftShoulder,-0.1433768,0.03041447,-0.6814758,0.7170137,-11.9036,17.77794,0.6017766
,Trunk,-0.061647,-0.02385584,0.9977235,0.01335117,2.667483,-3.61026,2.309113
,UpperTrunk,-0.03148544,-0.02325981,0.9990308,0.02013406,-2.060382,-2.533203,2.578809
,LowerTrunk,-0.009391021,-0.04124476,0.9991022,-0.002351433,4.705511,-4.554734,-0.9652832
,Hips,0.0001949798,0.03034324,-0.006067216,0.9995211,0.02235375,3.477677,0.6955872
,Head,-0.0992476,-0.01436245,-0.03014159,0.9945024,14.06555,1.955475,5.781128
0.4661255,,,,,,,,
,RightShoulder,0.004288904,0.06883596,0.6610042,0.7472059,-7.919435,9.611223,-9.387604
,LeftShoulder,-0.144127,0.03061498,-0.6827847,0.7156082,-11.9523,17.91136,0.3071039
,Trunk,-0.06202137,-0.02364376,0.9976944,0.01414951,2.670808,-3.665985,2.381683
,UpperTrunk,-0.03197086,-0.02328814,0.9990017,0.02076635,-2.054401,-2.599213,2.6173
,LowerTrunk,-0.009301174,-0.04122166,0.9991046,-0.002054304,4.673631,-4.530751,-0.9113978
,Hips,0.0004498838,0.03022378,-0.005894661,0.9995257,0.05157735,3.463979,0.6757813
,Head,-0.09810229,-0.01576988,-0.02910593,0.9946256,13.9368,1.849274,5.734039
0.4994507,,,,,,,,
,RightShoulder,0.004490633,0.06933568,0.6608748,0.747273,-7.928744,9.706499,-9.449677
,LeftShoulder,-0.1445228,0.03084878,-0.6829466,0.7153639,-11.95093,18.00107,0.2281425
,Trunk,-0.06224494,-0.02335313,0.9976806,0.01461946,2.655704,-3.704071,2.427521
,UpperTrunk,-0.03230259,-0.02315602,0.9989858,0.0211657,-2.057487,-2.653137,2.626234
,LowerTrunk,-0.009163132,-0.04111696,0.9991108,-0.001732558,4.642331,-4.501855,-0.8664986
,Hips,0.0006180741,0.0301099,-0.005824953,0.9995294,0.07085942,3.450921,0.6677856
,Head,-0.09745378,-0.01635253,-0.02903914,0.9946821,13.84708,1.820374,5.772003
0.5327148,,,,,,,,
,RightShoulder,0.004871245,0.06962912,0.6606409,0.7474499,-7.921329,9.779726,-9.525665
,LeftShoulder,-0.144749,0.03121843,-0.6831578,0.7151003,-11.93903,18.06796,0.1469615
,Trunk,-0.06236713,-0.02330055,0.9976676,0.01506174,2.655155,-3.722351,2.46991
,UpperTrunk,-0.03246181,-0.02315094,0.9989727,0.02153516,-2.03819,-2.679657,2.64222
,LowerTrunk,-0.009091428,-0.04094397,0.9991189,-0.001502365,4.616018,-4.489046,-0.8316728
,Hips,0.0006744871,0.03007006,-0.005751312,0.999531,0.07732679,3.446352,0.6593628
,Head,-0.09357995,-0.01828812,-0.0292818,0.995013,13.40076,1.616425,5.841187
0.5827637,,,,,,,,
,RightShoulder,0.004688315,0.07029252,0.6590861,0.7487606,-7.929135,9.922987,-9.951752
,LeftShoulder,-0.1456541,0.03123235,-0.6842646,0.7138566,-11.95065,18.24671,-0.2378728
,Trunk,-0.06339888,-0.02252269,0.9975904,0.01693627,2.59332,-3.825562,2.662445
,UpperTrunk,-0.03336046,-0.02261035,0.9989178,0.02321336,-2.03276,-2.804565,2.763461
,LowerTrunk,-0.008902587,-0.04035757,0.9991453,-0.0008807778,4.515534,-4.481109,-0.7381315
,Hips,0.0009642439,0.03019011,-0.005557358,0.9995282,0.1105463,3.460113,0.6371155
,Head,-0.0878405,-0.02011891,-0.03010386,0.9954764,12.67871,1.509949,6.126709
0.6160889,,,,,,,,
,RightShoulder,0.005218677,0.07036962,0.660244,0.747729,-7.869347,10.0653,-9.793427
,LeftShoulder,-0.1457766,0.03156745,-0.6831224,0.7149102,-11.91146,18.37809,-0.07766581
,Trunk,-0.06425967,-0.02216487,0.9975406,0.01709265,2.570824,-3.919128,2.682281
,UpperTrunk,-0.03417611,-0.02241355,0.9988908,0.02338558,-1.981771,-2.872131,2.726397
,LowerTrunk,-0.009129314,-0.03971678,0.9991692,-0.0003846586,4.422275,-4.511863,-0.6828787
,Hips,0.001136718,0.03023157,-0.005571574,0.9995268,0.1303199,3.464866,0.6387634
,Head,-0.08482242,-0.02102659,-0.03014916,0.9957179,12.30904,1.499664,6.150909
0.6494141,,,,,,,,
,RightShoulder,0.005705819,0.0706436,0.6600926,0.7478334,-7.786272,10.27996,-9.878143
,LeftShoulder,-0.146112,0.03186565,-0.6833596,0.7146015,-11.84899,18.58261,-0.1859794
,Trunk,-0.06567611,-0.02139018,0.9974542,0.01772692,2.504869,-4.071808,2.746002
,UpperTrunk,-0.03550709,-0.02183731,0.9988438,0.02394029,-1.946452,-2.963348,2.706512
,LowerTrunk,-0.009665602,-0.03883353,0.9991989,0.0003444254,4.295502,-4.582142,-0.5908508
,Hips,0.001359139,0.03030847,-0.00549826,0.9995245,0.1558198,3.473682,0.6303406
,Head,-0.08138232,-0.02348769,-0.02945861,0.9959706,11.84758,1.369934,6.134369
0.6827393,,,,,,,,
,RightShoulder,0.005852751,0.07220583,0.6602676,0.7475283,-7.649314,10.59227,-9.877258
,LeftShoulder,-0.1478231,0.0317886,-0.6830291,0.7145693,-11.74465,18.8912,-0.1982558
,Trunk,-0.06714419,-0.01988967,0.9973801,0.0181429,2.252494,-4.244843,2.783386
,UpperTrunk,-0.03701664,-0.01963618,0.9988271,0.02426603,-1.913414,-3.052551,2.622681
,LowerTrunk,-0.01039761,-0.03634439,0.9992841,0.001401365,4.088391,-4.661808,-0.469696
,Hips,0.0006761365,0.03027215,-0.005498618,0.9995263,0.07751624,3.469517,0.6304016
,Head,-0.07982449,-0.02523123,-0.02917218,0.9960625,11.41628,1.342743,6.138519
0.7160645,,,,,,,,
,RightShoulder,0.01120053,0.07028017,0.6617743,0.7463174,-7.422437,10.77487,-9.545837
