Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.06407573,0.01255712,0.6663634,0.7427627,-10.20128,-6.408337,-8.964447
,LeftShoulder,-0.1705786,0.04001486,-0.6463478,0.7426547,-14.71565,15.02142,5.174137
,Trunk,-0.01744412,-0.01363777,0.9995157,0.02186442,3.97548,2.220807,2.757751
,UpperTrunk,0.01936172,-0.03466911,0.9989219,0.02404472,-2.087633,-2.747996,6.384208
,LowerTrunk,0.04326528,-0.05281005,0.9971673,-0.03156769,3.554903,0.8017602,-3.778251
,Hips,0.02187203,0.03634756,-0.001323402,0.9990989,2.50821,4.167043,0.1517944
,Head,-0.09383117,-0.01313421,-0.03385743,0.9949256,14.75072,-3.733471,6.655823
0.0333252,,,,,,,,
,RightShoulder,-0.06445818,0.01309632,0.6662533,0.7428191,-10.2286,-6.360204,-8.996185
,LeftShoulder,-0.1714082,0.03941912,-0.64674,0.7421541,-14.78539,15.07719,5.083445
,Trunk,-0.01778707,-0.01295006,0.9995088,0.02231886,3.927816,2.185216,2.775757
,UpperTrunk,0.01905167,-0.03425369,0.9989384,0.02420208,-2.157188,-2.794329,6.417094
,LowerTrunk,0.04335814,-0.05300012,0.9971491,-0.03169674,3.544196,0.8111172,-3.760508
,Hips,0.02215625,0.03635942,-0.001038998,0.9990926,2.540809,4.168428,0.1191711
,Head,-0.09423125,-0.01269698,-0.03420791,0.9948814,14.7492,-3.647588,6.714325
0.06665039,,,,,,,,
,RightShoulder,-0.06440897,0.01341232,0.6661882,0.7428763,-10.17167,-6.312838,-9.034149
,LeftShoulder,-0.1717263,0.03942443,-0.6468686,0.7419683,-14.73283,15.12168,5.029923
,Trunk,-0.01793269,-0.0122927,0.9995047,0.02275417,3.84922,2.167513,2.803772
,UpperTrunk,0.01889768,-0.03356843,0.9989588,0.02444687,-2.197198,-2.815008,6.436986
,LowerTrunk,0.0433849,-0.0526644,0.997168,-0.03162658,3.507442,0.8164349,-3.733007
,Hips,0.0221403,0.03633903,-0.0008699894,0.9990939,2.538977,4.166086,0.09979248
,Head,-0.09460484,-0.01250513,-0.03436306,0.9948431,14.71366,-3.607851,6.760315
0.09991455,,,,,,,,
,RightShoulder,-0.06295048,0.01247258,0.66618,0.7430246,-10.03217,-6.272729,-9.065491
,LeftShoulder,-0.1712252,0.04021344,-0.647177,0.7417726,-14.68201,15.14109,4.968639
,Trunk,-0.01786957,-0.01217829,0.9995019,0.02298453,3.904789,2.169946,2.823029
,UpperTrunk,0.0189185,-0.03405269,0.9989377,0.02461451,-2.209086,-2.821121,6.443919
,LowerTrunk,0.04345806,-0.0532514,0.997137,-0.03151825,3.50554,0.8320694,-3.713023
,Hips,0.02274506,0.03627674,-0.0008032918,0.9990826,2.608335,4.158998,0.09213257
,Head,-0.09511665,-0.01243094,-0.03433195,0.9947963,14.82816,-3.6018,6.776184
0.1331787,,,,,,,,
,RightShoulder,-0.06439175,0.01352366,0.6662008,0.7428644,-10.07673,-6.287299,-9.075378
,LeftShoulder,-0.1726396,0.03881644,-0.6474428,0.7412873,-14.75547,15.16272,4.884211
,Trunk,-0.01792876,-0.0108249,0.999514,0.02309065,3.746647,2.152411,2.846985
,UpperTrunk,0.0187664,-0.03267401,0.9989815,0.02482447,-2.304736,-2.843672,6.439584
