Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,0.09631765,0.004052367,0.5623177,0.8212826,26.62771,7.637052,-40.76465
,LeftShoulder,0.1607031,0.1014336,-0.7572116,0.6249132,40.47529,-5.572375,-30.49835
,Trunk,-0.06948449,0.1329411,0.9878647,0.04027269,-18.99701,0.6605711,19.56238
,UpperTrunk,0.005605072,0.1626844,0.9723198,0.1676199,-8.685242,-8.142396,1.433929
,LowerTrunk,0.07549462,0.08849916,0.9808083,0.156472,-8.042725,2.160301,2.179443
,Hips,-0.01957616,0.05736635,-0.1384772,0.9885089,-2.269043,6.642666,15.94901
,Head,0.2894533,-0.186937,0.3004805,-0.8893723,17.05878,23.07982,56.89816
0.03369141,,,,,,,,
,RightShoulder,0.09749079,0.004019447,0.5618426,0.8214696,26.75033,7.803942,-40.91559
,LeftShoulder,0.1604634,0.1021313,-0.7570671,0.6250361,40.53385,-5.423666,-30.57019
,Trunk,-0.07038572,0.1329491,0.9877848,0.04064064,-19.01859,0.5893459,19.65601
,UpperTrunk,0.004999876,0.1628457,0.9721595,0.1684105,-8.749176,-8.239312,1.460449
,LowerTrunk,0.07571004,0.08812697,0.980733,0.157049,-8.002991,2.159249,2.189117
,Hips,-0.0195518,0.05759304,-0.1389709,0.9884269,-2.266418,6.669409,16.00644
,Head,0.2886153,-0.18547,0.3029287,-0.889121,16.94907,22.97644,57.28458
0.06689453,,,,,,,,
,RightShoulder,0.1000286,0.003405441,0.5561012,0.8250661,27.07178,7.951224,-42.28622
,LeftShoulder,0.160621,0.1040654,-0.7607563,0.6201783,40.76827,-5.305031,-31.87274
,Trunk,-0.07123613,0.1328166,0.9875948,0.04406475,-19.06778,0.6137466,20.24701
,UpperTrunk,0.005201928,0.1631192,0.9712325,0.1734139,-8.901611,-8.411689,1.682648
,LowerTrunk,0.07736065,0.08718685,0.9801787,0.1601974,-7.903046,2.251477,2.347748
,Hips,-0.0195173,0.0584798,-0.1407764,0.98812,-2.263123,6.773959,16.21661
,Head,0.2872074,-0.1862618,0.3092877,-0.8872203,16.8074,23.09908,58.68445
0.1000977,,,,,,,,
,RightShoulder,0.09985381,0.004247412,0.5599337,0.8224874,27.04869,8.218478,-41.68912
,LeftShoulder,0.1604329,0.1055482,-0.7574643,0.6239941,40.93187,-4.944888,-31.21945
,Trunk,-0.07425556,0.1331189,0.9874173,0.04210048,-19.1358,0.3937712,20.18192
,UpperTrunk,0.003337495,0.1637137,0.9712418,0.1728465,-9.017426,-8.715529,1.482513
,LowerTrunk,0.07806607,0.08675665,0.9799721,0.1613496,-7.869659,2.238769,2.295715
,Hips,-0.01938782,0.0592989,-0.1423829,0.9878435,-2.248718,6.870532,16.40369
,Head,0.2885308,-0.1872477,0.3137666,-0.8850079,16.97827,23.49886,59.22433
0.1333008,,,,,,,,
,RightShoulder,0.1010068,0.004665226,0.5593556,0.8227378,27.13943,8.497076,-41.69446
,LeftShoulder,0.1601574,0.1072615,-0.7578886,0.6232573,41.07988,-4.634084,-31.2514
,Trunk,-0.07623374,0.133222,0.9873106,0.04071996,-19.164,0.2466936,20.11597
,UpperTrunk,0.002091035,0.1639697,0.9713028,0.1722806,-9.071747,-8.848302,1.421143
,LowerTrunk,0.07794572,0.0865346,0.9800071,0.1613151,-7.856659,2.161246,2.181732
,Hips,-0.01927133,0.05983582,-0.1433217,0.9876777,-2.235596,6.933749,16.51309
