Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,0.01782495,0.06496416,0.7328118,0.6770886,-13.04164,18.84852,6.491151
,LeftShoulder,-0.01547319,0.06027667,-0.738171,0.6717371,-5.571328,18.27816,-3.430791
,Trunk,-0.1046065,-0.1293005,0.9853024,-0.03896303,9.211655,-12.1275,-1.964625
,UpperTrunk,-0.1052825,-0.07984234,0.9910862,-0.01699343,3.441643,-10.3349,-4.616603
,LowerTrunk,-0.01561885,-0.05031199,0.9983439,0.02310854,11.17754,-1.890446,-0.4610901
,Hips,-0.04715461,0.0008525774,-0.02713308,0.9985186,-5.407532,0.0978431,3.113068
,Head,-0.1198618,0.02526964,0.01834676,-0.9922994,-4.563353,9.209961,0.1538436
0.03320313,,,,,,,,
,RightShoulder,0.01978267,0.0629002,0.7334938,0.6764902,-12.73799,18.80223,6.523538
,LeftShoulder,-0.01346169,0.06311134,-0.7373222,0.672452,-5.200612,18.30816,-3.3757
,Trunk,-0.104194,-0.1295708,0.9853412,-0.03818104,9.234753,-12.09021,-1.893374
,UpperTrunk,-0.1049593,-0.08004571,0.9911145,-0.01637748,3.485273,-10.33463,-4.629672
,LowerTrunk,-0.01529615,-0.0501325,0.9983407,0.02384356,11.16748,-1.845286,-0.3573608
,Hips,-0.04724609,0.0007816311,-0.02696371,0.9985189,-5.417999,0.08970115,3.093658
,Head,-0.1225025,0.02527542,0.0198788,-0.9919472,-4.845665,9.17099,0.4027685
0.06689453,,,,,,,,
,RightShoulder,0.01906692,0.0628427,0.7332347,0.6767969,-12.75919,18.76907,6.440545
,LeftShoulder,-0.01312936,0.06306305,-0.7374771,0.6722931,-5.14543,18.30702,-3.43811
,Trunk,-0.1043542,-0.1293548,0.9853715,-0.03769162,9.202642,-12.1199,-1.856445
,UpperTrunk,-0.105219,-0.07976618,0.9911147,-0.016058,3.465876,-10.3858,-4.647095
