Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.002124354,0.1945679,0.4118848,0.8902189,-32.06533,35.33086,-82.74799
,LeftShoulder,-0.100835,0.06598169,-0.9172448,0.3796588,-17.96499,33.17405,-87.43457
,Trunk,-0.1140858,-0.1550133,0.9296507,0.3141736,14.88808,-18.51535,42.40521
,UpperTrunk,-0.1491614,-0.1195678,0.9151129,0.3549967,12.42425,-7.033569,8.147858
,LowerTrunk,-0.09561472,-0.02045204,0.9510666,0.2931073,6.718046,-9.552338,28.29099
,Hips,-0.03706089,-0.01680237,-0.05199963,0.9978177,-4.254211,-1.929443,5.96637
,Head,-0.1021269,-0.06873831,-0.5794706,0.8056419,29.33718,8.761871,113.8575
0.03326416,,,,,,,,
,RightShoulder,-0.004027769,0.1934106,0.4286903,0.8824969,-31.55494,34.45875,-79.25842
,LeftShoulder,-0.1030769,0.06177355,-0.9097207,0.3974513,-18.04875,32.39526,-83.8754
,Trunk,-0.1119785,-0.1509581,0.9335042,0.3053562,14.43101,-18.01999,41.07593
,UpperTrunk,-0.1458749,-0.1164734,0.9199799,0.3446614,12.00505,-6.372742,7.721497
,LowerTrunk,-0.09721984,-0.02018284,0.9532028,0.2855615,6.569246,-9.730621,27.6409
,Hips,-0.03609915,-0.0166933,-0.0497998,0.997967,-4.14328,-1.916626,5.713531
,Head,-0.1036874,-0.07012985,-0.5717993,0.8107875,29.00642,8.132904,111.4619
0.06652832,,,,,,,,
,RightShoulder,-0.002686776,0.1881141,0.4316216,0.882218,-30.41396,33.61006,-78.15353
,LeftShoulder,-0.1014873,0.06371003,-0.9084435,0.4004643,-17.19512,31.92848,-82.71466
,Trunk,-0.1096178,-0.1452619,0.9358957,0.3016326,13.89055,-17.54221,40.29291
,UpperTrunk,-0.1424458,-0.1124627,0.9232241,0.338701,11.52503,-5.730194,7.860718
,LowerTrunk,-0.09882464,-0.01972372,0.9553273,0.2778391,6.34697,-9.879517,27.05435
,Hips,-0.03469454,-0.0168346,-0.04687843,0.998156,-3.981445,-1.932495,5.377838
,Head,-0.1059052,-0.07212643,-0.5600274,0.8185055,28.63546,7.470459,109.0533
0.09985352,,,,,,,,
,RightShoulder,0.0009011775,0.1844597,0.4285033,0.8845105,-29.38971,33.29034,-78.79224
,LeftShoulder,-0.09910699,0.06529412,-0.910089,0.397055,-16.43726,31.55499,-83.34601
,Trunk,-0.1074222,-0.1407063,0.9358755,0.3046299,13.47552,-17.21826,40.48761
,UpperTrunk,-0.1397958,-0.109087,0.9233606,0.3405324,11.26126,-5.308014,8.35907
,LowerTrunk,-0.09972246,-0.01847509,0.955997,0.2752886,6.096889,-9.963776,26.92465
,Hips,-0.03383608,-0.01695809,-0.04536441,0.9982532,-3.882629,-1.946472,5.203888
,Head,-0.1079846,-0.07414358,-0.5508338,0.824272,28.40271,6.938385,107.9946
0.1331177,,,,,,,,
,RightShoulder,-0.006930597,0.1784537,0.4635133,0.8679065,-28.61387,31.35536,-71.26764
,LeftShoulder,-0.1005335,0.05603424,-0.8936449,0.4337646,-16.60078,30.12634,-75.69391
,Trunk,-0.1058638,-0.1331979,0.9434118,0.2846496,12.76237,-16.67255,37.47672
,UpperTrunk,-0.136697,-0.10433,0.9328885,0.3164616,10.57406,-4.262177,7.232117
,LowerTrunk,-0.1043702,-0.01833378,0.9599357,0.2594114,5.77239,-10.37387,25.63721
,Hips,-0.03124156,-0.01774793,-0.04017028,0.9985465,-3.584076,-2.036499,4.607391
,Head,-0.1110083,-0.07699934,-0.5369899,0.8327005,27.94917,6.106384,103.1108
0.1663818,,,,,,,,
,RightShoulder,0.002668485,0.1752183,0.4389543,0.881255,-26.84478,31.89267,-75.45926
,LeftShoulder,-0.09697787,0.06092122,-0.9046515,0.410475,-15.09378,30.23634,-79.60336
,Trunk,-0.1047583,-0.1250717,0.9417443,0.2941097,11.95452,-16.54382,38.41464
,UpperTrunk,-0.1353671,-0.09748918,0.9311019,0.3243774,10.25198,-3.648102,8.597687
,LowerTrunk,-0.108553,-0.01427211,0.9605285,0.2557291,5.198548,-10.82559,25.41827
,Hips,-0.03047614,-0.01804255,-0.03835222,0.9986364,-3.496002,-2.070129,4.398682
,Head,-0.1143134,-0.07902141,-0.5225769,0.8411903,27.43213,5.810608,102.1147
0.199707,,,,,,,,
,RightShoulder,0.001145251,0.1685785,0.4726187,0.8649923,-25.98641,30.33088,-69.02322
