Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.1544685,0.209804,0.6971377,0.6679225,-59.48589,25.02478,9.231155
,LeftShoulder,-0.1664754,-0.1099522,-0.7849862,0.586509,-52.3933,25.10342,-9.690054
,Trunk,-0.1404536,-0.1941026,0.9651418,-0.1053482,29.60296,-20.38223,-6.779398
,UpperTrunk,-0.1709642,-0.2512977,0.9510244,-0.05632967,13.66137,-16.08511,-20.15977
,LowerTrunk,-0.03688138,-0.1376483,0.9830543,0.1153115,8.130211,-2.470215,8.357513
,Hips,0.06804068,-0.01588975,-0.04371157,0.9965978,7.811383,-1.826904,5.022858
,Head,-0.3348325,0.1438117,-0.0314697,-0.9307066,-9.970623,2.814606,-10.65257
0.03320313,,,,,,,,
,RightShoulder,-0.1532071,0.2112577,0.6954243,0.6695392,-59.53614,25.25446,8.792244
,LeftShoulder,-0.1676446,-0.1093769,-0.7862587,0.5845759,-52.48481,25.25307,-10.11986
,Trunk,-0.1404909,-0.1948012,0.9651207,-0.1041962,29.63608,-20.384,-6.619797
,UpperTrunk,-0.1709788,-0.2515912,0.951022,-0.05500042,13.71407,-16.18637,-20.08214
,LowerTrunk,-0.03602554,-0.1374733,0.983027,0.1160212,8.156157,-2.369049,8.40976
,Hips,0.06764396,-0.01590462,-0.04397136,0.9966131,7.765859,-1.828583,5.052582
,Head,-0.3354158,0.143816,-0.02966833,-0.930555,-10.00701,2.813049,-10.27201
0.06640625,,,,,,,,
,RightShoulder,-0.1536045,0.2111107,0.6960599,0.6688336,-59.6553,25.22756,8.922786
,LeftShoulder,-0.167042,-0.1097843,-0.7856979,0.5854257,-52.56256,25.18626,-9.983101
,Trunk,-0.1405535,-0.1957309,0.9648995,-0.1044181,29.73419,-20.4025,-6.637657
,UpperTrunk,-0.1710937,-0.2523983,0.9507797,-0.0551351,13.7756,-16.28708,-20.11681
,LowerTrunk,-0.03531803,-0.1377883,0.9829919,0.1161636,8.202597,-2.288574,8.412781
,Hips,0.06755783,-0.01588948,-0.04409158,0.996614,7.755996,-1.826843,5.066376
,Head,-0.3364133,0.1438467,-0.02929059,-0.9302024,-10.03147,2.821289,-10.24477
0.09960938,,,,,,,,
,RightShoulder,-0.1523307,0.2137677,0.6938793,0.6705448,-59.72071,25.50417,8.371469
,LeftShoulder,-0.1688918,-0.1095788,-0.7871462,0.5829828,-52.65797,25.30674,-10.53886
,Trunk,-0.1403505,-0.1957343,0.9651049,-0.1027736,29.68137,-20.3479,-6.41234
,UpperTrunk,-0.1706772,-0.2520048,0.9510649,-0.05327553,13.81193,-16.37836,-20.00038
,LowerTrunk,-0.03406671,-0.1370141,0.9830313,0.1171153,8.163841,-2.156769,8.490234
,Hips,0.0671189,-0.01576746,-0.0443663,0.9966334,7.705605,-1.812775,5.097809
,Head,-0.3360651,0.1436642,-0.02631637,-0.9304453,-10.03678,2.793182,-9.652542
0.1328125,,,,,,,,
,RightShoulder,-0.153886,0.2108495,0.6956204,0.6693085,-59.74043,25.29399,8.773401
,LeftShoulder,-0.1659309,-0.1105948,-0.7860574,0.5851064,-52.62205,25.13783,-10.11074
,Trunk,-0.1415461,-0.1969094,0.964554,-0.1040531,29.81846,-20.51453,-6.565075
,UpperTrunk,-0.1719982,-0.2530658,0.950475,-0.05451339,13.89707,-16.53674,-20.12202
,LowerTrunk,-0.03413635,-0.1374638,0.9829987,0.116841,8.215783,-2.165009,8.459137
,Hips,0.0671189,-0.01576746,-0.0443663,0.9966334,7.705605,-1.812775,5.097809
,Head,-0.3368934,0.1451056,-0.02693325,-0.9299043,-10.01126,2.776306,-9.883115
0.1669922,,,,,,,,
,RightShoulder,-0.1516274,0.2154095,0.6926802,0.671418,-59.76439,25.73743,8.057491
