Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.001397884,0.003014489,0.7255307,0.6881816,2.097046,4.394766,6.347132
,LeftShoulder,0.00571799,-0.01588194,-0.6961005,0.717746,1.630951,2.513214,5.074643
,Trunk,-0.03232126,0.03099251,0.9984332,-0.03355502,-2.454712,-4.263733,-3.320424
,UpperTrunk,-0.03717539,0.0213961,0.9986602,-0.02894545,-4.468234,-7.205813,-2.426474
,LowerTrunk,0.02566694,-0.01756407,0.9994859,-0.007797331,0.8789941,3.476108,-1.369475
,Hips,0.009900271,-0.004660036,-0.004149467,0.9999315,1.134528,-0.5340271,0.4755249
,Head,-0.06729442,-0.06313348,-0.01974699,0.9955379,5.279449,-2.99353,-1.04775
0.03326416,,,,,,,,
,RightShoulder,-0.0002106643,0.001411515,0.7249079,0.6888442,2.262787,4.390577,6.172311
,LeftShoulder,0.007227467,-0.01488338,-0.6968232,0.717052,1.773804,2.501343,4.889206
,Trunk,-0.03252812,0.03055467,0.9984533,-0.0331567,-2.394287,-4.293243,-3.249807
,UpperTrunk,-0.03743358,0.02086961,0.9986793,-0.02833006,-4.425202,-7.208444,-2.396924
,LowerTrunk,0.02543248,-0.01771593,0.9994917,-0.007439166,0.8853409,3.455758,-1.352731
,Hips,0.009996648,-0.004716874,-0.004361749,0.9999293,1.145574,-0.5405579,0.4998474
,Head,-0.06725891,-0.06321842,-0.01966399,0.9955364,5.335815,-2.973785,-0.9866846
0.06658936,,,,,,,,
,RightShoulder,-0.0006314029,0.002242289,0.7254683,0.6882516,2.203369,4.41768,6.296582
,LeftShoulder,0.006339369,-0.01530413,-0.6961744,0.7176815,1.709747,2.533051,5.023618
,Trunk,-0.0324229,0.03070631,0.9984389,-0.0335505,-2.43631,-4.287109,-3.280619
,UpperTrunk,-0.03737971,0.02123564,0.998666,-0.02859843,-4.42886,-7.192762,-2.428959
,LowerTrunk,0.02534935,-0.01738133,0.9994999,-0.007428557,0.870689,3.452985,-1.366522
,Hips,0.009789715,-0.004776017,-0.004492611,0.9999306,1.121861,-0.5473328,0.5148621
,Head,-0.06728557,-0.06320875,-0.01962924,0.995536,5.296875,-2.978821,-1.021495
0.09985352,,,,,,,,
,RightShoulder,-0.0001128284,0.001545716,0.7253181,0.6884121,2.284943,4.420372,6.301939
,LeftShoulder,0.006909872,-0.01485457,-0.6963874,0.7174791,1.775482,2.540405,5.020483
,Trunk,-0.03256153,0.03033885,0.9984403,-0.03370987,-2.419373,-4.30423,-3.311162
