Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.2184432,0.09344459,0.8711593,0.4296883,-54.08867,-19.29499,63.04853
,LeftShoulder,-0.1473722,-0.3275236,-0.6277261,0.69063,-66.74507,-23.87867,31.02115
,Trunk,0.04177554,-0.1264263,0.9725901,-0.1906296,27.12587,8.315103,-25.55579
,UpperTrunk,0.06884261,-0.2284704,0.9470639,-0.2147834,-3.266558,8.847451,-9.662244
,LowerTrunk,-0.004443139,-0.2597763,0.9563853,-0.1335053,19.09197,-5.578364,-12.72152
,Hips,0.09832358,0.0437905,0.02751687,0.9938096,11.30046,5.046015,-3.172032
,Head,-0.3445295,0.02854463,-0.3925769,-0.8522723,-16.89599,-12.15162,-75.01964
0.0333252,,,,,,,,
,RightShoulder,-0.2059374,0.03662251,0.8224335,0.5290102,-50.58927,-19.34177,46.42714
,LeftShoulder,-0.1070021,-0.2886767,-0.7177899,0.624495,-63.08949,-20.47388,13.97596
,Trunk,0.0111097,-0.1544788,0.9743044,-0.1635354,30.24043,5.058235,-21.92649
,UpperTrunk,0.0418776,-0.2561752,0.9480978,-0.1836604,-0.7722588,6.391548,-6.228075
,LowerTrunk,-0.01111394,-0.2650006,0.9551506,-0.1316752,19.71222,-6.379328,-12.52639
,Hips,0.09832358,0.0437905,0.02751687,0.9938096,11.30046,5.046015,-3.172032
,Head,-0.3613916,0.06867459,-0.368486,-0.8537553,-15.6451,-14.25599,-68.61714
0.06658936,,,,,,,,
,RightShoulder,-0.2192073,0.07493398,0.8793497,0.4160255,-50.12408,-22.83777,67.05106
,LeftShoulder,-0.1474273,-0.3397104,-0.6012729,0.7080487,-65.35498,-26.83591,37.01464
,Trunk,0.05130772,-0.1094443,0.970835,-0.2070483,24.54029,10.1251,-27.6881
,UpperTrunk,0.08386287,-0.205887,0.9466532,-0.2332922,-3.3745,9.247536,-8.239225
,LowerTrunk,0.007331312,-0.2379258,0.9573002,-0.1640546,17.46851,-4.874074,-16.09571
,Hips,0.09088254,0.04994245,0.0291,0.9941827,10.44628,5.751636,-3.353169
,Head,-0.3216183,0.02413043,-0.4275362,-0.8445071,-17.15695,-13.39847,-81.39023
0.09985352,,,,,,,,
,RightShoulder,-0.2037943,0.007775195,0.8535777,0.4793875,-43.40981,-25.95063,58.77197
,LeftShoulder,-0.107974,-0.310824,-0.6543434,0.680856,-60.20302,-26.49595,29.68706
,Trunk,0.03851597,-0.119761,0.9705426,-0.2054773,25.37444,9.217994,-27.41014
,UpperTrunk,0.0762892,-0.2130421,0.9463267,-0.2307784,-1.461227,8.228512,-5.977385
,LowerTrunk,0.008260287,-0.2282084,0.9565978,-0.1810343,16.87519,-5.196694,-17.92318
,Hips,0.08664637,0.05373029,0.0304625,0.9943227,9.960475,6.186176,-3.509579
,Head,-0.3221684,0.04849193,-0.4369166,-0.8384272,-16.66443,-15.83823,-82.45949
0.1331787,,,,,,,,
,RightShoulder,-0.1991357,0.009660989,0.8585655,0.4723526,-43.23,-25.67653,59.42914
,LeftShoulder,-0.1170117,-0.3126845,-0.6421164,0.6900893,-61.15337,-26.18294,31.19094
,Trunk,0.03831673,-0.1220801,0.9709764,-0.2020722,25.40025,9.470419,-27.06444
,UpperTrunk,0.0784256,-0.2133692,0.9467841,-0.2278659,-0.9681225,8.684417,-4.700378
,LowerTrunk,0.006557964,-0.2239666,0.9560734,-0.188996,16.65693,-5.565058,-18.75463
,Hips,0.08447634,0.05516978,0.03133228,0.9944035,9.711439,6.35106,-3.609428
,Head,-0.3205854,0.05792926,-0.440533,-0.8365405,-16.53618,-17.39309,-82.60818
0.1664429,,,,,,,,
,RightShoulder,-0.2054668,0.006840661,0.8834412,0.4210321,-40.00354,-28.98766,69.72666
