Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,0.4380215,0.1560117,0.6937351,0.5500264,30.64253,95.38406,54.57122
,LeftShoulder,-0.4545406,0.1227792,-0.4731571,0.7446076,-25.38458,95.0524,66.51552
,Trunk,-0.3022749,-0.007253342,0.9196934,-0.2504826,-5.095581,-44.32376,-41.38694
,UpperTrunk,-0.3557963,0.03886832,0.873513,-0.3299593,7.570221,-15.84576,-40.67577
,LowerTrunk,-0.2445518,0.1069537,0.9637009,-0.005980998,-6.591614,-19.80612,7.389284
,Hips,-0.05270044,-0.07531165,0.07033199,0.9932796,-6.074188,-8.671875,-8.100462
,Head,-0.04664034,-0.3583471,0.04946652,0.9311094,0.6396484,2.224274,-47.46907
0.0333252,,,,,,,,
,RightShoulder,0.4336966,0.1590777,0.6926447,0.5539358,30.17171,95.02596,54.05792
,LeftShoulder,-0.4580138,0.1196619,-0.4753708,0.7415708,-25.74896,94.94693,66.03064
,Trunk,-0.3008315,-0.00538506,0.9201391,-0.2506303,-5.327667,-44.16089,-41.35704
,UpperTrunk,-0.3545373,0.04066277,0.8739756,-0.3298735,7.377106,-15.76556,-40.63666
,LowerTrunk,-0.2438473,0.107301,0.9638404,-0.006059259,-6.653687,-19.72812,7.381234
,Hips,-0.05250041,-0.07527194,0.07034293,0.9932923,-6.051086,-8.667206,-8.101613
,Head,-0.04656,-0.3575533,0.04924956,0.9314302,0.3957214,2.159729,-47.41045
0.06658936,,,,,,,,
,RightShoulder,0.4343943,0.1565506,0.6936534,0.5528462,30.16446,94.74985,54.0922
,LeftShoulder,-0.4543038,0.1213623,-0.4752643,0.743642,-25.5199,94.57918,66.03036
,Trunk,-0.3001182,-0.007300135,0.9206468,-0.2495702,-5.036316,-44.0191,-41.19996
,UpperTrunk,-0.3536267,0.03847399,0.8748369,-0.3288292,7.560303,-15.77545,-40.46985
,LowerTrunk,-0.2425942,0.1064258,0.9642531,-0.006143749,-6.575684,-19.60645,7.363282
,Hips,-0.05224032,-0.07501329,0.07027403,0.9933306,-6.020935,-8.637207,-8.093393
,Head,-0.04644865,-0.3562407,0.04902107,0.9319508,0.6702271,2.180115,-47.22198
0.09991455,,,,,,,,
,RightShoulder,0.4310561,0.1567446,0.6941605,0.5547637,29.86228,94.41056,53.88906
,LeftShoulder,-0.4543876,0.1185734,-0.477021,0.7429154,-25.69226,94.31664,65.73697
,Trunk,-0.3000519,-0.006732494,0.9207379,-0.2493297,-5.090302,-44.00192,-41.14946
,UpperTrunk,-0.3535385,0.03889394,0.8749964,-0.3284492,7.476898,-15.83157,-40.40155
,LowerTrunk,-0.241983,0.1061949,0.964431,-0.006294757,-6.561829,-19.54855,7.337089
,Hips,-0.05210618,-0.0748806,0.07020253,0.9933527,-6.005371,-8.621796,-8.085008
,Head,-0.04664284,-0.3536284,0.04901099,0.9329358,0.6340332,2.483582,-47.16391
0.1332397,,,,,,,,
,RightShoulder,0.4305859,0.1558634,0.693936,0.5556571,29.721,94.11447,53.60716
,LeftShoulder,-0.4528035,0.1199843,-0.4776343,0.7432619,-25.57211,94.09772,65.52047
,Trunk,-0.2990292,-0.007963609,0.9213219,-0.2483629,-4.925903,-43.83099,-40.97559
,UpperTrunk,-0.3524018,0.03767711,0.8759426,-0.3272888,7.572601,-15.78058,-40.21325
,LowerTrunk,-0.2409876,0.1056434,0.96474,-0.006418198,-6.501678,-19.44885,7.289204
,Hips,-0.05203379,-0.07470704,0.06991363,0.9933898,-5.996826,-8.601563,-8.051544
,Head,-0.04670651,-0.3528782,0.04948634,0.9331915,0.804657,2.403656,-47.04659
0.1665039,,,,,,,,
,RightShoulder,0.4289491,0.1554685,0.6945008,0.5563282,29.45944,93.80688,53.44931
,LeftShoulder,-0.4517393,0.1187556,-0.4789266,0.7432753,-25.68469,93.76289,65.24467
,Trunk,-0.2985267,-0.008733309,0.9216354,-0.2477774,-4.796631,-43.71964,-40.83974
