Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.1602949,0.1461329,0.7653654,0.6059427,-50.8563,4.367737,25.13041
,LeftShoulder,0.02573505,-0.2022603,-0.8158132,0.5411815,-40.48862,-13.52161,-11.01367
,Trunk,-0.05400297,-0.09211946,0.9872889,-0.1177216,25.66413,-5.552185,-11.86768
,UpperTrunk,-0.04698601,-0.2207184,0.9689853,-0.1007133,-4.298862,-0.8675842,-9.572603
,LowerTrunk,-0.0394752,-0.2582572,0.9650757,-0.01933143,15.1649,-7.301597,-3.109499
,Hips,0.1287429,0.022645,-0.007046252,0.9913944,14.79809,2.616996,0.8144226
,Head,-0.3272054,0.05885647,-0.1272842,-0.93449,-12.93059,-1.655548,-27.3804
0.03326416,,,,,,,,
,RightShoulder,-0.1591089,0.139475,0.7831067,0.5847863,-49.84045,2.328033,30.09783
,LeftShoulder,0.01820045,-0.2100043,-0.8001525,0.5615361,-41.2504,-15.05249,-6.279091
,Trunk,-0.04241935,-0.08860226,0.9865364,-0.1307526,25.21396,-3.973999,-13.59863
,UpperTrunk,-0.03361133,-0.2166769,0.9688026,-0.1155109,-4.441444,-0.0302124,-9.604013
,LowerTrunk,-0.03324595,-0.2556265,0.9656168,-0.03367463,15.00946,-6.951958,-4.746352
,Hips,0.1274164,0.02603373,-0.006504506,0.9914862,14.64595,3.008171,0.7517395
,Head,-0.3245121,0.05016005,-0.136483,-0.934638,-13.08068,-2.169983,-30.21472
0.06658936,,,,,,,,
,RightShoulder,-0.1603,0.1249091,0.7873448,0.5820566,-48.39604,0.08624268,31.96836
,LeftShoulder,0.0203324,-0.2193327,-0.7952747,0.5648165,-41.51561,-16.93793,-4.316685
,Trunk,-0.03657538,-0.08630417,0.9855673,-0.1409641,24.8665,-3.048371,-14.91635
,UpperTrunk,-0.0257661,-0.2134931,0.9683425,-0.1267656,-4.489683,0.2780762,-9.089291
,LowerTrunk,-0.02804434,-0.252982,0.9658144,-0.04915467,14.89173,-6.697307,-6.518157
,Hips,0.1258354,0.02917774,-0.005980551,0.9916039,14.46445,3.37086,0.6911011
,Head,-0.3227302,0.04362535,-0.1456348,-0.9342016,-13.24958,-2.29895,-32.63765
0.09985352,,,,,,,,
,RightShoulder,-0.1579266,0.1154087,0.7949939,0.5742167,-46.99381,-1.703827,34.53799
,LeftShoulder,0.01642618,-0.2269005,-0.786977,0.5735099,-42.00449,-18.4249,-1.615509
,Trunk,-0.02911904,-0.08334318,0.9846549,-0.1505347,24.4152,-1.854736,-16.21796
,UpperTrunk,-0.01566787,-0.2094077,0.9679274,-0.1379112,-4.587696,0.6672363,-8.452316
,LowerTrunk,-0.02126005,-0.2498091,0.9658397,-0.0655534,14.76437,-6.308964,-8.357224
,Hips,0.1238668,0.03278682,-0.00511983,0.9917438,14.23853,3.786991,0.5915833
,Head,-0.3190463,0.03211439,-0.1525781,-0.9348252,-13.27329,-2.080322,-34.75762
0.1331177,,,,,,,,
,RightShoulder,-0.1573911,0.1030623,0.8016213,0.567459,-45.43246,-3.775085,36.90096
,LeftShoulder,0.01521774,-0.2377989,-0.7767398,0.5830057,-42.48431,-20.30969,1.27253
,Trunk,-0.02312364,-0.07974553,0.9837087,-0.159446,23.89059,-0.7711487,-17.48896
,UpperTrunk,-0.006510593,-0.2046688,0.9674321,-0.1488066,-4.742722,0.9169922,-7.718139
,LowerTrunk,-0.01422515,-0.246412,0.9655402,-0.08252832,14.63366,-5.929992,-10.19334
,Hips,0.1217833,0.03673297,-0.003657281,0.99187,13.99965,4.241851,0.4225159
,Head,-0.315664,0.01959039,-0.1555326,-0.9358324,-13.38876,-1.627319,-36.36124
0.1664429,,,,,,,,
,RightShoulder,-0.1567514,0.09170865,0.7819566,0.5962909,-44.83918,-3.350861,30.68952
,LeftShoulder,0.02376698,-0.2358262,-0.7978585,0.554295,-42.22871,-19.68027,-5.076576
,Trunk,-0.03615677,-0.08506659,0.9854236,-0.142817,24.40143,-2.054016,-15.3446
,UpperTrunk,-0.01736911,-0.2094969,0.968903,-0.1305239,-4.421875,0.1417542,-5.69326
,LowerTrunk,-0.01849613,-0.2480166,0.9651459,-0.08148101,14.82366,-6.437621,-10.07385
,Hips,0.1217833,0.03673297,-0.003657281,0.99187,13.99965,4.241851,0.4225159
,Head,-0.3201499,0.03062317,-0.1354022,-0.9371408,-13.32137,-1.689178,-31.7875
0.1997681,,,,,,,,
,RightShoulder,-0.1563686,0.09736965,0.8333017,0.5212255,-43.69254,-6.914157,46.51864
,LeftShoulder,0.005200215,-0.252295,-0.735775,0.6284547,-43.00636,-23.30146,11.57481
,Trunk,-0.003224452,-0.06873702,0.9812062,-0.1802754,22.47334,1.924411,-20.56953
,UpperTrunk,0.01621628,-0.1918221,0.9655287,-0.1752011,-5.310104,2.342288,-7.57018
,LowerTrunk,-0.00351847,-0.2386313,0.964862,-0.1099266,14.17657,-5.215743,-13.04778
,Hips,0.1183611,0.0415628,-0.0004194081,0.9921002,13.60687,4.797865,0.0484314
,Head,-0.30256,-0.01241723,-0.1754103,-0.936768,-13.3258,-0.4055451,-41.78123
0.2330322,,,,,,,,
,RightShoulder,-0.1567143,0.06216174,0.7962153,0.5810486,-41.22108,-8.489259,36.32409
,LeftShoulder,0.02632955,-0.2516759,-0.7795933,0.5728877,-42.08177,-23.86365,1.187023
,Trunk,-0.01796192,-0.07638326,0.9833819,-0.1637165,23.16179,0.6335766,-18.56471
,UpperTrunk,0.005348302,-0.1982236,0.9673077,-0.1580968,-4.579939,1.225557,-4.752788
,LowerTrunk,-0.004981093,-0.2380911,0.9641837,-0.1167808,14.25334,-5.556471,-13.68784
,Hips,0.117328,0.04301065,0.001074344,0.9921608,13.48839,4.964491,-0.1240834
,Head,-0.3078583,-0.001804516,-0.1585608,-0.9381251,-13.1741,-0.4131566,-37.75151
0.2663574,,,,,,,,
,RightShoulder,-0.1561104,0.06851801,0.8275108,0.5349397,-40.70381,-10.2431,45.20258
,LeftShoulder,0.01331218,-0.2635174,-0.73965,0.6191116,-42.84816,-25.91561,10.82522
,Trunk,-0.0004307926,-0.06664496,0.9816561,-0.1786325,21.98039,2.884727,-20.96282
,UpperTrunk,0.02431252,-0.1875173,0.9655753,-0.1786348,-5.118834,2.592585,-4.964162
,LowerTrunk,0.002455652,-0.2321302,0.9632171,-0.1353599,13.84241,-5.00188,-15.47021
,Hips,0.1153069,0.04587409,0.004575878,0.9922595,13.25681,5.294022,-0.5284438
,Head,-0.2980183,-0.02358131,-0.1779868,-0.9375231,-13.28829,-0.003038168,-42.46193
0.2996216,,,,,,,,
,RightShoulder,-0.1570552,0.04803198,0.822614,0.5443647,-38.60485,-12.96102,44.53785
,LeftShoulder,0.02152863,-0.2697605,-0.7431995,0.611899,-42.30261,-28.10263,10.45936
,Trunk,0.004490878,-0.06376547,0.9816835,-0.1794754,21.54101,3.839931,-21.52644
,UpperTrunk,0.03235513,-0.1836037,0.9651835,-0.1834765,-5.007387,2.985779,-3.695179
,LowerTrunk,0.007171564,-0.2269751,0.9621074,-0.1509309,13.47367,-4.763119,-16.89267
,Hips,0.1137124,0.04868084,0.008127749,0.992287,13.07473,5.61727,-0.93859
,Head,-0.2933514,-0.03070794,-0.1835399,-0.937718,-13.20205,-0.08868241,-43.67548
0.3328857,,,,,,,,
,RightShoulder,-0.1579192,0.03682961,0.81736,0.552836,-37.77881,-13.99814,42.60035
,LeftShoulder,0.02669387,-0.2731519,-0.7476202,0.604764,-42.25803,-28.89829,8.68775
,Trunk,0.002397284,-0.06538309,0.9830028,-0.171537,21.60104,3.896425,-20.74607
,UpperTrunk,0.03286812,-0.184333,0.9662595,-0.1768718,-4.693092,3.117079,-2.27903
,LowerTrunk,0.006541327,-0.224649,0.9617919,-0.1563538,13.32268,-4.995362,-17.33268
,Hips,0.1128087,0.05004852,0.009823322,0.9923068,12.97145,5.774709,-1.13436
,Head,-0.2945703,-0.02625829,-0.1804515,-0.9380705,-13.26533,-0.6896374,-42.52341
0.3662109,,,,,,,,
,RightShoulder,-0.1599252,0.03484828,0.8384841,0.5197634,-36.66773,-16.46182,49.5027
,LeftShoulder,0.02448681,-0.2841236,-0.7165811,0.636542,-42.07166,-31.63348,16.32172
,Trunk,0.01854992,-0.05494139,0.9807844,-0.1862774,20.34778,5.937924,-23.09037
,UpperTrunk,0.04998492,-0.1729542,0.9637583,-0.1968705,-5.083887,4.430614,-2.383991
,LowerTrunk,0.01263185,-0.2166844,0.9602668,-0.175431,12.66446,-4.555048,-19.19385
,Hips,0.1110214,0.05254791,0.01309898,0.9923414,12.76721,6.062357,-1.51253
,Head,-0.284605,-0.03832888,-0.20283,-0.9361576,-13.47222,-1.248848,-47.54013
0.3995361,,,,,,,,
,RightShoulder,-0.1578193,0.01644935,0.8305517,0.5338597,-34.69455,-18.78348,47.65074
,LeftShoulder,0.03037617,-0.2874689,-0.7238557,0.6264758,-41.69803,-33.44211,14.86636
,Trunk,0.0231971,-0.05451289,0.9813112,-0.1830808,20.13846,6.951635,-23.11416
,UpperTrunk,0.05852643,-0.1711046,0.9635727,-0.197041,-4.757429,4.916067,-0.8833332
,LowerTrunk,0.01703473,-0.2116611,0.9588633,-0.1883894,12.33219,-4.385808,-20.36393
,Hips,0.1092355,0.05566523,0.01616815,0.9923244,12.5637,6.421376,-1.866899
,Head,-0.2847758,-0.03985573,-0.2056946,-0.9354165,-13.72597,-2.072128,-47.91766
0.4328613,,,,,,,,
,RightShoulder,-0.160701,0.005929321,0.8277456,0.5375659,-34.13671,-20.0357,46.49285
,LeftShoulder,0.03632013,-0.2925994,-0.7247441,0.6227457,-41.75866,-34.53478,13.83871
,Trunk,0.02181561,-0.05621783,0.9823813,-0.1768914,20.22143,7.099935,-22.49441
,UpperTrunk,0.05982943,-0.1719717,0.9643991,-0.191782,-4.451603,4.998808,0.2809429
,LowerTrunk,0.01757469,-0.2096012,0.9583831,-0.1930294,12.21288,-4.517187,-20.76377
,Hips,0.1083259,0.0573751,0.0174211,0.9923055,12.46015,6.618314,-2.011584
,Head,-0.2872686,-0.03485736,-0.203395,-0.9353566,-13.92432,-2.831496,-47.03058
0.4661865,,,,,,,,
,RightShoulder,-0.1605086,0.002513804,0.8432357,0.5130146,-33.00642,-21.95243,51.47333
,LeftShoulder,0.03608628,-0.3032495,-0.6981582,0.6475437,-41.75749,-36.9679,19.79842
,Trunk,0.03261758,-0.04848593,0.9805531,-0.1873525,19.2997,8.662205,-24.10448
,UpperTrunk,0.07286943,-0.163596,0.9621465,-0.2054276,-4.824533,5.985395,0.1355038
,LowerTrunk,0.02235465,-0.2044598,0.9568063,-0.2054707,11.83594,-4.331442,-22.00334
,Hips,0.1068123,0.06075923,0.01936921,0.992232,12.28829,7.008252,-2.236641
,Head,-0.2832723,-0.03968685,-0.2219191,-0.9321662,-14.50689,-3.786429,-50.88654
0.4995117,,,,,,,,
,RightShoulder,-0.1622034,-0.01245997,0.8398923,0.5177989,-31.27338,-24.0106,51.31623
,LeftShoulder,0.04116441,-0.3109955,-0.6976434,0.6441123,-41.42844,-38.76106,20.05662
,Trunk,0.0351204,-0.04400736,0.9802029,-0.189822,18.6872,9.348433,-24.62394
,UpperTrunk,0.07862478,-0.1582245,0.9616306,-0.2098798,-4.858917,6.325912,0.921051
,LowerTrunk,0.02520616,-0.1991264,0.9554087,-0.2165813,11.43878,-4.369852,-23.1096
,Hips,0.1052196,0.06409361,0.02108932,0.9921572,12.10734,7.392374,-2.435394
,Head,-0.2803704,-0.04085808,-0.2293508,-0.9311935,-14.82555,-4.323709,-52.29678
0.5328369,,,,,,,,
,RightShoulder,-0.1601323,-0.02557255,0.8366116,0.5232443,-30.13846,-24.88639,50.16225
,LeftShoulder,0.04575576,-0.3116046,-0.7019012,0.6388612,-41.26822,-39.18189,18.82638
,Trunk,0.03275074,-0.04591326,0.9809561,-0.1858612,18.8378,9.333077,-24.20825
,UpperTrunk,0.07853935,-0.1596128,0.9621732,-0.2063445,-4.510065,6.394306,1.858393
,LowerTrunk,0.02449169,-0.1972755,0.9547953,-0.2210168,11.31552,-4.64149,-23.53026
,Hips,0.1045572,0.06572367,0.02196285,0.9921017,12.03234,7.580261,-2.53638
,Head,-0.2829274,-0.03722899,-0.2278512,-0.9309404,-14.97191,-4.752919,-51.71423
0.5661621,,,,,,,,
,RightShoulder,-0.1595786,-0.02675342,0.8495934,0.502006,-29.08461,-26.159,54.48097
,LeftShoulder,0.04330294,-0.31963,-0.679847,0.6586119,-41.19057,-40.80271,23.82059
,Trunk,0.04030499,-0.03761402,0.9792738,-0.1948936,17.86116,10.45966,-25.63639
,UpperTrunk,0.08788007,-0.1508728,0.9601009,-0.2184502,-4.931339,7.153666,1.657515
,LowerTrunk,0.02751014,-0.192151,0.9532846,-0.2314509,10.90137,-4.599991,-24.51863
,Hips,0.1033099,0.06854914,0.02402961,0.9919932,11.89113,7.905987,-2.775274
,Head,-0.2759982,-0.04831624,-0.2409569,-0.9292095,-15.22428,-4.506589,-54.71116
0.5994873,,,,,,,,
