Sensor string: B
Serial number: 1970-01-0000
Firmware version: 2.015
Hardware version: 2.2
Calibration quality: 5
q1	q2	q3	q4	Interference

-0.7175904	0.4282411	-0.2049662	0.5098003	0	Reference
-0.7176667	0.4284977	-0.2046211	0.5096159	0	
-0.7176058	0.4287478	-0.2042588	0.5096318	0	
-0.717499	0.428947	-0.2039649	0.5097431	0	
-0.7173007	0.4293124	-0.2037008	0.5098143	0	
-0.7172092	0.4294634	-0.203638	0.5098372	0	
-0.7171635	0.4295776	-0.2035999	0.5098299	0	
-0.7170873	0.4296484	-0.2035158	0.5099143	0	
-0.7169653	0.4296821	-0.2033794	0.5101036	0	
-0.716889	0.4296008	-0.2032397	0.5103449	0	
-0.7167975	0.4295555	-0.2031022	0.5105573	0	
-0.7167213	0.4295647	-0.2029913	0.5107073	0	
-0.7166603	0.4295168	-0.2029706	0.5108395	0	
-0.7165993	0.4294928	-0.2029742	0.5109313	0	
-0.7165689	0.4294693	-0.2029758	0.5110108	0	
-0.7165079	0.4295167	-0.2029634	0.5110477	0	
-0.7164622	0.4295571	-0.2029219	0.511102	0	
-0.7164165	0.4295781	-0.2029166	0.5111387	0	
-0.7163708	0.4296417	-0.2029325	0.5111508	0	
-0.7162945	0.4297858	-0.2029567	0.511126	0	
-0.7161725	0.430063	-0.2029839	0.5110632	0	
-0.71602	0.4304168	-0.2029686	0.5109751	0	
-0.715898	0.4307516	-0.202722	0.5109721	0	
-0.715837	0.4309855	-0.2022931	0.5110305	0	
-0.7158065	0.4310371	-0.2019261	0.511163	0	
-0.7158676	0.4308574	-0.2017683	0.511304	0	
-0.7158982	0.4308271	-0.2016966	0.5113066	0	
-0.7157915	0.4310965	-0.2017111	0.5112177	0	
-0.7156389	0.4315846	-0.2017108	0.5110219	0	
-0.7153491	0.432402	-0.2017642	0.5107126	0	
-0.7150745	0.4332851	-0.2018325	0.5103349	0	
-0.7148457	0.4339793	-0.201854	0.5100452	0	
-0.7147084	0.4343683	-0.2018034	0.5099223	0	
-0.7146627	0.4344238	-0.2016718	0.509992	0	
-0.7147085	0.4343401	-0.2012254	0.5101724	0	
-0.7150595	0.4338709	-0.1996764	0.5106978	0	
-0.7156547	0.4329483	-0.1981289	0.5112595	0	
-0.7164024	0.4316393	-0.1962333	0.5120353	0	
-0.717318	0.4300663	-0.1938371	0.5129871	0	
-0.7184014	0.427983	-0.1910378	0.5142736	0	
-0.7195917	0.4254672	-0.18781	0.5158685	0	
-0.7209498	0.4224404	-0.1841388	0.5177796	0	
-0.7225367	0.4188253	-0.1800299	0.5199537	0	
-0.7243679	0.414602	-0.1754347	0.5223509	0	
-0.7264584	0.4096099	-0.1704416	0.5250443	0	
-0.7286099	0.4041202	-0.1650673	0.5280135	0	
-0.7308378	0.3980963	-0.1592421	0.5313064	0	
-0.7331419	0.391614	-0.1530745	0.5347434	0	
-0.7355376	0.3850394	-0.1464897	0.5380617	0	
-0.7379761	0.3781476	-0.1397064	0.5413975	0	
-0.7404023	0.3708871	-0.1327977	0.5448412	0	
