Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,0.01037423,0.05794447,0.7123501,0.6993513,-13.16336,12.36849,4.544943
,LeftShoulder,-0.4956203,0.1718936,-0.3400273,0.7805092,-41.53409,68.39039,46.40474
,Trunk,-0.06711485,-0.08168574,0.9940261,-0.02711644,9.303409,-6.827209,-3.489898
,UpperTrunk,-0.05932067,-0.08091828,0.9944925,-0.03029674,4.098092,-2.147766,-1.657611
,LowerTrunk,-0.04077739,-0.04536578,0.9980102,-0.01595926,5.345789,-5.538702,-1.404417
,Hips,-0.00122578,0.007498322,0.003733754,0.9999641,-0.1404724,0.8592591,-0.4278701
,Head,-0.1431669,0.0806189,-0.06316659,-0.9843849,-7.246518,-2.536682,-10.83301
0.03320313,,,,,,,,
,RightShoulder,0.01020976,0.056977,0.7148551,0.6968726,-13.09124,12.26981,5.280411
,LeftShoulder,-0.4956444,0.1706559,-0.3374318,0.7818909,-41.67944,68.34637,47.1302
,Trunk,-0.06696132,-0.08127549,0.9939997,-0.02958359,9.296441,-6.820313,-3.820909
,UpperTrunk,-0.05925576,-0.08085071,0.9944102,-0.03316963,4.080901,-2.062439,-1.746602
,LowerTrunk,-0.04145878,-0.04545192,0.9979424,-0.01806647,5.321406,-5.603893,-1.598716
,Hips,-0.0009236892,0.007382782,0.004150182,0.9999638,-0.1058655,0.8460198,-0.4755903
,Head,-0.1414869,0.0780466,-0.06744644,-0.9845513,-7.059192,-2.244537,-11.65873
0.06665039,,,,,,,,
,RightShoulder,0.01071886,0.05705239,0.7131056,0.698649,-13.00842,12.27365,4.934451
,LeftShoulder,-0.4952146,0.1725949,-0.3391116,0.78101,-41.38635,68.38104,46.81587
,Trunk,-0.06645742,-0.08081435,0.9940929,-0.02884243,9.248872,-6.776917,-3.761135
,UpperTrunk,-0.05888226,-0.08044108,0.9944828,-0.03265274,4.066766,-1.967102,-1.603442
,LowerTrunk,-0.04191094,-0.04515927,0.9979232,-0.01879254,5.282295,-5.639201,-1.657609
,Hips,-0.0008742986,0.007237631,0.004363924,0.9999639,-0.1001892,0.8293869,-0.5000839
,Head,-0.1402968,0.07639733,-0.06759265,-0.9848409,-6.966323,-2.094574,-11.61359
0.09985352,,,,,,,,
,RightShoulder,0.009379081,0.05475491,0.719493,0.6922741,-12.92142,12.03924,6.635283
,LeftShoulder,-0.495208,0.1679592,-0.3325269,0.7848468,-41.88972,68.21364,48.4985
,Trunk,-0.06669544,-0.08071417,0.9939123,-0.03428367,9.239539,-6.837158,-4.426294
,UpperTrunk,-0.05939311,-0.08034108,0.9942541,-0.03842387,4.100027,-1.815704,-1.85598
,LowerTrunk,-0.0437514,-0.04478149,0.9977872,-0.02238435,5.2455,-5.816014,-2.03541
,Hips,-0.0009248985,0.006933709,0.004667789,0.9999646,-0.1059875,0.7945598,-0.5349043
,Head,-0.1387337,0.07500374,-0.07448739,-0.984672,-6.800071,-1.874603,-13.07831
0.1333008,,,,,,,,
,RightShoulder,0.0122689,0.05573622,0.7153646,0.6964169,-12.7947,12.14279,5.783014
,LeftShoulder,-0.494177,0.1738977,-0.3356272,0.7828813,-41.22762,68.32401,47.8302
,Trunk,-0.06479573,-0.08099569,0.9940727,-0.03256844,9.267628,-6.627228,-4.245225
,UpperTrunk,-0.05757386,-0.08059818,0.9943998,-0.03685597,4.136318,-1.57547,-1.563051
,LowerTrunk,-0.04401439,-0.04470855,0.9977565,-0.02335814,5.238427,-5.835584,-2.130901
,Hips,-0.00093466,0.006840035,0.004810631,0.9999646,-0.1071167,0.7838258,-0.551273
,Head,-0.1385217,0.07293393,-0.07343292,-0.9849365,-6.74354,-1.842743,-12.77293
0.1665039,,,,,,,,
,RightShoulder,0.01058241,0.05447187,0.7183508,0.6934644,-12.81484,11.85118,6.458527
,LeftShoulder,-0.4941937,0.1707693,-0.3331513,0.784615,-41.53152,68.06963,48.42163
,Trunk,-0.06427513,-0.08092538,0.9940656,-0.03396015,9.253624,-6.574738,-4.438874
,UpperTrunk,-0.05711535,-0.08047366,0.9943725,-0.03853777,4.138959,-1.480865,-1.592693
,LowerTrunk,-0.04437991,-0.04456137,0.9977126,-0.02478591,5.23054,-5.867524,-2.262854
,Hips,-0.001011248,0.006751244,0.005090356,0.9999638,-0.1158752,0.773652,-0.5833279
,Head,-0.1381458,0.0723013,-0.07631305,-0.984817,-6.716575,-1.823059,-13.30082
0.199707,,,,,,,,
,RightShoulder,0.009762291,0.05292543,0.7260237,0.6855607,-12.648,11.42801,8.653086
,LeftShoulder,-0.4949349,0.1675908,-0.3247416,0.7883502,-41.9232,67.86334,50.58865
,Trunk,-0.06195675,-0.08011498,0.9939955,-0.04142375,9.145066,-6.342438,-5.36929
,UpperTrunk,-0.05508449,-0.07951322,0.9942185,-0.04661912,4.106866,-1.165405,-1.919236
,LowerTrunk,-0.04509883,-0.04388784,0.9975657,-0.03004318,5.178306,-5.910854,-2.800502
,Hips,-0.001222553,0.00640365,0.005668253,0.9999627,-0.1401062,0.7338216,-0.6495512
,Head,-0.1354287,0.07275669,-0.08909062,-0.9840876,-6.526421,-2.114288,-15.71519
0.2331543,,,,,,,,
,RightShoulder,0.01224603,0.05093364,0.7165428,0.6955734,-12.37567,11.37166,6.391017
,LeftShoulder,-0.4905427,0.1752917,-0.3352556,0.7850124,-40.67334,67.69641,48.43315
,Trunk,-0.06114816,-0.08097924,0.9942037,-0.03552964,9.236966,-6.248138,-4.689551
,UpperTrunk,-0.05427689,-0.08033489,0.9944558,-0.0407199,4.177168,-1.107422,-1.308763
,LowerTrunk,-0.04478322,-0.04407728,0.9975896,-0.02944037,5.199904,-5.874538,-2.731237
,Hips,-0.001222553,0.00640365,0.005668253,0.9999627,-0.1401062,0.7338216,-0.6495512
,Head,-0.1359357,0.07733251,-0.08728638,-0.9838305,-6.496515,-2.740692,-14.82968
0.2663574,,,,,,,,
,RightShoulder,0.009139232,0.05097961,0.7353596,0.6756949,-12.35835,10.68539,11.41049
,LeftShoulder,-0.4962552,0.1632944,-0.3129322,0.7931828,-42.46944,67.41687,53.50233
,Trunk,-0.0568794,-0.0786429,0.994029,-0.04986349,8.961411,-5.806152,-6.568066
,UpperTrunk,-0.05041002,-0.0778967,0.9940511,-0.05703869,4.038234,-0.6408997,-2.176772
,LowerTrunk,-0.04498557,-0.04287468,0.9973344,-0.03823784,5.092123,-5.833402,-3.520647
,Hips,-0.001474161,0.005830498,0.007597625,0.999953,-0.1689453,0.6681497,-0.8706478
,Head,-0.1340255,0.08588233,-0.1145393,-0.9805825,-6.604453,-4.204559,-19.89282
0.2998047,,,,,,,,
,RightShoulder,0.01287714,0.04632447,0.7234082,0.6887442,-11.67525,10.32111,8.926241
,LeftShoulder,-0.4891482,0.1746611,-0.3258582,0.7899644,-40.44436,67.01489,51.27735
,Trunk,-0.05425766,-0.07857589,0.9944068,-0.0451339,8.961569,-5.519928,-6.11398
,UpperTrunk,-0.04793726,-0.07792456,0.994389,-0.05310556,4.075421,-0.433197,-1.515269
,LowerTrunk,-0.04429969,-0.04255069,0.997308,-0.04004478,5.042459,-5.731713,-3.637347
,Hips,-0.001364073,0.0056283,0.008389235,0.999948,-0.156311,0.6449823,-0.961363
,Head,-0.1332646,0.08974355,-0.1148943,-0.9802988,-6.521417,-4.941437,-19.4835
0.3330078,,,,,,,,
,RightShoulder,0.01007348,0.04524986,0.7394806,0.67158,-11.35297,9.455787,13.19589
,LeftShoulder,-0.4931847,0.1657438,-0.3067483,0.7969967,-41.54682,66.63663,55.58001
,Trunk,-0.04979135,-0.07395218,0.9943305,-0.05795371,8.496832,-4.965363,-7.686008
,UpperTrunk,-0.04310219,-0.07384656,0.9940975,-0.06677735,3.808298,-0.07202148,-2.235144
