Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,0.06693088,0.02121533,0.6980748,0.7125744,0.3954158,7.258267,-0.8630276
,LeftShoulder,-0.6062297,0.289046,-0.1408689,0.7273885,-43.45459,91.86054,68.38818
,Trunk,-0.02430825,-0.0155433,0.9995776,-0.003484034,3.31693,-0.1071777,-0.3146762
,UpperTrunk,-0.0009349687,-0.02894151,0.9995769,-0.002744913,4.691381,6.184845,-0.2444774
,LowerTrunk,-0.0548766,0.01197607,0.9984212,-0.0006116331,-2.902316,-8.976419,-0.07591432
,Hips,0.01332909,0.02342156,-4.985929E-05,0.9996368,1.527866,2.684397,0.005715528
,Head,-0.02836366,0.00588741,-0.001870424,0.9995787,6.567662,0.7821018,-0.1002597
0.03344727,,,,,,,,
,RightShoulder,0.06742388,0.02066565,0.6983283,0.7122953,0.4073629,7.285458,-0.8221767
,LeftShoulder,-0.6061494,0.288213,-0.1406247,0.727833,-43.60639,91.82052,68.43591
,Trunk,-0.02461758,-0.01628532,0.9995589,-0.003287945,3.389658,-0.1388249,-0.3122838
,UpperTrunk,-0.001210881,-0.0295759,0.9995582,-0.002723992,4.73942,6.167114,-0.2700747
,LowerTrunk,-0.05499809,0.01176068,0.9984171,-0.0003677607,-2.865313,-8.993504,-0.02562278
,Hips,0.01322165,0.02344922,0.0001446903,0.9996375,1.515551,2.687564,-0.0165863
,Head,-0.02833892,0.006104097,-0.001928896,0.9995779,6.637552,0.8385891,-0.09115335
0.06665039,,,,,,,,
,RightShoulder,0.06744225,0.02144638,0.6976867,0.7128987,0.3273439,7.35275,-0.9798861
,LeftShoulder,-0.6066292,0.2882919,-0.1410393,0.7273214,-43.67543,91.86514,68.30139
,Trunk,-0.02468476,-0.01628427,0.9995583,-0.002970958,3.407918,-0.1412659,-0.2557402
,UpperTrunk,-0.001232286,-0.02973521,0.9995545,-0.002230763,4.754629,6.168762,-0.2546012
,LowerTrunk,-0.05503369,0.01173423,0.9984155,-9.924173E-06,-2.881979,-9.002736,-0.004114666
,Hips,0.01339365,0.02349404,-2.595782E-05,0.9996343,1.535269,2.692708,0.002975638
,Head,-0.02807378,0.006304342,-0.002095222,0.9995837,6.625417,0.8639816,-0.01553634
0.09985352,,,,,,,,
,RightShoulder,0.06715789,0.0218376,0.6979488,0.7126572,0.3242979,7.356993,-0.9333965
,LeftShoulder,-0.607216,0.2879381,-0.1408626,0.7270061,-43.75404,91.90821,68.3245
,Trunk,-0.02465095,-0.01578584,0.9995664,-0.003207093,3.356086,-0.1369629,-0.2613057
,UpperTrunk,-0.001194737,-0.02928309,0.999568,-0.002279341,4.732093,6.1716,-0.2748555
,LowerTrunk,-0.05502076,0.01198952,0.9984132,0.0001180172,-2.916477,-9.002416,-0.01217651
,Hips,0.01343902,0.02350401,-0.0002243519,0.9996333,1.54047,2.693852,0.02572632
,Head,-0.0278975,0.006309056,-0.002251297,0.9995884,6.553382,0.8602155,-0.003218532
0.1333008,,,,,,,,
,RightShoulder,0.06770125,0.02095792,0.6984854,0.7121063,0.3747468,7.316638,-0.7724879
,LeftShoulder,-0.6065351,0.2878699,-0.140247,0.7277203,-43.7436,91.84052,68.51156
,Trunk,-0.02452108,-0.01627349,0.9995603,-0.003629975,3.42115,-0.1237488,-0.3338964
,UpperTrunk,-0.001079558,-0.02985059,0.9995495,-0.002912492,4.748817,6.182983,-0.2986037
,LowerTrunk,-0.05500526,0.01156832,0.998419,-0.0003075004,-2.875564,-8.9992,-0.03560704
,Hips,0.01350381,0.02349191,-2.741814E-06,0.9996328,1.547897,2.692468,0.0003143021
,Head,-0.02786032,0.006368957,-0.002320081,0.999589,6.614204,0.8538678,-0.06793573
0.1665039,,,,,,,,
,RightShoulder,0.06691988,0.02151813,0.6975408,0.7130886,0.3194096,7.301355,-1.005419
,LeftShoulder,-0.6068966,0.2884403,-0.1415566,0.726939,-43.64313,91.86816,68.21326
,Trunk,-0.02455471,-0.0158214,0.9995689,-0.002952886,3.367525,-0.1265564,-0.2574594
,UpperTrunk,-0.001103833,-0.02938288,0.9995651,-0.002245784,4.704592,6.178162,-0.2468901
,LowerTrunk,-0.05498763,0.01165028,0.998419,-9.208918E-05,-2.884964,-8.997186,-0.01088365
,Hips,0.01350381,0.02349191,-2.741814E-06,0.9996328,1.547897,2.692468,0.0003143021
,Head,-0.02799575,0.006371384,-0.00217694,0.9995854,6.576082,0.8569561,-0.007886678
0.199707,,,,,,,,
,RightShoulder,0.06716283,0.02145992,0.6986024,0.7120275,0.3449438,7.29305,-0.7230867
,LeftShoulder,-0.6068587,0.2877585,-0.1401328,0.7275163,-43.75308,91.85468,68.5564
,Trunk,-0.0243289,-0.01604246,0.9995696,-0.003376667,3.366424,-0.103302,-0.3673674
,UpperTrunk,-0.0009011384,-0.0293732,0.9995629,-0.003204495,4.717834,6.210846,-0.2859281
,LowerTrunk,-0.05506954,0.0117752,0.9984127,-0.0007095635,-2.870233,-9.003555,-0.02089836
,Hips,0.01325019,0.02346529,0.000528127,0.9996367,1.518823,2.689408,-0.06054088
,Head,-0.02822846,0.006346707,-0.00211066,0.9995791,6.601684,0.8308775,-0.1253935
0.2331543,,,,,,,,
,RightShoulder,0.06765337,0.0208763,0.6966602,0.713899,0.3348622,7.2751,-1.223046
,LeftShoulder,-0.60558,0.289219,-0.1418573,0.7276685,-43.45197,91.73177,68.10899
,Trunk,-0.0241697,-0.01691835,0.9995627,-0.001987525,3.463869,-0.0925293,-0.1772528
,UpperTrunk,-0.0008072034,-0.0302233,0.9995416,-0.001546115,4.778719,6.227081,-0.1997442
,LowerTrunk,-0.0551175,0.01145646,0.998414,0.0001959801,-2.835222,-8.999893,0.05409592
,Hips,0.01326373,0.02338568,0.0002757013,0.9996384,1.520372,2.680283,-0.03160447
,Head,-0.02837995,0.006249308,-0.002077907,0.9995755,6.716494,0.808942,0.06096743
0.2663574,,,,,,,,
,RightShoulder,0.06656848,0.02216262,0.698662,0.7120034,0.1993909,7.245544,-0.7730826
,LeftShoulder,-0.6074405,0.2873001,-0.1400678,0.7272246,-43.92958,91.83003,68.5009
,Trunk,-0.02376529,-0.01657714,0.9995753,-0.003144457,3.40663,-0.04721069,-0.3105356
,UpperTrunk,-0.0004117368,-0.02972396,0.9995544,-0.002708733,4.742659,6.24939,-0.2998876
,LowerTrunk,-0.05491694,0.01164111,0.9984231,-9.277463E-05,-2.835167,-8.977565,0.01962404
,Hips,0.0130785,0.02339169,0.0002640784,0.9996408,1.499138,2.680964,-0.03027203
,Head,-0.0283597,0.006156169,-0.002032399,0.9995768,6.656904,0.7529454,-0.0775339
0.2998047,,,,,,,,
,RightShoulder,0.06774485,0.02077548,0.6980305,0.7125536,0.2265096,7.223013,-0.8803645
,LeftShoulder,-0.6054699,0.2883449,-0.1404643,0.728377,-43.69377,91.66263,68.46322
,Trunk,-0.02376748,-0.01782575,0.999553,-0.003353751,3.587753,-0.0413208,-0.299323
,UpperTrunk,-0.0003604414,-0.03130382,0.9995065,-0.002610803,4.83406,6.245026,-0.2905427
,LowerTrunk,-0.0548281,0.01085953,0.9984368,-7.650256E-05,-2.783683,-8.974455,-0.009340546
,Hips,0.01341204,0.02345391,-4.887581E-06,0.9996349,1.537376,2.688108,0.000560279
,Head,-0.02868124,0.005895713,-0.001924425,0.9995695,6.874893,0.7172029,-0.07871142
0.3330078,,,,,,,,
,RightShoulder,0.06590864,0.02258449,0.6986517,0.7120619,0.02233815,7.220126,-0.700148
,LeftShoulder,-0.6074477,0.2875288,-0.1404887,0.7270471,-43.9825,91.82314,68.51025
,Trunk,-0.02371405,-0.0168321,0.9995689,-0.004049244,3.495777,-0.04129028,-0.3890244
,UpperTrunk,-0.0003602207,-0.0305015,0.9995289,-0.003393292,4.753284,6.257202,-0.3184089
,LowerTrunk,-0.05493382,0.01095696,0.9984298,-0.0006152689,-2.814727,-8.981481,-0.06353684
,Hips,0.01358516,0.0234092,6.175041E-05,0.9996337,1.55722,2.682988,-0.007078671
,Head,-0.02908586,0.005302992,-0.001814187,0.9995613,6.829303,0.6492293,-0.1810471
0.3662109,,,,,,,,
,RightShoulder,0.06715238,0.02260358,0.697964,0.7126189,0.146945,7.272238,-0.8394528
,LeftShoulder,-0.6070579,0.2891644,-0.1405602,0.72671,-43.73328,91.86961,68.45139
,Trunk,-0.02334061,-0.01650845,0.9995854,-0.003426397,3.470889,0.009440422,-0.3509464
,UpperTrunk,8.234475E-05,-0.03028445,0.9995366,-0.003061175,4.746005,6.250773,-0.2597044
,LowerTrunk,-0.05443567,0.01111087,0.9984552,-0.0007950068,-2.845429,-8.930762,-0.05188216
,Hips,0.01369936,0.02346534,0.0003433526,0.9996307,1.570313,2.689429,-0.03935984
,Head,-0.02985556,0.003892224,-0.002048671,0.9995447,6.892612,0.4367766,-0.1160831
0.3996582,,,,,,,,
,RightShoulder,0.06682581,0.02210337,0.6979398,0.7126891,0.2162116,7.273597,-0.9002776
,LeftShoulder,-0.6073644,0.2889115,-0.1410446,0.7264608,-43.73307,91.92599,68.31719
,Trunk,-0.02395818,-0.01619712,0.999577,-0.003098586,3.415595,-0.05905151,-0.2977205
,UpperTrunk,-0.0005151872,-0.02980217,0.9995524,-0.002596945,4.743812,6.134705,-0.2447945
,LowerTrunk,-0.05402086,0.01157381,0.9984727,-0.0004611611,-2.880157,-8.885176,-0.02950351
,Hips,0.01353908,0.02348276,0.0002043247,0.9996325,1.55194,2.69142,-0.02342249
,Head,-0.03187858,-0.002490845,-0.002399713,0.9994858,7.069251,-0.226532,-0.02260453
0.4328613,,,,,,,,
,RightShoulder,0.06810032,0.02185116,0.6991411,0.7113974,0.3826897,7.525116,-0.6021377
,LeftShoulder,-0.6084975,0.2884845,-0.1393815,0.7260028,-43.96336,92.27963,68.65245
,Trunk,-0.02557022,-0.01589033,0.9995384,-0.004094057,3.373246,-0.2273865,-0.3934373
,UpperTrunk,-0.001983345,-0.02943264,0.9995588,-0.003431886,4.735765,5.895294,-0.3381461
,LowerTrunk,-0.05340117,0.01187308,0.9985024,-0.0004817843,-2.904951,-8.832407,-0.04850633
,Hips,0.01345609,0.02364248,5.918741E-05,0.9996299,1.542433,2.709726,-0.00678489
,Head,-0.03347227,-0.00860402,-0.00138998,0.9994017,7.209764,-0.7591248,-0.2340745
0.4660645,,,,,,,,
,RightShoulder,0.07118108,0.02166808,0.7002141,0.7100448,0.6844673,8.117626,-0.2963021
