Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.1909679,-0.07244608,0.7377768,0.6434034,-19.10495,-22.98976,21.26609
,LeftShoulder,-0.1532933,0.02464355,-0.5843248,0.7965289,-19.94244,13.29035,30.92055
,Trunk,-0.04918651,-0.003779726,0.9874603,-0.1499622,9.296353,1.394329,-13.44781
,UpperTrunk,0.01204464,-0.08047742,0.9898282,-0.1166968,2.180734,-1.738437,-10.23906
,LowerTrunk,0.02727184,-0.06200827,0.9973117,-0.02793372,-0.7272558,-5.1717,-6.571886
,Hips,0.06818081,0.07220728,-0.02919951,0.9946279,7.842875,8.304465,3.363129
,Head,-0.07677071,-0.0502075,0.2120443,0.9729454,18.31955,-7.302441,-38.03746
0.03326416,,,,,,,,
,RightShoulder,-0.1946394,-0.06858231,0.7345815,0.6463759,-19.74575,-23.31371,21.27657
,LeftShoulder,-0.1559666,0.02334256,-0.5889151,0.792659,-20.2824,13.05883,30.74415
,Trunk,-0.04529549,-0.004067261,0.9868209,-0.1552944,9.315146,1.730243,-13.96656
,UpperTrunk,0.01493791,-0.08059303,0.9892416,-0.1211706,1.922786,-1.30804,-10.10549
,LowerTrunk,0.02644086,-0.06440681,0.997007,-0.03360608,-0.3949285,-5.19301,-7.355183
,Hips,0.06769913,0.07157206,-0.03033873,0.9946727,7.787289,8.231294,3.49411
,Head,-0.07559331,-0.04825219,0.2201941,0.9713249,18.21529,-7.41811,-39.51209
0.06658936,,,,,,,,
,RightShoulder,-0.1963165,-0.07426286,0.7419916,0.6367049,-19.58118,-24.04289,23.79662
,LeftShoulder,-0.1541237,0.02188722,-0.5785836,0.8006295,-20.41785,12.70908,33.35308
,Trunk,-0.04353283,-0.005933657,0.985069,-0.1664594,9.463777,1.835401,-15.06196
,UpperTrunk,0.01582491,-0.08177613,0.987929,-0.1306068,1.731473,-0.9956489,-10.4292
,LowerTrunk,0.02462683,-0.06735059,0.9966102,-0.04031336,0.09740543,-5.384,-8.333961
,Hips,0.06637321,0.0714334,-0.03213957,0.9947155,7.634898,8.21505,3.701202
,Head,-0.07557964,-0.04560191,0.2277962,0.9696995,18.37717,-7.220319,-41.50175
0.09985352,,,,,,,,
,RightShoulder,-0.1960739,-0.07017186,0.7399812,0.639577,-19.9731,-24.22921,23.55829
,LeftShoulder,-0.1569093,0.02478733,-0.5809959,0.7982535,-20.48915,12.62661,33.13501
,Trunk,-0.03929739,-0.007017142,0.9849032,-0.1684408,9.544816,2.382073,-15.23236
,UpperTrunk,0.02053257,-0.08245161,0.9875934,-0.1320569,1.470204,-0.5819764,-10.05449
,LowerTrunk,0.025773,-0.0703111,0.9961742,-0.04504314,0.5249772,-5.31538,-8.967045
,Hips,0.06562875,0.07199399,-0.03290349,0.9946995,7.549634,8.279429,3.789185
,Head,-0.07399371,-0.04384454,0.2327049,0.9687368,18.28053,-7.564904,-42.24709
0.1331787,,,,,,,,
,RightShoulder,-0.1959247,-0.08009939,0.7543241,0.621444,-19.71843,-25.91317,28.08717
,LeftShoulder,-0.1519846,0.0216292,-0.5607173,0.8136517,-20.93177,11.1751,37.90804
,Trunk,-0.03466865,-0.01085422,0.9821437,-0.1845919,10.09471,3.223293,-17.05288
,UpperTrunk,0.02770881,-0.08698066,0.9848183,-0.1476467,1.26347,-0.06376243,-10.50306
,LowerTrunk,0.02854959,-0.0768345,0.9950075,-0.05693462,1.408863,-5.431531,-10.40425
,Hips,0.06450453,0.07580968,-0.03346294,0.9944709,7.422376,8.718586,3.854431
,Head,-0.07640335,-0.04301092,0.2366512,0.9676306,19.12403,-8.313502,-44.53875
0.1664429,,,,,,,,
,RightShoulder,-0.2136458,-0.07507465,0.734859,0.6392977,-20.87257,-26.22624,23.69874
,LeftShoulder,-0.1521496,0.01012873,-0.5853126,0.7963397,-21.09514,10.90237,33.10932
,Trunk,-0.04195368,-0.00559673,0.9839279,-0.1734777,9.356828,2.494582,-15.74188
,UpperTrunk,0.02149217,-0.08078099,0.9871122,-0.1364629,0.435895,-0.3428605,-9.12801
,LowerTrunk,0.02464305,-0.07761892,0.9950188,-0.05749327,1.498557,-5.881144,-10.4683
,Hips,0.06450453,0.07580968,-0.03346294,0.9944709,7.422376,8.718586,3.854431
,Head,-0.07844973,-0.0421593,0.2394963,0.9668038,18.63484,-7.488387,-43.56829
0.1997681,,,,,,,,
,RightShoulder,-0.196832,-0.07871266,0.7637573,0.6097018,-19.68439,-26.74178,31.01587
,LeftShoulder,-0.1543612,0.02153203,-0.5460993,0.8230945,-20.93768,10.58667,41.08875
,Trunk,-0.03022874,-0.008537793,0.9811028,-0.1909205,9.854674,4.053179,-18.21553
,UpperTrunk,0.03479231,-0.08476587,0.9832386,-0.157626,0.4595127,0.8133471,-9.996263
,LowerTrunk,0.02810231,-0.081655,0.9937028,-0.07139745,2.103562,-5.809615,-11.69986
,Hips,0.06336194,0.07869466,-0.03021374,0.9944242,7.291599,9.049447,3.480591
,Head,-0.08028873,-0.04130113,0.2443392,0.9654773,19.36218,-8.952196,-46.61953
0.2330933,,,,,,,,
,RightShoulder,-0.2148166,-0.07908502,0.7434477,0.6283985,-20.89206,-27.79144,26.88291
,LeftShoulder,-0.1489663,0.009936325,-0.5692891,0.8084678,-21.11715,9.550572,36.99075
,Trunk,-0.03644678,-0.00748479,0.9826249,-0.1818346,9.592006,3.606814,-17.29445
,UpperTrunk,0.03100643,-0.08262472,0.9847754,-0.1497636,-0.04981041,0.604192,-8.723184
,LowerTrunk,0.02603475,-0.08377972,0.9933587,-0.07444051,2.423405,-6.226727,-11.87323
,Hips,0.06272183,0.08026267,-0.02866134,0.9943854,7.218411,9.229348,3.301971
,Head,-0.08335659,-0.04041867,0.2511032,0.9635171,19.48101,-8.411013,-46.50845
0.2663574,,,,,,,,
,RightShoulder,-0.2089931,-0.08100154,0.759868,0.6102139,-20.25308,-28.08015,30.96141
,LeftShoulder,-0.1531008,0.01268198,-0.5464264,0.8232967,-21.2876,9.623469,41.34796
,Trunk,-0.03353092,-0.00718508,0.9813026,-0.1893918,9.580233,4.177867,-18.49336
,UpperTrunk,0.03585537,-0.08237524,0.9830142,-0.1600356,-0.2700787,1.249028,-9.057284
,LowerTrunk,0.02537627,-0.085538,0.9926366,-0.0819242,2.758566,-6.56829,-12.44462
,Hips,0.06161515,0.08259767,-0.02611181,0.9943335,7.091745,9.497129,3.008545
,Head,-0.08606181,-0.04024464,0.25481,0.9623125,19.80124,-8.967387,-48.15524
0.2996826,,,,,,,,
,RightShoulder,-0.212234,-0.08463228,0.7596707,0.608847,-20.32702,-28.7966,31.71563
,LeftShoulder,-0.1499419,0.01077015,-0.5449803,0.8248624,-21.27755,9.064245,42.23132
,Trunk,-0.03342007,-0.007657459,0.9807021,-0.1924782,9.674434,4.317658,-19.13668
,UpperTrunk,0.03701794,-0.08310315,0.9819989,-0.1655346,-0.4868002,1.682407,-8.948949
,LowerTrunk,0.02281487,-0.08818734,0.9919096,-0.08841848,3.102916,-7.005435,-12.90849
,Hips,0.06132249,0.08385002,-0.02361256,0.9943094,7.058318,9.640686,2.720764
,Head,-0.08750491,-0.04032487,0.263703,0.9597801,20.09317,-9.129365,-49.86292
0.3330078,,,,,,,,
,RightShoulder,-0.214013,-0.08202323,0.758341,0.6102373,-20.46726,-28.92417,31.42892
,LeftShoulder,-0.1521687,0.009771243,-0.5468715,0.8232137,-21.31904,8.968166,41.88184
,Trunk,-0.03220325,-0.005926066,0.9811463,-0.1904724,9.450996,4.512674,-19.07555
,UpperTrunk,0.03869873,-0.08118992,0.9821795,-0.1650262,-0.7965517,2.165816,-8.593802
,LowerTrunk,0.02031241,-0.08891883,0.9916686,-0.09096223,3.208798,-7.320517,-13.05349
,Hips,0.06115332,0.08408498,-0.02231926,0.9943298,7.03875,9.667375,2.571747
,Head,-0.08828931,-0.04100578,0.2679974,0.9584889,19.97666,-9.412119,-50.31796
0.366272,,,,,,,,
,RightShoulder,-0.2095732,-0.09143335,0.77051,0.5950072,-19.43244,-29.4654,35.32122
,LeftShoulder,-0.1482921,0.006798789,-0.5292603,0.8353721,-21.38441,8.363836,45.95903
,Trunk,-0.03038576,-0.005846054,0.9789842,-0.2015747,9.544381,4.602795,-20.67312
,UpperTrunk,0.03937312,-0.08178963,0.9797093,-0.1786892,-0.9116335,2.769435,-9.123323
,LowerTrunk,0.01585169,-0.09064935,0.9907031,-0.1001934,3.438139,-7.795601,-13.8352
,Hips,0.0609771,0.08375697,-0.01983523,0.994421,7.017876,9.628961,2.2854
,Head,-0.08933088,-0.0413374,0.2718034,0.9573056,20.20661,-9.547894,-52.37431
0.3995972,,,,,,,,
,RightShoulder,-0.2056423,-0.08953455,0.7710566,0.5959587,-19.43302,-29.42753,35.90579
,LeftShoulder,-0.1505345,0.009896517,-0.5295947,0.834728,-21.49647,8.354349,46.52019
,Trunk,-0.02535388,-0.006630517,0.9784819,-0.2046619,9.724831,5.05781,-21.30698
,UpperTrunk,0.0432138,-0.08323467,0.9784317,-0.1840541,-1.085161,3.606983,-8.899707
,LowerTrunk,0.01253108,-0.09364103,0.9896975,-0.1075791,3.738935,-8.079927,-14.45311
,Hips,0.06144539,0.08290555,-0.01775715,0.9945027,7.071056,9.530754,2.045837
,Head,-0.08954296,-0.04267119,0.2785194,0.9552948,20.43458,-10.17298,-53.81543
0.4328613,,,,,,,,
,RightShoulder,-0.2085705,-0.08679235,0.7696019,0.5972257,-19.66361,-29.82104,35.56177
,LeftShoulder,-0.1533777,0.007322803,-0.532194,0.832581,-21.69987,7.996903,46.01076
,Trunk,-0.0219658,-0.004616001,0.9790245,-0.2025029,9.482244,5.43316,-21.18549
,UpperTrunk,0.04643588,-0.08116699,0.9786516,-0.1830214,-1.396217,4.16792,-8.475765
,LowerTrunk,0.01092444,-0.09420709,0.9893758,-0.1101871,3.798724,-8.224515,-14.66831
,Hips,0.06152339,0.08255044,-0.0170002,0.9945408,7.079738,9.489755,1.958588
,Head,-0.08958597,-0.04360304,0.2844377,0.9535033,20.21714,-10.6697,-54.40601
0.4661865,,,,,,,,
,RightShoulder,-0.2076821,-0.09214824,0.7744581,0.5904164,-19.20004,-30.36182,37.1048
,LeftShoulder,-0.1503841,0.005607605,-0.5249078,0.83775,-21.65475,7.477956,47.60485
,Trunk,-0.02005225,-0.004894971,0.9782017,-0.2066288,9.524598,5.582032,-21.74524
,UpperTrunk,0.0476622,-0.08144912,0.9776663,-0.1877844,-1.448095,4.557241,-8.615856
,LowerTrunk,0.00884407,-0.09498364,0.9889129,-0.1138036,3.921979,-8.417233,-15.02523
,Hips,0.06127413,0.08213818,-0.0164564,0.9945993,7.050714,9.442023,1.895844
,Head,-0.0897202,-0.04470491,0.2909866,0.9514612,20.2984,-10.96222,-55.75578
0.4995117,,,,,,,,
,RightShoulder,-0.2045505,-0.09844433,0.787326,0.5732238,-18.95422,-31.12484,41.64644
,LeftShoulder,-0.1490419,0.003530234,-0.50649,0.8492595,-22.29016,6.825766,52.13676
,Trunk,-0.01501276,-0.008686353,0.9746292,-0.2231525,10.0372,6.014736,-23.76008
,UpperTrunk,0.05115557,-0.08550718,0.9737107,-0.2048388,-1.383364,5.437148,-9.455318
,LowerTrunk,0.004976731,-0.09873043,0.9873583,-0.1238988,4.472084,-8.822307,-16.1382
,Hips,0.06038911,0.08177764,-0.01591608,0.994692,6.948482,9.399895,1.833435
,Head,-0.08809341,-0.04432519,0.2958206,0.9501395,20.63141,-11.35672,-58.34745
0.5327759,,,,,,,,
,RightShoulder,-0.2072067,-0.09067284,0.7824039,0.5802481,-20.01943,-31.58691,40.77073
,LeftShoulder,-0.1551189,0.004092179,-0.514075,0.8435924,-22.9407,6.451083,51.17739
,Trunk,-0.008164351,-0.01039872,0.9744773,-0.2240967,10.24493,6.924495,-23.89314
,UpperTrunk,0.05886232,-0.08721444,0.9729103,-0.2058504,-1.582766,6.347073,-8.983393
,LowerTrunk,0.004970204,-0.1021699,0.9863462,-0.1290647,4.923486,-8.929352,-16.76506
,Hips,0.05999999,0.08270705,-0.0161052,0.9946356,6.904208,9.506774,1.855316
,Head,-0.08686685,-0.04378037,0.2995426,0.949111,20.70373,-12.2066,-58.92488
0.5661011,,,,,,,,
,RightShoulder,-0.214533,-0.09382766,0.7816957,0.5780342,-20.22454,-32.65855,40.95747
,LeftShoulder,-0.1531911,-0.003638498,-0.5145074,0.8436833,-23.25454,5.462703,51.16696
,Trunk,-0.007164084,-0.009081343,0.9744701,-0.2242191,10.08028,7.103255,-23.91998
,UpperTrunk,0.06038465,-0.08580396,0.9728928,-0.2060848,-1.896396,6.592025,-8.659466
,LowerTrunk,0.004398104,-0.1034112,0.9858221,-0.1320667,5.099564,-9.049936,-17.12157
,Hips,0.05976243,0.08318028,-0.01615453,0.9946097,6.877116,9.561167,1.861053
,Head,-0.08574031,-0.04301702,0.3016447,0.9485823,20.4099,-12.29628,-59.20082
0.5994263,,,,,,,,
,RightShoulder,-0.2103104,-0.09970826,0.7883117,0.5695545,-19.81113,-33.34059,43.17041
,LeftShoulder,-0.1498565,-0.002384953,-0.5046498,0.850215,-23.32285,4.804178,53.48274
,Trunk,-0.003105432,-0.0116577,0.9726347,-0.2320265,10.4996,7.618423,-24.86614
,UpperTrunk,0.06462439,-0.08918289,0.9706073,-0.2139893,-1.896932,7.061618,-8.828873
,LowerTrunk,0.004783925,-0.1069245,0.9845345,-0.1386938,5.518248,-9.106657,-17.8856
,Hips,0.05976823,0.08406825,-0.01604298,0.9945365,6.878287,9.663462,1.848328
,Head,-0.08464229,-0.04251838,0.3045027,0.9477899,20.70612,-12.75563,-60.48813
0.6327515,,,,,,,,
,RightShoulder,-0.2183815,-0.09673532,0.7828062,0.574601,-20.52991,-33.80944,41.99479
,LeftShoulder,-0.151688,-0.008138493,-0.5133945,0.8446009,-23.71524,4.396908,51.96618
,Trunk,-0.003158853,-0.009979567,0.9733403,-0.229127,10.28968,7.670095,-24.55364
,UpperTrunk,0.06511089,-0.08745301,0.9713064,-0.2113674,-2.224482,7.204127,-8.23247
,LowerTrunk,0.004001658,-0.1078981,0.9840872,-0.1411182,5.627212,-9.232485,-18.15238
,Hips,0.05984198,0.08437176,-0.01589403,0.9945088,6.886946,9.698453,1.831207
,Head,-0.08389527,-0.04211289,0.3065347,0.9472194,20.41263,-12.76143,-60.4184
0.6660767,,,,,,,,
,RightShoulder,-0.2144385,-0.1012846,0.7883332,0.5677043,-20.14645,-34.19595,43.60031
,LeftShoulder,-0.1487404,-0.007505439,-0.5051378,0.8500916,-23.76229,3.9153,53.67833
,Trunk,-0.0005540327,-0.0116737,0.9722819,-0.2335197,10.60827,7.982543,-25.11764
,UpperTrunk,0.06767089,-0.09004195,0.9698619,-0.216058,-2.199023,7.562413,-8.300461
,LowerTrunk,0.003604766,-0.1103472,0.9832026,-0.1453373,5.867089,-9.332137,-18.61149
,Hips,0.0603021,0.08483689,-0.01557261,0.9944465,6.940204,9.752268,1.794312
,Head,-0.08377115,-0.04118651,0.3083647,0.946677,20.7221,-12.96487,-61.202
0.6993408,,,,,,,,
,RightShoulder,-0.2191755,-0.09805694,0.7851717,0.5708347,-20.69838,-34.47775,42.88255
,LeftShoulder,-0.1510307,-0.01065113,-0.5101236,0.84667,-24.08376,3.669991,52.77895
,Trunk,0.0005666763,-0.0106855,0.9727567,-0.2315816,10.4919,8.142763,-24.91777
,UpperTrunk,0.06905975,-0.08908227,0.9702284,-0.2143641,-2.386653,7.766348,-7.924583
,LowerTrunk,0.003228728,-0.1109339,0.982915,-0.1468379,5.925097,-9.390988,-18.77633
,Hips,0.0604165,0.08496775,-0.01547554,0.9944299,6.953453,9.767403,1.783142
,Head,-0.08384353,-0.04095934,0.3091216,0.9464335,20.61702,-13.09891,-61.09364
0.732666,,,,,,,,
,RightShoulder,-0.2165109,-0.1023013,0.7899556,0.5644709,-20.44236,-35.11417,44.43927
,LeftShoulder,-0.1476856,-0.01010729,-0.5029625,0.8515373,-24.09446,2.975179,54.39799
,Trunk,0.004249357,-0.01297097,0.9715726,-0.2363482,10.80427,8.622895,-25.53502
,UpperTrunk,0.07302107,-0.09159233,0.9685608,-0.2194741,-2.276225,8.161701,-8.042074
,LowerTrunk,0.003952574,-0.1125925,0.9820783,-0.1510944,6.163193,-9.382325,-19.23572
,Hips,0.06009965,0.08563039,-0.01512453,0.9943976,6.917298,9.843519,1.742767
,Head,-0.08438797,-0.03995655,0.3093996,0.9463372,20.99582,-13.45834,-61.74474
0.7659912,,,,,,,,
,RightShoulder,-0.2235807,-0.1002533,0.7833249,0.5712819,-21.05091,-35.35665,42.77424
,LeftShoulder,-0.1481223,-0.01472547,-0.5124167,0.8457375,-24.32395,2.751246,52.55836
,Trunk,0.00261537,-0.01210845,0.9727042,-0.2317179,10.64863,8.466543,-24.98055
,UpperTrunk,0.07178444,-0.09038144,0.9698075,-0.2148284,-2.451244,8.089586,-7.52632
,LowerTrunk,0.003230736,-0.1127648,0.9821125,-0.15076,6.182577,-9.466562,-19.19699
,Hips,0.06009965,0.08563039,-0.01512453,0.9943976,6.917298,9.843519,1.742767
,Head,-0.08491656,-0.03928852,0.3096451,0.9462376,20.90473,-13.22173,-61.2207
0.7992554,,,,,,,,
,RightShoulder,-0.2184151,-0.1027021,0.7892659,0.5646294,-20.57922,-35.7036,44.32704
,LeftShoulder,-0.1461994,-0.01238978,-0.5043035,0.85097,-24.16009,2.25849,54.18116
,Trunk,0.006960802,-0.013479,0.9718932,-0.2349329,10.81103,9.017532,-25.48536
,UpperTrunk,0.07636433,-0.09163539,0.9684066,-0.218998,-2.395538,8.45811,-7.621716
,LowerTrunk,0.004791435,-0.1136164,0.9814655,-0.1542519,6.347765,-9.332417,-19.50869
,Hips,0.05959056,0.08605339,-0.01427653,0.9944043,6.858799,9.891839,1.64505
,Head,-0.08671797,-0.037822,0.3077938,0.9467378,21.27801,-13.593,-61.50507
0.8325806,,,,,,,,
,RightShoulder,-0.2246752,-0.1033669,0.7827445,0.5710932,-21.0067,-36.0182,42.73903
,LeftShoulder,-0.1440308,-0.0166715,-0.5130475,0.8460258,-24.25581,1.929145,52.50043
,Trunk,0.004651308,-0.01355516,0.9729125,-0.230729,10.76805,8.776709,-24.96777
,UpperTrunk,0.0744049,-0.09137714,0.9695543,-0.2146589,-2.479413,8.280315,-7.20273
,LowerTrunk,0.00425199,-0.1139823,0.9815589,-0.1534012,6.388666,-9.395446,-19.41009
,Hips,0.05959056,0.08605339,-0.01427653,0.9944043,6.858799,9.891839,1.64505
