Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.1955926,-0.1571874,0.5899481,0.7674615,-6.917742,-36.73601,-22.24548
,LeftShoulder,-0.01213133,-0.0696528,-0.7179161,0.6925302,-10.31236,-12.27013,-9.407257
,Trunk,-0.005047746,-0.01227393,0.9987397,0.04840344,3.675219,7.599442,7.345093
,UpperTrunk,0.06609982,-0.03193107,0.995254,0.06388125,1.757833,-8.675236,7.667907
,LowerTrunk,0.1415264,-0.01656309,0.9897921,-0.002788335,-0.7479186,8.211637,-2.006774
,Hips,0.02319707,0.07027879,-0.01465446,0.9971499,2.665305,8.063041,1.68396
,Head,-0.0870837,-0.06957295,0.08927622,-0.9897506,-6.38128,0.4423604,17.65344
0.03320313,,,,,,,,
,RightShoulder,-0.1949943,-0.1581262,0.5905894,0.7669274,-6.818328,-36.73976,-22.06195
,LeftShoulder,-0.01103994,-0.06916729,-0.7171999,0.6933385,-10.21475,-12.29802,-9.198486
,Trunk,-0.005226382,-0.01187117,0.9987752,0.04774855,3.705718,7.578478,7.260284
,UpperTrunk,0.06592027,-0.03219786,0.9953041,0.06314495,1.753747,-8.652206,7.617653
,LowerTrunk,0.1411456,-0.01686274,0.9898403,-0.003086954,-0.7849826,8.170429,-2.034218
,Hips,0.0238206,0.07025358,-0.01459247,0.9971379,2.736954,8.060255,1.676849
,Head,-0.08722164,-0.06930315,0.08852559,-0.9898244,-6.365882,0.4316487,17.48166
0.06640625,,,,,,,,
,RightShoulder,-0.1963885,-0.1568156,0.590316,0.7670512,-6.913388,-36.7262,-22.1243
,LeftShoulder,-0.01219448,-0.07041653,-0.7176285,0.6927497,-10.2767,-12.283,-9.309143
,Trunk,-0.005418331,-0.01100875,0.9987751,0.04793441,3.572293,7.555243,7.288086
,UpperTrunk,0.06571986,-0.03103888,0.9953387,0.0633896,1.703018,-8.602743,7.614367
,LowerTrunk,0.1405194,-0.01614987,0.9899422,-0.002818704,-0.8351061,8.099051,-2.016527
,Hips,0.02353714,0.07024244,-0.01470923,0.9971437,2.704381,8.058935,1.690247
,Head,-0.08605207,-0.06872232,0.08877668,-0.9899449,-6.36373,0.3870001,17.53705
0.09960938,,,,,,,,
,RightShoulder,-0.1946343,-0.157865,0.5905181,0.7671274,-6.772309,-36.68632,-22.07166
,LeftShoulder,-0.01104139,-0.06879164,-0.7174566,0.6931101,-10.14691,-12.26564,-9.22644
,Trunk,-0.005132899,-0.01194179,0.9987944,0.04733764,3.668336,7.576794,7.248871
,UpperTrunk,0.06590674,-0.03187339,0.9953216,0.06304654,1.772179,-8.526621,7.567069
,LowerTrunk,0.1400474,-0.0163832,0.9900054,-0.002749056,-0.7916,8.051631,-2.030783
,Hips,0.02339251,0.07018025,-0.01490372,0.9971485,2.687757,8.051784,1.712585
