Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.2586035,-0.2242131,0.5565,0.7570735,-3.290788,-43.01213,-18.5473
,LeftShoulder,-0.03243882,-0.005270776,-0.6923882,0.7207761,-3.346666,-0.4470446,1.116484
,Trunk,-0.01696358,-0.0039222,0.9998249,0.006849925,0.2895675,2.649769,1.18512
,UpperTrunk,0.02312022,-0.002526141,0.9996761,0.01033908,-2.224647,-15.01788,4.095791
,LowerTrunk,0.1534847,-0.02167195,0.9875947,-0.02509069,2.635949,13.07155,-3.295559
,Hips,-0.001061471,0.04009749,-0.00335604,0.9991896,-0.1217346,4.596095,0.3848877
,Head,-0.08006649,0.05443511,-0.02114496,-0.9950773,-8.910945,-8.912189,-1.249535
0.03320313,,,,,,,,
,RightShoulder,-0.2576637,-0.2248299,0.5565143,0.7572006,-2.99878,-42.94971,-18.50339
,LeftShoulder,-0.03140018,-0.003889857,-0.6923937,0.7208257,-2.994508,-0.3857727,1.171667
,Trunk,-0.01734796,-0.00267791,0.9998233,0.006724508,0.1335766,2.616156,1.133423
,UpperTrunk,0.02282714,-0.001165316,0.9996898,0.009888351,-2.208267,-15.00386,4.083454
,LowerTrunk,0.1530776,-0.02018748,0.9876806,-0.02543235,2.477952,13.01396,-3.303578
,Hips,-0.001186926,0.04018434,-0.003082812,0.9991869,-0.1361084,4.606051,0.3535461
,Head,-0.07821932,0.05466967,-0.02182731,-0.9951967,-8.854481,-8.90476,-1.379472
0.06640625,,,,,,,,
,RightShoulder,-0.2554198,-0.2255952,0.5550389,0.7588145,-2.912098,-42.87639,-18.85626
,LeftShoulder,-0.02978585,-0.00138965,-0.6933278,0.7200055,-2.83675,-0.358413,0.9378638
,Trunk,-0.0169559,-0.004241906,0.9998195,0.007459324,0.3094671,2.660418,1.224854
,UpperTrunk,0.02321303,-0.002699724,0.9996698,0.01068577,-2.050078,-14.94851,4.145232
,LowerTrunk,0.1529826,-0.0203405,0.9876987,-0.02517706,2.495654,13.00287,-3.273924
,Hips,-0.001186926,0.04018434,-0.003082812,0.9991869,-0.1361084,4.606051,0.3535461
,Head,-0.07946767,0.05439438,-0.021079,-0.995129,-8.822054,-8.917833,-1.202083
0.09960938,,,,,,,,
,RightShoulder,-0.2581067,-0.2254434,0.5551724,0.757852,-3.008911,-42.9958,-18.81479
,LeftShoulder,-0.02998186,-0.003792655,-0.6936086,0.7197178,-2.894958,-0.4383922,0.8507915
,Trunk,-0.01771714,-0.002312464,0.9998127,0.007433699,0.157043,2.561533,1.265869
,UpperTrunk,0.02235034,-0.001370032,0.9996882,0.01104373,-2.137713,-14.95045,4.121447
,LowerTrunk,0.1521507,-0.01978491,0.9878523,-0.02462199,2.361284,12.91868,-3.260912
,Hips,-0.0005801562,0.04007312,-0.003534347,0.9991903,-0.06652832,4.5933,0.4053345
,Head,-0.07788932,0.05518376,-0.02064571,-0.9952195,-8.793047,-8.909006,-1.110978
0.1333008,,,,,,,,
,RightShoulder,-0.255769,-0.225165,0.5563033,0.7578981,-2.826378,-42.87188,-18.59717
,LeftShoulder,-0.03024406,-0.001574749,-0.6926311,0.7206558,-2.736046,-0.347718,1.115864
,Trunk,-0.01675465,-0.002266333,0.9998361,0.006476328,0.1565473,2.671932,1.156097
,UpperTrunk,0.02331369,-0.001365692,0.9996763,0.01008591,-2.062855,-14.85578,4.055528
,LowerTrunk,0.1522869,-0.01913472,0.9878347,-0.02499983,2.285931,12.93442,-3.304765
,Hips,-0.0005801562,0.04007312,-0.003534347,0.9991903,-0.06652832,4.5933,0.4053345
,Head,-0.07811248,0.05415887,-0.02142057,-0.9952418,-8.818878,-8.901608,-1.309874
0.1665039,,,,,,,,
,RightShoulder,-0.2578388,-0.2255744,0.5535582,0.7590842,-2.908937,-43.01675,-19.13391
,LeftShoulder,-0.02848939,-0.002978385,-0.6950603,0.7183807,-2.641816,-0.5141759,0.5530882
,Trunk,-0.01747606,-0.00216356,0.9998151,0.007724842,0.09103489,2.582182,1.337372
,UpperTrunk,0.02253034,-0.0007941741,0.9996778,0.01166746,-2.049725,-14.87073,4.149359
,LowerTrunk,0.1516468,-0.01845896,0.9879649,-0.02424875,2.254407,12.86619,-3.256994
,Hips,-0.0009908918,0.0400157,-0.003880262,0.999191,-0.1136475,4.586723,0.4450073
,Head,-0.07779813,0.05508012,-0.01958358,-0.9952539,-8.84831,-8.91754,-0.9171522
0.199707,,,,,,,,
,RightShoulder,-0.2557609,-0.2260294,0.5551707,0.7584738,-2.748847,-42.91765,-18.84357
,LeftShoulder,-0.02825327,-0.001220238,-0.6935397,0.7198634,-2.543128,-0.4447379,0.8842604
,Trunk,-0.01692566,-0.002843319,0.9998298,0.00677985,0.1539065,2.636154,1.249664
,UpperTrunk,0.02300138,-0.001342651,0.9996753,0.01090229,-1.979548,-14.79147,4.082918
,LowerTrunk,0.1514282,-0.01839652,0.9879949,-0.02443296,2.26642,12.84964,-3.295961
,Hips,-0.001159497,0.0399395,-0.004034698,0.9991933,-0.1329651,4.577988,0.4627075
,Head,-0.07852449,0.05447701,-0.02013826,-0.995219,-8.868873,-8.902481,-1.068781
0.2329102,,,,,,,,
,RightShoulder,-0.2571432,-0.2255231,0.5544001,0.7587206,-2.836256,-43.02917,-18.95706
,LeftShoulder,-0.02864499,-0.002034983,-0.6944201,0.7189964,-2.562544,-0.5084426,0.7227197
,Trunk,-0.01680787,-0.002326358,0.9998314,0.007026162,0.07557487,2.665555,1.269562
,UpperTrunk,0.02325782,-0.0006592954,0.9996679,0.01107588,-2.006662,-14.76713,4.112349
,LowerTrunk,0.1514727,-0.01795477,0.9879942,-0.02451518,2.233269,12.83889,-3.299818
,Hips,-0.001316827,0.04007732,-0.003985018,0.9991877,-0.1510315,4.593794,0.4570313
,Head,-0.07808332,0.05395172,-0.01996419,-0.9952856,-8.896121,-8.871182,-1.028694
0.2661133,,,,,,,,
,RightShoulder,-0.2565697,-0.226658,0.5538431,0.7589834,-2.741023,-43.04993,-19.05334
,LeftShoulder,-0.02717505,-0.001564855,-0.6945702,0.7189097,-2.4584,-0.5588398,0.6809149
,Trunk,-0.01715786,-0.00270239,0.9998232,0.007199484,0.1287487,2.634829,1.292084
,UpperTrunk,0.02298972,-0.001123175,0.9996716,0.0112724,-1.965822,-14.77276,4.134628
,LowerTrunk,0.1512561,-0.01806171,0.9880255,-0.02451387,2.234433,12.80428,-3.300369
,Hips,-0.0012196,0.04016025,-0.003991932,0.9991845,-0.1398621,4.603305,0.4578247
,Head,-0.07860602,0.05403062,-0.0197123,-0.9952453,-8.903124,-8.849764,-0.9772739
0.2998047,,,,,,,,
,RightShoulder,-0.2569842,-0.226608,0.5540005,0.7587431,-2.766665,-43.04142,-19.00162
,LeftShoulder,-0.02707705,-0.001838886,-0.6944746,0.7190049,-2.457582,-0.5501151,0.7153389
,Trunk,-0.01752846,-0.002151506,0.999818,0.00721941,0.1136799,2.595953,1.273132
,UpperTrunk,0.02265062,-0.0009917282,0.9996812,0.01110697,-1.989438,-14.7557,4.137329
,LowerTrunk,0.1507729,-0.01813667,0.9880933,-0.02470237,2.194975,12.74539,-3.30249
,Hips,-0.0008010585,0.04018611,-0.00382176,0.9991845,-0.09185791,4.606265,0.4382935
,Head,-0.07818045,0.05422335,-0.02004707,-0.9952617,-8.869345,-8.832922,-1.034717
0.3330078,,,,,,,,
,RightShoulder,-0.2572747,-0.2258019,0.5541772,0.7587562,-2.745363,-43.02872,-18.9834
,LeftShoulder,-0.02766035,-0.001883929,-0.6945241,0.7189348,-2.392,-0.53878,0.7074106
,Trunk,-0.01729964,-0.001265568,0.999822,0.007428768,-0.002866745,2.628271,1.271393
,UpperTrunk,0.02293256,2.500974E-05,0.9996754,0.01109192,-2.015662,-14.70538,4.139315
,LowerTrunk,0.1506197,-0.01735824,0.9881298,-0.02473542,2.11921,12.72158,-3.284792
,Hips,-0.0009279158,0.04023672,-0.003635019,0.9991831,-0.1064148,4.612066,0.4168701
,Head,-0.07682956,0.05391768,-0.02013803,-0.9953817,-8.830232,-8.829382,-1.046646
0.3662109,,,,,,,,
,RightShoulder,-0.2564573,-0.226802,0.553403,0.7592994,-2.644979,-43.03455,-19.12097
,LeftShoulder,-0.02606869,-0.001030793,-0.6947811,0.7187477,-2.251424,-0.5839911,0.6490793
,Trunk,-0.01746871,-0.001904403,0.9998165,0.007625602,0.05479956,2.613529,1.29364
,UpperTrunk,0.02280391,-0.0004780609,0.9996761,0.01128584,-1.947009,-14.67957,4.13604
,LowerTrunk,0.150271,-0.01726452,0.9881899,-0.0245167,2.12278,12.67599,-3.256279
,Hips,-0.001054768,0.04028062,-0.003608882,0.9991813,-0.1209717,4.617102,0.4138794
,Head,-0.07674751,0.05415738,-0.01980788,-0.9953816,-8.763176,-8.842167,-0.9864058
0.3994141,,,,,,,,
,RightShoulder,-0.2575862,-0.2265642,0.5538117,0.75869,-2.642639,-43.03166,-19.01364
,LeftShoulder,-0.02650684,-0.002268549,-0.6945569,0.7189456,-2.26532,-0.5716771,0.7065709
,Trunk,-0.0182116,-0.001319773,0.9998057,0.007420428,-0.06716919,2.536448,1.270386
,UpperTrunk,0.02213152,0.000585949,0.9996934,0.0110833,-2.012972,-14.65648,4.064322
,LowerTrunk,0.1494098,-0.01678394,0.9883389,-0.02410215,2.122317,12.56761,-3.211905
,Hips,-0.001539133,0.0403522,-0.003644496,0.9991776,-0.1765137,4.625313,0.4179688
,Head,-0.07521958,0.05492504,-0.02006164,-0.995451,-8.709663,-8.852763,-1.038702
0.4331055,,,,,,,,
,RightShoulder,-0.2551701,-0.2266354,0.5538294,0.759472,-2.537164,-42.9222,-19.02283
,LeftShoulder,-0.02603628,0.000219156,-0.6944157,0.7191027,-2.138635,-0.5016506,0.7760177
,Trunk,-0.01739357,-0.002286328,0.9998217,0.006984504,0.04589248,2.629875,1.225098
,UpperTrunk,0.02294666,-0.0004003588,0.9996794,0.0106881,-1.954997,-14.55349,4.029401
,LowerTrunk,0.1493258,-0.01725923,0.9883413,-0.02419168,2.177403,12.55806,-3.222272
,Hips,-0.001539133,0.0403522,-0.003644496,0.9991776,-0.1765137,4.625313,0.4179688
,Head,-0.07590424,0.05412371,-0.02029017,-0.9954384,-8.675076,-8.854301,-1.110316
0.4663086,,,,,,,,
,RightShoulder,-0.2573202,-0.226841,0.5540347,0.7585349,-2.597412,-43.05708,-18.90048
,LeftShoulder,-0.02631817,-0.00195702,-0.694465,0.7190424,-2.227081,-0.5882488,0.8019081
,Trunk,-0.01791043,-0.0009767446,0.999818,0.006497212,-0.06488037,2.56297,1.190338
,UpperTrunk,0.02236306,0.000565934,0.9996958,0.01038483,-2.065556,-14.54717,3.970089
