Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.04812151,0.0869536,0.7383935,0.6670071,-23.38365,1.259794,4.770432
,LeftShoulder,-0.07186513,-0.06630711,-0.7319085,0.6743507,-23.62694,-1.452343,-5.732697
,Trunk,0.02028489,-0.08678318,0.9960061,0.005386415,12.40376,1.905427,1.045075
,UpperTrunk,0.01652925,-0.1080128,0.9939708,0.00906536,6.51357,-2.97559,2.051921
,LowerTrunk,0.04252425,-0.05133056,0.9977374,-0.008766741,3.457581,5.281529,-1.514812
,Hips,0.02122662,-0.003494418,-0.004431784,0.9997587,2.432614,-0.4005127,0.5079651
,Head,-0.1898044,-0.00738024,0.03167951,-0.981283,-9.490705,-1.043598,4.743225
0.0333252,,,,,,,,
,RightShoulder,-0.05034683,0.09036774,0.7385348,0.6662321,-23.82464,1.371309,4.829646
,LeftShoulder,-0.07497348,-0.06886319,-0.7319687,0.6736903,-24.0693,-1.393919,-5.811279
,Trunk,0.02003744,-0.08585297,0.9960912,0.005498931,12.38418,1.892228,1.063019
,UpperTrunk,0.01641504,-0.107843,0.9939896,0.009220988,6.430318,-3.004288,2.125198
,LowerTrunk,0.0426578,-0.05188437,0.9976988,-0.009248197,3.433754,5.282502,-1.5746
,Hips,0.02198996,-0.003367507,-0.004470587,0.9997425,2.520107,-0.3859863,0.5124207
,Head,-0.1916765,-0.007815458,0.03176734,-0.9809128,-9.729083,-0.9792346,4.772827
0.06652832,,,,,,,,
,RightShoulder,-0.04757547,0.08803944,0.7403919,0.6646845,-24.17958,1.344262,5.141541
,LeftShoulder,-0.07274768,-0.06591556,-0.7327031,0.6734308,-24.41734,-1.397696,-5.854248
,Trunk,0.02025279,-0.09091133,0.99564,0.005097165,13.15355,1.954657,1.026733
,UpperTrunk,0.01694388,-0.1145135,0.9932373,0.008899629,6.761269,-3.027897,2.191438
,LowerTrunk,0.04339756,-0.05569883,0.9974524,-0.01013842,3.684897,5.328775,-1.689333
,Hips,0.02362381,-0.003020424,-0.004576921,0.9997058,2.707382,-0.3462219,0.5246277
,Head,-0.2016618,-0.008666627,0.03156316,-0.9789081,-10.1274,-0.9401627,4.720245
0.09985352,,,,,,,,
,RightShoulder,-0.05454443,0.09442772,0.7397825,0.6639504,-25.16119,1.381031,5.136854
,LeftShoulder,-0.07830089,-0.07373361,-0.7329031,0.6717775,-25.39999,-1.500857,-6.030853
,Trunk,0.01934964,-0.08903435,0.9958272,0.005169871,13.04538,1.873659,1.047455
,UpperTrunk,0.01624355,-0.1135769,0.9933548,0.009080172,6.545091,-3.121266,2.270702
,LowerTrunk,0.04350272,-0.05663838,0.9973897,-0.01064739,3.684606,5.318625,-1.757213
,Hips,0.0245686,-0.002824023,-0.004658192,0.9996833,2.81568,-0.3237,0.5339661
,Head,-0.2042823,-0.008203126,0.03149968,-0.9783707,-10.54227,-0.912891,4.735565
0.1331787,,,,,,,,
,RightShoulder,-0.0469162,0.08972,0.7445436,0.6598516,-25.88128,1.318827,6.015645
,LeftShoulder,-0.0747385,-0.06604762,-0.7337568,0.6720512,-26.20511,-1.463803,-5.912933
,Trunk,0.02128631,-0.100863,0.9946671,0.003326304,14.76736,2.172413,0.886322
