Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.03656185,-0.05105272,0.680661,0.7299022,4.209998,-15.15671,-7.273071
,LeftShoulder,-0.02423837,0.06252714,-0.6903995,0.7203133,6.14228,-1.009104,-0.8448255
,Trunk,0.07795415,0.02003633,0.9963859,0.02714588,-3.032929,8.048185,3.274414
,UpperTrunk,0.070123,0.02638842,0.9967821,0.02849054,-4.93879,-1.36735,2.74939
,LowerTrunk,0.08206148,-0.01657474,0.9964789,0.004565686,2.666604,10.29658,0.4474487
,Hips,-0.006638603,-0.007688245,-0.0006769896,0.9999481,-0.7607422,-0.8810425,0.07757568
,Head,-0.07153252,0.1896474,-0.01737455,0.9790888,5.32431,13.87645,5.307709
0.03320313,,,,,,,,
,RightShoulder,-0.03545976,-0.05063667,0.68194,0.7287911,4.271871,-15.06105,-6.991333
,LeftShoulder,-0.02475646,0.06342008,-0.6892681,0.7213006,6.179308,-0.9222255,-0.5851662
,Trunk,0.07841963,0.02012455,0.9963706,0.026288,-3.039215,8.076217,3.187042
,UpperTrunk,0.07036822,0.02644305,0.9967848,0.02772984,-4.927072,-1.309462,2.660339
,LowerTrunk,0.08180204,-0.01641852,0.9965027,0.004580289,2.645547,10.293,0.4386597
,Hips,-0.006611954,-0.00791759,-0.0007681847,0.9999465,-0.7576904,-0.9073181,0.08804321
,Head,-0.07035774,0.1863733,-0.0178225,0.9797945,5.175354,13.46368,5.27124
0.06665039,,,,,,,,
,RightShoulder,-0.03550436,-0.05065116,0.6819576,0.7287713,4.310595,-15.00088,-6.96701
,LeftShoulder,-0.02511206,0.06268996,-0.689298,0.7213235,6.132225,-0.8878384,-0.5645657
,Trunk,0.07819029,0.02050593,0.996392,0.0258607,-3.080383,8.011256,3.165771
,UpperTrunk,0.06980284,0.02680234,0.9968201,0.02754575,-4.926413,-1.350447,2.595367
,LowerTrunk,0.0815939,-0.01605504,0.996524,0.004960328,2.603934,10.30854,0.4553833
,Hips,-0.006613567,-0.008262389,-0.001003563,0.9999434,-0.7579041,-0.9468384,0.1150208
,Head,-0.06893191,0.1691943,-0.02015412,0.9829626,4.942413,11.52162,5.514954
0.09985352,,,,,,,,
,RightShoulder,-0.03413209,-0.0499553,0.6824508,0.7284232,4.38341,-14.87452,-6.852661
,LeftShoulder,-0.02590486,0.06393546,-0.6891386,0.7213383,6.187293,-0.7638941,-0.504431
,Trunk,0.07885066,0.02079651,0.9963545,0.02506018,-3.098389,8.052985,3.120056
,UpperTrunk,0.0701663,0.02695874,0.9968013,0.02714714,-4.912738,-1.365906,2.505615
,LowerTrunk,0.0820914,-0.01577885,0.9964854,0.005343139,2.560687,10.40177,0.4538269
,Hips,-0.006512664,-0.008576909,-0.001401663,0.999941,-0.7463379,-0.9828796,0.160614
,Head,-0.06845736,0.1548418,-0.02228707,0.9853125,4.850403,9.808991,5.711609
0.1330566,,,,,,,,
,RightShoulder,-0.03422439,-0.0503668,0.6826599,0.7281946,4.410784,-14.88638,-6.759247
,LeftShoulder,-0.02553368,0.06368159,-0.6892061,0.7213098,6.198166,-0.7856455,-0.4543357
,Trunk,0.0786528,0.02087826,0.9963856,0.02436703,-3.099823,8.023958,3.062103
,UpperTrunk,0.06991474,0.0269719,0.9968324,0.02664348,-4.888525,-1.448838,2.457581
,LowerTrunk,0.08256049,-0.01555523,0.9964508,0.005256832,2.528326,10.46297,0.4216614
,Hips,-0.006454245,-0.008640652,-0.001595557,0.9999405,-0.739624,-0.9901733,0.1828613
,Head,-0.06825764,0.136787,-0.02451822,0.9879419,4.80484,7.741757,5.905396
0.1665039,,,,,,,,
,RightShoulder,-0.03373747,-0.04958659,0.6821057,0.7287899,4.393183,-14.79716,-6.922791
,LeftShoulder,-0.02614253,0.063894,-0.6903149,0.7202079,6.172227,-0.7327619,-0.7042704
,Trunk,0.07867812,0.02087771,0.9963745,0.02473713,-3.106079,8.037489,3.132507
,UpperTrunk,0.07003117,0.02702564,0.996806,0.02725574,-4.861432,-1.535632,2.491364
,LowerTrunk,0.08343307,-0.01526409,0.9963808,0.005574822,2.503521,10.55292,0.4309082
,Hips,-0.00652868,-0.008550072,-0.001834512,0.9999404,-0.7481689,-0.9797974,0.2102356
