Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,0.05052665,-0.007133022,0.7781102,0.6260515,0.7343352,4.71677,27.10161
,LeftShoulder,0.005070005,-0.08013257,-0.6588596,0.7479687,-10.07652,-5.755341,21.98917
,Trunk,-0.05638876,-0.02849627,0.9911216,-0.1169885,3.96837,-1.176422,-14.74044
,UpperTrunk,-0.01017514,-0.03433614,0.9911018,-0.1281978,6.655382,1.044525,-4.372285
,LowerTrunk,-0.01929577,0.0233463,0.9954526,-0.09031436,-2.658325,-7.51349,-8.904555
,Hips,-0.0002499539,0.04616597,0.01275834,0.9988523,-0.02868652,5.292542,-1.463599
,Head,-0.07189427,0.0262927,0.01992658,0.9968666,12.21846,4.198113,-17.03073
0.03320313,,,,,,,,
,RightShoulder,0.0511308,-0.01285383,0.7883948,0.612906,0.9708166,4.523362,30.12579
,LeftShoulder,0.007714156,-0.08419639,-0.6466641,0.7580744,-10.49035,-6.093323,24.91888
,Trunk,-0.05755169,-0.02979173,0.9899636,-0.1255883,4.257718,-1.393799,-15.84942
,UpperTrunk,-0.01203854,-0.03679011,0.9897077,-0.1377684,6.87225,1.222534,-4.838657
,LowerTrunk,-0.02271865,0.0227031,0.9948735,-0.09588975,-2.674058,-7.839169,-9.422134
,Hips,0.0005188696,0.04555769,0.01384857,0.9988656,0.05952561,5.222836,-1.58863
,Head,-0.07242732,0.02518743,0.02033624,0.9968481,12.5689,4.288575,-18.18683
0.06689453,,,,,,,,
,RightShoulder,0.05358116,-0.009238634,0.7839131,0.6184852,0.8250484,4.709936,29.27194
,LeftShoulder,0.0001548268,-0.08477926,-0.6508874,0.7544257,-11.19628,-5.829803,24.24438
,Trunk,-0.05456561,-0.03000593,0.9902205,-0.1248424,4.304404,-1.087646,-15.81675
,UpperTrunk,-0.00939455,-0.03719587,0.9897602,-0.137488,6.923667,1.655151,-4.48184
,LowerTrunk,-0.02380994,0.02273726,0.9945723,-0.098701,-2.711517,-7.9272,-9.691401
,Hips,0.0008041635,0.04522235,0.01432717,0.9988738,0.09225423,5.184402,-1.643511
,Head,-0.07258058,0.02417992,0.02111989,0.9968457,12.63314,3.866684,-18.24421
0.1000977,,,,,,,,
,RightShoulder,0.05391689,-0.01398285,0.7909872,0.609292,0.9082727,4.380802,31.28738
,LeftShoulder,0.002304558,-0.08785303,-0.6429828,0.7608216,-11.6181,-6.236176,26.09771
,Trunk,-0.05399784,-0.03208577,0.9895155,-0.1300528,4.643738,-1.113434,-16.50093
,UpperTrunk,-0.009608055,-0.04009269,0.9888088,-0.1433787,7.160797,1.838013,-4.681972
,LowerTrunk,-0.02561037,0.02183983,0.9941221,-0.1028988,-2.683752,-8.053043,-10.08286
,Hips,0.001453055,0.04449997,0.01513475,0.9988936,0.1666922,5.101596,-1.736103
,Head,-0.07271277,0.02286004,0.02270505,0.9968324,12.9877,3.740866,-19.11056
0.1333008,,,,,,,,
,RightShoulder,0.05437656,-0.01352882,0.7917628,0.6082534,0.7005444,4.397852,31.77973
,LeftShoulder,-0.00152104,-0.09035835,-0.6421148,0.7612633,-12.34432,-6.189362,26.5504
,Trunk,-0.05278153,-0.03295457,0.989271,-0.1321778,4.852961,-1.055145,-16.84453
,UpperTrunk,-0.009100426,-0.04187989,0.9883066,-0.1463328,7.258845,2.072693,-4.644506
,LowerTrunk,-0.0271317,0.02086725,0.9937554,-0.106202,-2.674383,-8.157797,-10.35998
,Hips,0.00234054,0.04387481,0.01604119,0.9989055,0.2684996,5.029959,-1.840041
,Head,-0.07262574,0.02244896,0.02299383,0.9968415,13.18691,3.635322,-19.4873
0.1665039,,,,,,,,
,RightShoulder,0.05479268,-0.01399061,0.793813,0.6055269,0.6646957,4.335559,32.44002
,LeftShoulder,-0.004107542,-0.09287179,-0.6401425,0.7626111,-12.87263,-6.246826,27.09271
,Trunk,-0.051676,-0.03277249,0.9890783,-0.1340884,4.963204,-0.9949641,-17.11331
,UpperTrunk,-0.008578196,-0.04281595,0.987926,-0.1486453,7.317208,2.279144,-4.633543
,LowerTrunk,-0.02839316,0.02041111,0.9934676,-0.1086248,-2.748668,-8.253918,-10.58898
,Hips,0.003440365,0.0434372,0.01648381,0.9989142,0.3946638,4.979809,-1.890788
,Head,-0.07212564,0.02197931,0.02369595,0.9968718,13.23969,3.521102,-19.83667
0.199707,,,,,,,,
,RightShoulder,0.05653958,-0.01430392,0.7957524,0.6028074,0.6023345,4.246053,33.13016
,LeftShoulder,-0.005907901,-0.09303768,-0.6380589,0.7643232,-13.26845,-6.324463,27.71
,Trunk,-0.04942035,-0.03357505,0.9888241,-0.1365926,5.197069,-0.7862244,-17.42022
,UpperTrunk,-0.006775005,-0.0448146,0.9874514,-0.1512797,7.444658,2.489655,-4.649052
,LowerTrunk,-0.02840094,0.01948317,0.9932063,-0.1111529,-2.776327,-8.221982,-10.85586
,Hips,0.004609149,0.04314301,0.01669776,0.9989187,0.5287377,4.946103,-1.915316
,Head,-0.07139927,0.02168066,0.02465761,0.9969072,13.39021,3.27796,-20.25397
0.2329102,,,,,,,,
,RightShoulder,0.05275248,-0.01274105,0.7925802,0.6073478,0.3940463,4.023411,32.18168
,LeftShoulder,-0.008109771,-0.09678459,-0.6419038,0.7606092,-13.51698,-6.486877,26.78284
,Trunk,-0.04910291,-0.03169537,0.9892819,-0.1338124,4.962837,-0.7489014,-17.10692
,UpperTrunk,-0.006456735,-0.04281383,0.9879502,-0.1485927,7.342781,2.479919,-4.34968
,LowerTrunk,-0.02799277,0.02063074,0.9932083,-0.1110309,-2.908681,-8.174924,-10.84193
,Hips,0.004609149,0.04314301,0.01669776,0.9989187,0.5287377,4.946103,-1.915316
,Head,-0.07076433,0.02146101,0.0256716,0.9969318,13.08317,3.215339,-20.05707
0.2666016,,,,,,,,
,RightShoulder,0.05799181,-0.01954982,0.800777,0.5958279,0.6371417,3.909474,34.66301
,LeftShoulder,-0.002650253,-0.09393321,-0.6325219,0.7688212,-13.6035,-6.698425,29.07682
,Trunk,-0.04890994,-0.03646737,0.9881204,-0.1410535,5.718399,-0.7557673,-17.96602
,UpperTrunk,-0.006506497,-0.04927037,0.9865141,-0.1559486,7.737625,2.57074,-4.758174
,LowerTrunk,-0.02882832,0.01749593,0.9927999,-0.1149397,-2.707497,-8.265896,-11.2444
,Hips,0.005999804,0.04308387,0.0171172,0.9989069,0.6882709,4.939389,-1.963441
,Head,-0.06989335,0.02140039,0.0269624,0.9969604,13.73888,3.215171,-21.06435
0.2998047,,,,,,,,
,RightShoulder,0.05208524,-0.01249721,0.7955695,0.6034899,-0.07441282,3.84413,33.31512
,LeftShoulder,-0.01162531,-0.1006418,-0.6385024,0.7629225,-14.52012,-6.666992,27.82749
,Trunk,-0.04753083,-0.03321343,0.9886717,-0.1384411,5.360148,-0.6022339,-17.6803
,UpperTrunk,-0.005187362,-0.04620417,0.9870523,-0.1535121,7.464182,2.706421,-4.39651
,LowerTrunk,-0.02867109,0.01822951,0.9927149,-0.1155967,-2.828918,-8.248154,-11.31678
,Hips,0.006318953,0.04308472,0.01714826,0.9989042,0.7248834,4.939499,-1.967008
,Head,-0.06934938,0.02159433,0.02807519,0.9969636,13.3184,3.08391,-20.90643
0.3330078,,,,,,,,
,RightShoulder,0.05543032,-0.0175879,0.7998601,0.5973626,0.2915702,3.598301,34.5042
,LeftShoulder,-0.007389165,-0.09835524,-0.6337471,0.7672262,-14.32387,-6.935242,28.89655
,Trunk,-0.04662623,-0.03543033,0.9882445,-0.1412214,5.691268,-0.4951472,-18.01137
,UpperTrunk,-0.004262632,-0.04903431,0.9864757,-0.1563427,7.697188,2.797272,-4.514194
,LowerTrunk,-0.02852453,0.01737577,0.9925172,-0.1174473,-2.788176,-8.241566,-11.50946
,Hips,0.006819023,0.04316854,0.01732862,0.9988942,0.7822554,4.949147,-1.987712
,Head,-0.0687831,0.02187217,0.0296841,0.9969501,13.58482,3.008778,-21.42232
0.3662109,,,,,,,,
,RightShoulder,0.05267268,-0.01636516,0.798479,0.5994907,-0.03544998,3.437507,34.1601
,LeftShoulder,-0.009467792,-0.1015159,-0.6355949,0.7652607,-14.74903,-7.057373,28.53471
,Trunk,-0.04639961,-0.03525001,0.9883545,-0.1405701,5.689678,-0.461761,-17.9578
,UpperTrunk,-0.003975406,-0.0490243,0.9865503,-0.1558818,7.6721,2.8284,-4.374146
,LowerTrunk,-0.02850253,0.01717065,0.9924326,-0.1181968,-2.785839,-8.247868,-11.57379
,Hips,0.007003441,0.04324295,0.01752162,0.9988863,0.8034168,4.957707,-2.009862
,Head,-0.0684638,0.02191849,0.03047341,0.9969472,13.54673,2.980722,-21.4594
0.3994141,,,,,,,,
,RightShoulder,0.05419746,-0.01758738,0.8005026,0.5966145,-0.05433226,3.302855,34.76308
,LeftShoulder,-0.008965217,-0.1009002,-0.633054,0.7674513,-14.90741,-7.211334,29.12059
,Trunk,-0.04517075,-0.03687448,0.988135,-0.1420887,5.936734,-0.3004761,-18.15733
,UpperTrunk,-0.002586013,-0.05113741,0.9861773,-0.1575834,7.77377,2.922028,-4.408485
,LowerTrunk,-0.02791234,0.01590915,0.9922984,-0.1196318,-2.687698,-8.203577,-11.70661
,Hips,0.007415166,0.04344629,0.01780355,0.9988695,0.8506615,4.981073,-2.04223
,Head,-0.06809662,0.02204387,0.03124744,0.9969456,13.7518,2.833844,-21.74782
0.4331055,,,,,,,,
,RightShoulder,0.05179934,-0.01708348,0.8005044,0.5968398,-0.2988138,3.044822,34.82433
,LeftShoulder,-0.01038327,-0.1037218,-0.6330054,0.7670972,-15.26091,-7.430176,29.18082
,Trunk,-0.04449462,-0.03634012,0.9880894,-0.1427546,5.94289,-0.1981812,-18.23919
,UpperTrunk,-0.001705335,-0.05118465,0.986064,-0.1582877,7.722461,2.92688,-4.347322
,LowerTrunk,-0.02706464,0.01540945,0.9921792,-0.120874,-2.690664,-8.140332,-11.84395
,Hips,0.007941814,0.04374417,0.01785281,0.9988517,0.911092,5.015271,-2.047916
,Head,-0.0675244,0.02187404,0.03233671,0.9969534,13.69243,2.712018,-21.95472
0.4663086,,,,,,,,
,RightShoulder,0.05025397,-0.01816305,0.8002579,0.5972706,-0.300241,2.901081,34.73091
,LeftShoulder,-0.009816464,-0.1053533,-0.6335666,0.7664187,-15.31085,-7.538177,29.04431
,Trunk,-0.04516025,-0.03578698,0.9881273,-0.1424229,5.905485,-0.269928,-18.20232
,UpperTrunk,-0.002322786,-0.05086531,0.9861298,-0.1579729,7.704832,2.862427,-4.258286
,LowerTrunk,-0.02712618,0.01557979,0.9921197,-0.1213252,-2.736338,-8.157445,-11.89483
,Hips,0.008167535,0.04382966,0.01786393,0.9988458,0.9369912,5.02509,-2.049202
,Head,-0.06722983,0.02154768,0.03305387,0.9969571,13.62127,2.746262,-22.00019
0.4995117,,,,,,,,
,RightShoulder,0.05229839,-0.01948829,0.8024354,0.5941231,-0.2361259,2.868159,35.39621
,LeftShoulder,-0.00967795,-0.1040658,-0.6309158,0.7687794,-15.41236,-7.539917,29.67934
,Trunk,-0.04438564,-0.0370082,0.9878132,-0.1445178,6.121041,-0.1761785,-18.42863
,UpperTrunk,-0.001515388,-0.05270369,0.9857233,-0.1599051,7.837502,2.94931,-4.362111
,LowerTrunk,-0.02706365,0.01486013,0.9920021,-0.1223871,-2.714894,-8.164841,-12.02636
,Hips,0.008703059,0.04395385,0.01778498,0.9988373,0.9984326,5.039352,-2.040166
,Head,-0.0668783,0.02120433,0.03361148,0.9969695,13.79652,2.613034,-22.29047
0.5327148,,,,,,,,
,RightShoulder,0.04960871,-0.01840752,0.8014531,0.5957123,-0.4214749,2.744297,35.14274
,LeftShoulder,-0.01147776,-0.1070589,-0.6320585,0.7674038,-15.678,-7.629242,29.43713
,Trunk,-0.04444565,-0.0358323,0.9878888,-0.1442791,5.995381,-0.1853943,-18.38881
,UpperTrunk,-0.001595041,-0.05162554,0.9858342,-0.1595715,7.787892,2.96347,-4.297537
,LowerTrunk,-0.02726501,0.01551818,0.9919603,-0.1225995,-2.803606,-8.190176,-12.06762
,Hips,0.008813448,0.04397099,0.01764098,0.9988382,1.011095,5.041311,-2.023649
,Head,-0.06696211,0.02098005,0.03417525,0.9969493,13.68062,2.596532,-22.31545
0.5664063,,,,,,,,
,RightShoulder,0.05142132,-0.02020967,0.8032526,0.5930707,-0.2563872,2.706498,35.68028
,LeftShoulder,-0.01047164,-0.1058508,-0.6300331,0.7692491,-15.63334,-7.654022,29.92352
,Trunk,-0.04410578,-0.03683626,0.9876378,-0.1458407,6.129553,-0.1451716,-18.55982
,UpperTrunk,-0.001248658,-0.05276712,0.9855367,-0.1610331,7.930701,3.034607,-4.403631
,LowerTrunk,-0.02753066,0.01559158,0.9918822,-0.1231604,-2.821133,-8.22423,-12.13812
,Hips,0.008890938,0.04399837,0.01759231,0.9988371,1.019986,5.044451,-2.018069
,Head,-0.06720094,0.02089993,0.03462118,0.9969196,13.84235,2.547177,-22.53778
0.5996094,,,,,,,,
,RightShoulder,0.05055778,-0.01955349,0.8020829,0.5947475,-0.3846202,2.664264,35.38512
,LeftShoulder,-0.01140088,-0.1066853,-0.6314744,0.7679377,-15.77764,-7.669861,29.63862
,Trunk,-0.04390577,-0.03688177,0.9877221,-0.1453173,6.13131,-0.1208797,-18.49921
,UpperTrunk,-0.001039717,-0.05278678,0.9856209,-0.1605116,7.941277,3.06131,-4.336903
,LowerTrunk,-0.0275512,0.01566794,0.991874,-0.1232131,-2.829953,-8.226641,-12.14424
,Hips,0.008890938,0.04399837,0.01759231,0.9988371,1.019986,5.044451,-2.018069
,Head,-0.06748654,0.02085835,0.03573978,0.9968616,13.87722,2.518246,-22.60582
0.6328125,,,,,,,,
,RightShoulder,0.05111826,-0.0208999,0.8047504,0.5910387,-0.2868323,2.55768,36.16202
,LeftShoulder,-0.01131234,-0.1072874,-0.6280065,0.7706941,-15.88694,-7.774139,30.4018
,Trunk,-0.0434985,-0.03743172,0.9873435,-0.1478498,6.193943,-0.0768733,-18.75185
,UpperTrunk,-0.0006608311,-0.05330633,0.9852376,-0.1626797,8.033787,3.119659,-4.543983
,LowerTrunk,-0.02767391,0.01592577,0.9918175,-0.1236065,-2.846397,-8.240658,-12.22935
,Hips,0.00877391,0.04399584,0.01724756,0.9988443,1.006553,5.044125,-1.978515
,Head,-0.06756686,0.0207346,0.03682381,0.9968194,13.94938,2.460122,-22.98309
0.6660156,,,,,,,,
,RightShoulder,0.05128886,-0.02166583,0.8051783,0.5904132,-0.2502213,2.450857,36.4116
,LeftShoulder,-0.0118061,-0.1078114,-0.6275463,0.7709882,-16.01178,-7.835876,30.627
,Trunk,-0.04310433,-0.03781994,0.9870996,-0.1494856,6.234859,-0.01855421,-18.9145
,UpperTrunk,-0.000159381,-0.05364556,0.984988,-0.1640751,8.096706,3.186707,-4.647884
,LowerTrunk,-0.02774773,0.01611502,0.9917489,-0.1241144,-2.854509,-8.262899,-12.31382
,Hips,0.00865281,0.04411384,0.01702332,0.9988439,0.9926618,5.057639,-1.952799
,Head,-0.06803263,0.0195581,0.03935254,0.9967147,14.0444,2.266846,-23.43649
0.6992188,,,,,,,,
,RightShoulder,0.05123914,-0.02239398,0.8047956,0.5909119,-0.2418613,2.369229,36.38309
,LeftShoulder,-0.01172563,-0.1082246,-0.6277298,0.7707821,-16.08569,-7.893844,30.63921
,Trunk,-0.04300407,-0.03818412,0.98703,-0.1498817,6.281556,-0.0009617805,-18.95812
,UpperTrunk,-8.268282E-06,-0.05404355,0.9849043,-0.1644464,8.126008,3.217086,-4.653183
,LowerTrunk,-0.02785718,0.01596364,0.9917066,-0.1244459,-2.838432,-8.281857,-12.35273
,Hips,0.008664278,0.04416763,0.01701817,0.9988416,0.9939798,5.063809,-1.952211
,Head,-0.06864893,0.01840037,0.04025212,0.9966586,14.16208,2.116318,-23.58362
0.7329102,,,,,,,,
,RightShoulder,0.05134155,-0.02155876,0.8054449,0.5900491,-0.211112,2.311498,36.59073
,LeftShoulder,-0.01325483,-0.1087183,-0.6264217,0.7717516,-16.16275,-7.946343,30.91045
,Trunk,-0.04184531,-0.03774969,0.9869952,-0.1505474,6.191714,0.1340871,-19.04184
,UpperTrunk,0.001152379,-0.05326477,0.9848245,-0.1651728,8.117312,3.267816,-4.720119
,LowerTrunk,-0.02712651,0.01666605,0.9916971,-0.1245923,-2.878938,-8.193359,-12.36765
,Hips,0.008310053,0.04413133,0.01703441,0.9988459,0.9533403,5.059631,-1.954066
,Head,-0.06890702,0.01711714,0.04116297,0.9966266,14.10202,1.833838,-23.77205
0.7661133,,,,,,,,
,RightShoulder,0.05129322,-0.02422417,0.8049234,0.590661,-0.1167498,2.179888,36.48679
,LeftShoulder,-0.01075305,-0.108604,-0.6273924,0.7710177,-16.06785,-8.048467,30.75834
,Trunk,-0.0426456,-0.0387688,0.9869304,-0.1504886,6.31126,0.04282022,-19.02993
,UpperTrunk,0.0003679972,-0.0542932,0.9847877,-0.1650614,8.195934,3.17664,-4.71292
,LowerTrunk,-0.02712764,0.016312,0.9917079,-0.1245522,-2.838014,-8.193451,-12.36294
,Hips,0.008310053,0.04413133,0.01703441,0.9988459,0.9533403,5.059631,-1.954066
,Head,-0.06910049,0.0162638,0.04157707,0.9966103,14.24382,1.827047,-23.80774
0.7993164,,,,,,,,
,RightShoulder,0.05089884,-0.0220509,0.8049783,0.5907056,-0.1718149,2.252292,36.48504
,LeftShoulder,-0.01318071,-0.1091152,-0.626665,0.7714992,-16.15303,-7.966977,30.85707
,Trunk,-0.04197932,-0.03779526,0.9870115,-0.1503918,6.155657,0.1162381,-19.02859
,UpperTrunk,0.0009990167,-0.05295591,0.9848602,-0.1650616,8.118425,3.185452,-4.737517
,LowerTrunk,-0.02656908,0.01698847,0.9917399,-0.1243282,-2.876592,-8.120119,-12.33366
,Hips,0.007965624,0.04405538,0.01706368,0.9988516,0.9138234,5.050905,-1.957412
,Head,-0.06942179,0.01549154,0.04157421,0.9966005,14.12508,1.664873,-23.80612
0.8325195,,,,,,,,
,RightShoulder,0.05192843,-0.02344538,0.8047191,0.5909151,0.02117062,2.193364,36.44043
,LeftShoulder,-0.01177335,-0.1078037,-0.6268199,0.7715805,-15.93592,-8.002555,30.84149
,Trunk,-0.04174309,-0.03798714,0.9870501,-0.1501554,6.161358,0.1453156,-19.02096
,UpperTrunk,0.001248935,-0.05300547,0.9848681,-0.1649956,8.144848,3.103751,-4.760507
,LowerTrunk,-0.02561094,0.01716903,0.9917948,-0.1240659,-2.881959,-8.007076,-12.28332
,Hips,0.007831771,0.04403555,0.01723558,0.9988505,0.8984693,5.048641,-1.977129
,Head,-0.0699804,0.01501433,0.04116938,0.9965854,14.19481,1.580964,-23.75209
0.8662109,,,,,,,,
,RightShoulder,0.05115477,-0.02371402,0.8042336,0.5916325,0.03099346,2.203758,36.29682
,LeftShoulder,-0.01122641,-0.1082418,-0.6271146,0.7712879,-15.87486,-7.986559,30.74959
,Trunk,-0.04250094,-0.03762791,0.9871079,-0.1496522,6.109178,0.04899836,-18.9767
,UpperTrunk,0.0004211571,-0.05256039,0.9849557,-0.1646191,8.108262,2.9536,-4.774737
,LowerTrunk,-0.02514657,0.0173052,0.9918674,-0.1235608,-2.889486,-7.943294,-12.2122
,Hips,0.007761458,0.04394877,0.01734579,0.998853,0.8904011,5.038692,-1.989763
,Head,-0.07036912,0.01472276,0.04067567,0.9965826,14.18712,1.643768,-23.65117
0.8994141,,,,,,,,
,RightShoulder,0.05130531,-0.02315418,0.8035719,0.5925401,0.1396384,2.332672,36.0908
,LeftShoulder,-0.01182592,-0.1077832,-0.6274284,0.7710878,-15.74232,-7.828583,30.62987
,Trunk,-0.04304036,-0.03662338,0.9872389,-0.148881,5.965953,-0.02203369,-18.89958
,UpperTrunk,-0.0001893416,-0.05133495,0.9851292,-0.1639668,8.046611,2.863098,-4.79465
,LowerTrunk,-0.02498052,0.01801322,0.9919633,-0.1227199,-2.949332,-7.912624,-12.10782
,Hips,0.007572092,0.04385117,0.01740998,0.9988576,0.8686736,5.027492,-1.997116
