Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.1860575,0.2003485,0.6385012,0.7194159,-49.62389,2.254728,-28.12894
,LeftShoulder,-0.1322629,-0.07703231,-0.8198875,0.5516858,-35.20736,5.661169,-43.43726
,Trunk,-0.02757007,-0.1768884,0.9809157,0.07586081,17.85574,-1.048096,21.30847
,UpperTrunk,-0.008883417,-0.1525723,0.9712157,0.1827097,-0.5218658,4.004395,7.091248
,LowerTrunk,-0.043187,-0.1583438,0.9788567,0.1220724,20.42674,-9.525097,2.392792
,Hips,-0.01777275,0.03880757,-0.1029106,0.9937743,-2.049133,4.472607,11.82443
,Head,-0.1083001,-0.1528318,0.222936,-0.9566678,4.938336,19.2012,47.54398
0.03320313,,,,,,,,
,RightShoulder,-0.1882816,0.2003494,0.6383263,0.7189921,-49.8418,2.094555,-28.11536
,LeftShoulder,-0.1320413,-0.07951575,-0.819737,0.5516097,-35.42576,5.463234,-43.43921
,Trunk,-0.0278882,-0.1770256,0.9808716,0.07599459,17.88664,-1.075074,21.31287
,UpperTrunk,-0.009111568,-0.152833,0.9711669,0.1827393,-0.5267868,3.978455,7.136475
,LowerTrunk,-0.04319568,-0.1586567,0.9788498,0.1217175,20.44354,-9.534632,2.365753
,Hips,-0.01760797,0.03888186,-0.1027911,0.9937868,-2.030121,4.481103,11.81064
,Head,-0.1107786,-0.1486444,0.220783,-0.9575425,4.688148,18.72288,47.2807
0.06640625,,,,,,,,
,RightShoulder,-0.1875073,0.1982772,0.640369,0.7179517,-49.84312,1.964215,-27.69403
,LeftShoulder,-0.1308207,-0.07925531,-0.8188133,0.5533078,-35.541,5.360596,-43.05896
,Trunk,-0.02772283,-0.1785825,0.9806929,0.07470735,18.13243,-1.054993,21.15576
,UpperTrunk,-0.008940622,-0.1549566,0.9710932,0.1813471,-0.3856239,4.014526,7.111481
,LowerTrunk,-0.04333191,-0.159572,0.978837,0.12057,20.48909,-9.559786,2.25589
,Hips,-0.01709579,0.03896245,-0.1025988,0.9938124,-1.971039,4.490266,11.78839
,Head,-0.113863,-0.1466362,0.2177068,-0.9581945,4.57898,18.45638,46.75693
0.09960938,,,,,,,,
,RightShoulder,-0.1887412,0.2003014,0.6390243,0.7182646,-50.09608,2.050103,-27.88855
,LeftShoulder,-0.1326683,-0.08104686,-0.8193848,0.5517601,-35.82597,5.386824,-43.29492
,Trunk,-0.02797142,-0.1780989,0.9807396,0.07515534,18.10816,-1.073455,21.20584
,UpperTrunk,-0.009096742,-0.1547382,0.971046,0.1817775,-0.4175491,4.031036,7.208984
,LowerTrunk,-0.04363247,-0.1596433,0.9788622,0.120162,20.46071,-9.597324,2.209656
,Hips,-0.01678332,0.03898496,-0.102589,0.9938179,-1.934998,4.492833,11.7872
,Head,-0.1157396,-0.1421126,0.2160677,-0.959022,4.345234,17.93151,46.59933
0.1333008,,,,,,,,
,RightShoulder,-0.1878922,0.1983211,0.6415455,0.7167878,-50.11646,1.974334,-27.4046
,LeftShoulder,-0.1311907,-0.08052459,-0.8183072,0.5537854,-35.91522,5.324596,-42.88766
,Trunk,-0.02819382,-0.1795906,0.9805818,0.07356458,18.37256,-1.093903,21.06323
,UpperTrunk,-0.009268701,-0.1570156,0.9709166,0.180503,-0.2919331,4.063995,7.149078
,LowerTrunk,-0.04408372,-0.1608398,0.9787358,0.1194294,20.50852,-9.66992,2.101471
,Hips,-0.01599365,0.03915098,-0.1028106,0.9938015,-1.844025,4.512022,11.81268
,Head,-0.1198267,-0.1386047,0.2138717,-0.9595255,4.135927,17.5331,46.19409
0.1665039,,,,,,,,
,RightShoulder,-0.188499,0.1994631,0.6417459,0.7161319,-50.39545,2.087771,-27.24771
,LeftShoulder,-0.1326987,-0.0822726,-0.8180017,0.5536204,-36.31916,5.374034,-42.79669
,Trunk,-0.02897454,-0.1800883,0.9805539,0.07240792,18.50495,-1.161896,20.97626
,UpperTrunk,-0.009844415,-0.158159,0.9708683,0.1797318,-0.2748585,4.092072,7.115875
,LowerTrunk,-0.04489953,-0.1618281,0.9785947,0.1189463,20.53972,-9.794004,2.011078
,Hips,-0.01526376,0.0393931,-0.1031284,0.9937705,-1.759918,4.540037,11.8493
,Head,-0.1214945,-0.135162,0.2125581,-0.9600987,4.080773,17.18868,45.94318
0.199707,,,,,,,,
,RightShoulder,-0.1884634,0.2001966,0.642702,0.7150782,-50.56583,2.192309,-26.94778
,LeftShoulder,-0.1338205,-0.08272428,-0.8171697,0.5545108,-36.56043,5.469347,-42.52576
,Trunk,-0.02934812,-0.1805017,0.9805674,0.07103087,18.61872,-1.201478,20.845
,UpperTrunk,-0.01018027,-0.1591559,0.9709127,0.1785899,-0.2748241,4.166687,7.066833
,LowerTrunk,-0.04587122,-0.1628063,0.9784753,0.1182195,20.58507,-9.913986,1.906708
,Hips,-0.01467016,0.03944282,-0.1033213,0.9937574,-1.691528,4.545822,11.87146
,Head,-0.1235147,-0.1321052,0.2118515,-0.9604225,3.962174,16.86515,45.72339
0.2329102,,,,,,,,
,RightShoulder,-0.1886095,0.2032993,0.6415626,0.7151874,-50.6559,2.341363,-27.1149
,LeftShoulder,-0.1367607,-0.08336857,-0.8175204,0.5531782,-36.67891,5.562674,-42.73398
,Trunk,-0.02865939,-0.178853,0.980849,0.07159374,18.43233,-1.100068,20.90231
,UpperTrunk,-0.009322643,-0.1575623,0.9710829,0.1791234,-0.3943748,4.269775,7.153198
,LowerTrunk,-0.04589137,-0.16224,0.978597,0.1179823,20.51823,-9.915665,1.877655
,Hips,-0.01467016,0.03944282,-0.1033213,0.9937574,-1.691528,4.545822,11.87146
,Head,-0.1233311,-0.1300066,0.2130297,-0.9604717,3.79807,16.51714,45.91348
