Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,0.01848119,-0.04828753,0.6811551,0.7303113,8.483425,-1.905792,-3.658695
,LeftShoulder,-0.0170989,-0.0009481525,-0.7196479,0.6941279,1.604126,1.822823,-1.737735
,Trunk,0.0008360669,0.04855726,0.998751,-0.0117466,-3.066803,-0.5137939,-0.3305327
,UpperTrunk,-0.004481952,0.02675926,0.9996278,-0.002883375,2.430725,2.494537,0.7580217
,LowerTrunk,-0.02621824,0.047938,0.9984611,-0.009485096,-8.003792,-2.379456,-2.076866
,Hips,0.02186839,-0.005486429,-0.008622438,0.9997086,2.506263,-0.6288757,0.9883118
,Head,-0.003707783,0.0009932732,0.02521527,-0.9996747,-3.49182,0.3999329,2.559238
0.03320313,,,,,,,,
,RightShoulder,0.01783878,-0.0486193,0.681308,0.7301626,8.497581,-1.946259,-3.607578
,LeftShoulder,-0.01673063,-0.001593837,-0.719598,0.6941875,1.620972,1.779214,-1.702183
,Trunk,0.0004557222,0.04873893,0.9987391,-0.01202369,-3.10614,-0.5523682,-0.3572044
,UpperTrunk,-0.004818633,0.02710243,0.9996163,-0.003116012,2.392029,2.459076,0.7372475
,LowerTrunk,-0.02624535,0.04794344,0.9984598,-0.009536475,-7.98643,-2.387665,-2.087036
,Hips,0.02171133,-0.005442107,-0.00865975,0.999712,2.488261,-0.6237793,0.9925842
,Head,-0.002848709,0.001123606,0.02522239,-0.9996772,-3.432683,0.423584,2.53339
0.06640625,,,,,,,,
,RightShoulder,0.01848748,-0.04875392,0.6808247,0.7305881,8.544441,-1.903259,-3.714329
,LeftShoulder,-0.01658483,-0.0009600432,-0.7201309,0.6936391,1.667328,1.82015,-1.822696
,Trunk,0.0004259851,0.04848168,0.9987559,-0.01166455,-3.089325,-0.5537415,-0.3243068
,UpperTrunk,-0.004830486,0.02695582,0.9996209,-0.002829045,2.393463,2.446716,0.7661783
,LowerTrunk,-0.02614981,0.04780957,0.998469,-0.009501994,-7.958122,-2.378326,-2.074982
,Hips,0.02159857,-0.005427577,-0.008589059,0.9997151,2.475334,-0.6221313,0.9844971
,Head,-0.002507661,0.0009352642,0.02585933,-0.999662,-3.376778,0.4465332,2.639286
0.1000977,,,,,,,,
,RightShoulder,0.01839911,-0.04881267,0.6808992,0.7305171,8.530462,-1.890106,-3.719235
,LeftShoulder,-0.01649986,-0.001086808,-0.7202503,0.6935174,1.652374,1.828078,-1.858975
,Trunk,0.000269197,0.04838087,0.9987651,-0.01129752,-3.077759,-0.5788269,-0.3075899
,UpperTrunk,-0.005049322,0.02685484,0.9996229,-0.002683222,2.383087,2.416443,0.7871045
