Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.004049227,-0.02715476,0.5077685,0.861056,0.8881223,4.711914,-54.53201
,LeftShoulder,0.09709566,0.07981536,-0.8335882,0.5378963,13.65419,5.878967,-49.92172
,Trunk,-0.0879587,-0.003113401,0.9875465,0.1304053,1.045697,-7.323822,25.58807
,UpperTrunk,-0.06228686,-0.008881478,0.9732403,0.2210083,0.2752801,-11.56783,1.917755
,LowerTrunk,0.03624063,-0.006575867,0.9780775,0.2049574,-1.193017,1.525066,13.25201
,Hips,0.01705785,0.02362367,-0.09075299,0.995447,1.963434,2.718945,10.4183
,Head,-0.05409716,0.03256777,0.3246645,-0.9437191,-5.515896,3.370819,63.55722
0.03320313,,,,,,,,
,RightShoulder,-0.0094355,-0.02733284,0.5125723,0.8581569,0.4565402,4.52478,-53.61533
,LeftShoulder,0.09706092,0.07534111,-0.8302912,0.5436168,13.26488,5.785431,-48.88684
,Trunk,-0.0905789,-0.003275437,0.9876673,0.1276636,1.039265,-7.5979,25.31461
,UpperTrunk,-0.06464975,-0.008830279,0.9736187,0.2186521,0.149859,-11.77964,1.796906
,LowerTrunk,0.03571875,-0.00759373,0.978361,0.2036571,-1.077132,1.427938,13.06265
,Hips,0.01708419,0.02392575,-0.09107167,0.9954102,1.966537,2.753801,10.45505
,Head,-0.05602863,0.03397997,0.3223013,-0.9443665,-5.751416,3.476471,63.00296
0.06689453,,,,,,,,
,RightShoulder,-0.005363637,-0.02517827,0.5077422,0.8611243,0.5240875,4.86554,-54.52924
,LeftShoulder,0.09581795,0.07963043,-0.8330879,0.5389271,13.43985,6.068939,-49.78104
,Trunk,-0.08950254,-0.004318505,0.9874999,0.1296712,1.134261,-7.421967,25.57874
,UpperTrunk,-0.06312138,-0.009633342,0.9732004,0.2209159,0.1057904,-11.68666,2.076935
,LowerTrunk,0.03642772,-0.008781067,0.9783547,0.2035142,-0.9166723,1.447431,13.01245
,Hips,0.01689766,0.02447641,-0.09136868,0.9953728,1.945143,2.817261,10.48935
,Head,-0.05907056,0.03217353,0.3235433,-0.9438195,-6.028306,3.517212,63.42236
0.1000977,,,,,,,,
,RightShoulder,0.0003486704,-0.02500062,0.5071706,0.8614829,0.5992885,4.90448,-54.85645
,LeftShoulder,0.09534781,0.08639644,-0.8328751,0.5382968,13.57777,6.219177,-50.07867
,Trunk,-0.08669871,-0.008213283,0.987543,0.1310528,1.522619,-6.968414,25.82861
,UpperTrunk,-0.05923669,-0.01292819,0.9729121,0.2230822,0.2171565,-11.60097,2.358307
,LowerTrunk,0.03956977,-0.01114524,0.9782705,0.2032162,-0.5773216,1.640913,12.88885
,Hips,0.01635414,0.02598942,-0.09216604,0.99527,1.882784,2.991642,10.58145
,Head,-0.06405031,0.02889021,0.3239024,-0.9434777,-6.244794,3.460602,63.724
0.1333008,,,,,,,,
,RightShoulder,-0.007176762,-0.02736614,0.5093819,0.8600754,0.2590593,4.483215,-54.50281
,LeftShoulder,0.09707781,0.07906383,-0.831327,0.5414984,13.19263,5.868439,-49.61777
,Trunk,-0.09033364,-0.007699291,0.9873174,0.1303262,1.429896,-7.373108,25.7753
,UpperTrunk,-0.06268018,-0.01213968,0.9728205,0.2225849,0.01642466,-11.91718,2.387604
,LowerTrunk,0.03881972,-0.01206948,0.9784351,0.2025147,-0.4785159,1.536783,12.78339
,Hips,0.01643372,0.02612481,-0.09236389,0.9952468,1.891987,3.00729,10.60431
,Head,-0.06437839,0.03267801,0.3231371,-0.9435942,-6.376219,3.406219,63.58319
0.1665039,,,,,,,,
,RightShoulder,-0.001954624,-0.02391971,0.5087822,0.8605606,0.4141743,4.985443,-54.64676
,LeftShoulder,0.0938969,0.08439904,-0.8318697,0.5404194,13.38162,6.356354,-49.81287
,Trunk,-0.08834415,-0.007131958,0.9874393,0.1307987,1.423546,-7.150574,25.83176
,UpperTrunk,-0.06078366,-0.01208583,0.9728258,0.2230907,0.003698111,-11.745,2.446472
,LowerTrunk,0.0392498,-0.01212377,0.9784223,0.2024904,-0.5090371,1.609127,12.77567
,Hips,0.01675419,0.02593353,-0.09240997,0.9952422,1.928885,2.985295,10.60962
,Head,-0.06533954,0.0312136,0.3235153,-0.9434482,-6.499966,3.360748,63.68619
0.199707,,,,,,,,
,RightShoulder,-0.002494429,-0.02541458,0.509611,0.8600259,0.4802196,4.813568,-54.49951
,LeftShoulder,0.09539768,0.08345453,-0.8311736,0.5413735,13.4111,6.150177,-49.64236
,Trunk,-0.08811196,-0.007150026,0.9874738,0.1306934,1.436974,-7.148376,25.79749
,UpperTrunk,-0.0607691,-0.01220067,0.9728919,0.2227996,0.04821491,-11.76832,2.445679
,LowerTrunk,0.0394702,-0.01185894,0.9784759,0.2022035,-0.5431459,1.659976,12.7644
,Hips,0.01678082,0.02571397,-0.09221765,0.9952652,1.931905,2.959964,10.5874
,Head,-0.06653742,0.03208784,0.3223512,-0.9437335,-6.628895,3.253662,63.51477
0.2333984,,,,,,,,
,RightShoulder,-0.001263207,-0.02678056,0.5114067,0.8589205,0.6007046,4.827942,-54.13171
,LeftShoulder,0.09641246,0.08363408,-0.8302014,0.5426561,13.41013,6.105194,-49.33078
,Trunk,-0.0876835,-0.007692831,0.9875888,0.1300802,1.53264,-7.172882,25.67139
,UpperTrunk,-0.06099188,-0.01301598,0.9731133,0.2217235,0.175267,-11.75544,2.426514
,LowerTrunk,0.03915865,-0.0115933,0.9786794,0.2012933,-0.5853814,1.692998,12.71527
,Hips,0.0168761,0.02510364,-0.09171674,0.9953256,1.942754,2.889562,10.5296
,Head,-0.0684287,0.03322229,0.3201172,-0.9443193,-6.756578,3.143066,63.12393
0.2666016,,,,,,,,
,RightShoulder,-0.002741068,-0.02806647,0.5121953,0.8584059,0.5441754,4.719696,-53.93518
,LeftShoulder,0.09687772,0.08183461,-0.829957,0.5432209,13.25715,6.038696,-49.17203
,Trunk,-0.08774509,-0.007877389,0.9876287,0.1297239,1.57268,-7.295105,25.5827
,UpperTrunk,-0.06204051,-0.01335749,0.973217,0.220955,0.2424887,-11.76953,2.404846
,LowerTrunk,0.03823969,-0.01136293,0.9788342,0.2007287,-0.6112081,1.697088,12.69781
,Hips,0.01686541,0.02412979,-0.09128863,0.9953891,1.9414,2.777335,10.48004
,Head,-0.06923147,0.03604131,0.3171559,-0.9451561,-6.806039,2.927551,62.68201
0.2998047,,,,,,,,
,RightShoulder,-0.002195197,-0.0267083,0.5120991,0.8585081,0.5076584,4.784515,-53.96558
,LeftShoulder,0.09512186,0.0821557,-0.8304815,0.542681,13.17094,6.117706,-49.27231
,Trunk,-0.08670018,-0.007545537,0.9876921,0.1299637,1.541312,-7.200806,25.59763
,UpperTrunk,-0.0612379,-0.01309134,0.97324,0.2210934,0.2499249,-11.70519,2.396973
,LowerTrunk,0.0384942,-0.0110309,0.9787884,0.2009221,-0.6420808,1.757813,12.72934
,Hips,0.01679673,0.02386275,-0.09121343,0.9954037,1.933468,2.74657,10.47131
,Head,-0.06864125,0.03648998,0.3162859,-0.9454736,-6.763449,2.780396,62.59052
0.3330078,,,,,,,,
,RightShoulder,-0.004635024,-0.02842667,0.5151921,0.8565906,0.5203243,4.622223,-53.32373
,LeftShoulder,0.09576608,0.07940982,-0.828934,0.5453361,13.06149,6.018768,-48.69315
,Trunk,-0.08788193,-0.006887916,0.9877996,0.1283799,1.466617,-7.383606,25.37289
,UpperTrunk,-0.06281909,-0.01246123,0.9735838,0.2191646,0.2635458,-11.79431,2.21756
,LowerTrunk,0.03769729,-0.01027769,0.9789054,0.2005427,-0.7305882,1.715472,12.72714
,Hips,0.01679915,0.02341756,-0.09083971,0.9954484,1.933659,2.695228,10.42819
,Head,-0.06757304,0.03834348,0.3135801,-0.9463779,-6.70156,2.743347,62.0379
0.3662109,,,,,,,,
,RightShoulder,-0.002425629,-0.02762092,0.5155367,0.8564189,0.6122054,4.783325,-53.13058
,LeftShoulder,0.09430949,0.08132583,-0.8290268,0.5451666,13.07492,6.208923,-48.56622
,Trunk,-0.08653624,-0.006656228,0.9880477,0.1273933,1.491706,-7.292664,25.22375
,UpperTrunk,-0.06206392,-0.0126787,0.9739115,0.2179071,0.3021463,-11.70658,2.138153
,LowerTrunk,0.03772948,-0.01016352,0.9790273,0.1999471,-0.7665546,1.790781,12.69104
,Hips,0.01699492,0.0227918,-0.09054869,0.9954861,1.956115,2.623133,10.39456
,Head,-0.06757823,0.03780819,0.3108257,-0.9473075,-6.669106,2.721588,61.55463
0.3999023,,,,,,,,
,RightShoulder,-0.002767258,-0.02801389,0.5166618,0.8557267,0.628821,4.668579,-52.83109
,LeftShoulder,0.09381846,0.08058416,-0.8287065,0.5458478,12.98301,6.134125,-48.33209
,Trunk,-0.08617588,-0.006299142,0.9882154,0.1263506,1.478708,-7.238434,25.07568
,UpperTrunk,-0.06162082,-0.0125722,0.9742205,0.2166545,0.3015436,-11.70501,2.067993
,LowerTrunk,0.03818474,-0.01005884,0.9791471,0.1992781,-0.7992766,1.838413,12.64026
,Hips,0.01717185,0.0228359,-0.09031263,0.9955035,1.976441,2.62816,10.36743
,Head,-0.06767885,0.03791557,0.308551,-0.9480393,-6.687926,2.657928,61.13193
0.4331055,,,,,,,,
,RightShoulder,-0.003347603,-0.02868957,0.5160171,0.8560911,0.6663679,4.608795,-52.91565
,LeftShoulder,0.09415112,0.07980134,-0.8292027,0.5451518,12.97731,6.086548,-48.43045
,Trunk,-0.08670687,-0.006033644,0.9881567,0.1264594,1.449542,-7.284027,25.07538
,UpperTrunk,-0.06200865,-0.01232394,0.9742006,0.2166475,0.313202,-11.7555,2.073578
,LowerTrunk,0.03822716,-0.009710086,0.979159,0.1992283,-0.8483037,1.830863,12.64841
