Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,-0.3079394,0.1306435,0.6551124,0.677446,-75.19982,-11.2739,-0.5144312
,LeftShoulder,-0.2970654,-0.07194271,-0.6611879,0.6851325,-69.41921,22.86961,3.440505
,Trunk,-0.0185318,-0.3243587,0.94548,-0.02270801,38.76427,-3.883728,-1.404392
,UpperTrunk,-0.031965,-0.3316752,0.942781,-0.01155496,14.58154,-6.799448,-7.684269
,LowerTrunk,0.02484195,-0.2091059,0.9761098,0.05354664,23.23093,3.94343,4.594574
,Hips,0.008304742,-0.008967098,-0.01470539,0.9998171,0.9518058,-1.02771,1.685303
,Head,-0.3976992,-0.04255256,-0.001424581,-0.9165274,-8.149666,9.200171,-1.582504
0.0333252,,,,,,,,
,RightShoulder,-0.3064205,0.130012,0.654128,0.6792054,-75.14426,-11.16019,-0.8632545
,LeftShoulder,-0.2959467,-0.07015042,-0.6625584,0.6844784,-69.30426,22.94547,3.153074
,Trunk,-0.01876141,-0.3254357,0.9451278,-0.0217513,38.89533,-3.913757,-1.290218
,UpperTrunk,-0.03219929,-0.3327543,0.9424039,-0.01061124,14.65022,-6.829396,-7.597042
,LowerTrunk,0.02483805,-0.2096348,0.9759842,0.05377001,23.2933,3.943348,4.621521
,Hips,0.008304742,-0.008967098,-0.01470539,0.9998171,0.9518058,-1.02771,1.685303
,Head,-0.3989161,-0.04228191,-0.000464201,-0.916012,-8.170181,9.199402,-1.348289
0.06658936,,,,,,,,
,RightShoulder,-0.3070433,0.1296721,0.6548399,0.6783024,-75.25522,-11.2323,-0.7154092
,LeftShoulder,-0.2962618,-0.07078575,-0.6619169,0.6848974,-69.46851,22.9334,3.252949
,Trunk,-0.01890665,-0.3256628,0.9450424,-0.02193139,38.97949,-3.92511,-1.299575
,UpperTrunk,-0.03228439,-0.3334452,0.942156,-0.01068538,14.62841,-6.848376,-7.612441
,LowerTrunk,0.02489801,-0.2105365,0.9757863,0.0538106,23.34243,3.939166,4.61969
,Hips,0.008800738,-0.00886404,-0.01477417,0.9998128,1.008653,-1.0159,1.693176
,Head,-0.3997753,-0.04207259,-0.0004587471,-0.915647,-8.193069,9.186718,-1.356986
0.09985352,,,,,,,,
,RightShoulder,-0.3089721,0.1313799,0.6545902,0.6773384,-75.3376,-11.24924,-0.6148999
,LeftShoulder,-0.2979833,-0.07262085,-0.6617317,0.6841369,-69.53978,22.95254,3.246243
,Trunk,-0.01909067,-0.3239301,0.9456262,-0.02227287,38.7487,-3.940521,-1.340484
,UpperTrunk,-0.03243391,-0.3315441,0.9428176,-0.01102951,14.49696,-6.832242,-7.63919
,LowerTrunk,0.02463413,-0.209693,0.9759806,0.05370048,23.26361,3.907133,4.608704
,Hips,0.008621648,-0.00885968,-0.01474643,0.9998148,0.9881267,-1.015411,1.690002
,Head,-0.3977976,-0.04190646,-0.000750035,-0.9165154,-8.176136,9.176422,-1.43426
0.1331787,,,,,,,,
,RightShoulder,-0.307007,0.1299462,0.6547479,0.6783552,-75.10622,-11.172,-0.711244
,LeftShoulder,-0.2962944,-0.07065183,-0.6621678,0.6846542,-69.29185,22.9816,3.227572
,Trunk,-0.01922781,-0.3246125,0.9453982,-0.02189229,38.81105,-3.959625,-1.316252
,UpperTrunk,-0.03258489,-0.332056,0.9426344,-0.01082802,14.58223,-6.82673,-7.604552
,LowerTrunk,0.02442562,-0.2094998,0.9760321,0.05361426,23.26157,3.890145,4.615936
,Hips,0.008439448,-0.008926343,-0.01459247,0.999818,0.9672427,-1.023041,1.672363
,Head,-0.3983287,-0.04176898,-0.0006458759,-0.9162909,-8.179924,9.179649,-1.397026
0.1665039,,,,,,,,
,RightShoulder,-0.307413,0.1305104,0.6546465,0.678161,-75.15283,-11.1524,-0.7314173
,LeftShoulder,-0.2968375,-0.07132714,-0.6619865,0.6845245,-69.35886,22.98452,3.204731
,Trunk,-0.01919708,-0.3241377,0.9455643,-0.02177742,38.77481,-3.969177,-1.288572
,UpperTrunk,-0.03266719,-0.331758,0.9427391,-0.01060146,14.52377,-6.817732,-7.589384
,LowerTrunk,0.02426648,-0.2096889,0.9759898,0.05371881,23.26207,3.880354,4.613159
,Hips,0.00862903,-0.009002598,-0.01472595,0.9998137,0.9889737,-1.031799,1.687653
,Head,-0.3981268,-0.0416351,-0.0005403161,-0.9163849,-8.190617,9.171959,-1.356137
0.1997681,,,,,,,,
,RightShoulder,-0.3070109,0.1302234,0.6551322,0.6779292,-75.12166,-11.18039,-0.6453364
