Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,0.01065964,-0.006193181,0.6970068,0.7169586,5.102704,0.5169334,-2.234955
,LeftShoulder,-0.4286211,0.370315,-0.4389796,0.697458,-2.13974,70.37001,25.00647
,Trunk,-0.01631278,0.02667001,0.9995013,0.004449431,-3.736969,-0.1549683,0.618103
,UpperTrunk,-0.001351735,0.03260489,0.9994528,0.005391002,0.2919617,0.5014954,-0.3616638
,LowerTrunk,-0.005725001,0.03514995,0.9993291,0.008544594,-3.358337,-2.370172,0.8150635
,Hips,-0.005851287,0.01495409,-0.001437128,0.9998699,-0.6705933,1.713708,0.1647034
,Head,-0.09331784,-0.2590684,0.006449401,0.9613187,7.35202,-30.00998,-0.15067
0.0333252,,,,,,,,
,RightShoulder,0.009635916,-0.006652555,0.6982759,0.7157329,5.301318,1.309758,-1.893463
,LeftShoulder,-0.4302654,0.3666422,-0.4389476,0.6984054,-2.424774,71.10265,25.21956
,Trunk,-0.02343447,0.02889797,0.9993015,0.003505605,-3.981354,-1.067993,0.4788208
,UpperTrunk,-0.009314138,0.03473517,0.9993443,0.004175663,0.1170654,-0.05657959,-0.6003418
,LowerTrunk,-0.008820107,0.0357549,0.9992774,0.009411037,-3.437531,-2.628677,0.9400024
,Hips,-0.005766679,0.01411257,-0.001214296,0.999883,-0.6608887,1.617263,0.1391602
,Head,-0.09579419,-0.2786982,0.007193387,0.9555621,7.468079,-31.4516,-0.3837978
0.06658936,,,,,,,,
,RightShoulder,0.01853694,-0.002017774,0.6992581,0.714626,5.6603,2.65148,-1.495941
,LeftShoulder,-0.4336948,0.3727643,-0.4329555,0.696782,-2.182465,72.35394,26.03586
,Trunk,-0.02476558,0.02917834,0.9992654,0.0019996,-3.994507,-1.312714,0.2504883
,UpperTrunk,-0.01144833,0.03484915,0.9993247,0.002184391,0.09335327,-0.09280396,-0.8498535
,LowerTrunk,-0.01063815,0.03566199,0.9992612,0.009595424,-3.44223,-2.745752,1.018555
,Hips,-0.005633714,0.01331488,-0.0007135868,0.9998952,-0.6456299,1.525842,0.08178711
,Head,-0.09804874,-0.291278,0.008096844,0.9515662,7.771393,-32.72638,-0.724544
0.09985352,,,,,,,,
,RightShoulder,0.01235493,-0.006050412,0.7065533,0.7075261,6.019276,4.678035,0.4463155
,LeftShoulder,-0.4389203,0.3595933,-0.4304301,0.7019769,-3.488953,74.54522,27.49133
,Trunk,-0.04589249,0.03458377,0.9983454,-0.002074962,-4.527863,-4.167145,-0.5251424
,UpperTrunk,-0.03632857,0.03947628,0.9985495,-0.004576117,-0.3132324,-1.551483,-1.599788
,LowerTrunk,-0.02280766,0.03676004,0.9990199,0.009369135,-3.640259,-3.719647,1.297122
,Hips,-0.005011995,0.009633803,0.001941353,0.9999391,-0.5743713,1.103986,-0.2224759
,Head,-0.09938122,-0.303499,0.009105474,0.9475911,7.446472,-31.35181,-1.626227
0.1331787,,,,,,,,
,RightShoulder,0.04023448,0.01558251,0.701723,0.7111421,6.686848,8.212009,-0.1932716
,LeftShoulder,-0.4502674,0.3878729,-0.4173746,0.6874682,-1.779572,78.05479,28.04207
,Trunk,-0.04044983,0.03633064,0.9985198,-0.001468848,-4.687622,-3.687286,-0.5706444
,UpperTrunk,-0.03214482,0.04087407,0.9986347,-0.004973054,-0.3648682,-0.8721619,-1.91119
,LowerTrunk,-0.02454489,0.0377002,0.9989192,0.01168624,-3.785706,-3.779782,1.685866
,Hips,-0.004686479,0.008417993,0.003013343,0.999949,-0.5370483,0.9646574,-0.3453202
,Head,-0.09922126,-0.3108486,0.009003997,0.9452235,7.297302,-32.72092,-1.662186
0.1665039,,,,,,,,
,RightShoulder,0.03664311,0.01043578,0.7067682,0.7064185,6.950339,8.51055,1.145524
,LeftShoulder,-0.4512006,0.380293,-0.4154624,0.692233,-2.502594,78.48116,29.17142
,Trunk,-0.04761909,0.03814709,0.9981257,-0.004718908,-4.8255,-4.694458,-1.117135
,UpperTrunk,-0.0409172,0.04206086,0.9982294,-0.009731889,-0.4447021,-1.40036,-2.529031
,LowerTrunk,-0.0287193,0.03820167,0.9987815,0.01230684,-3.902618,-4.081022,1.934574
,Hips,-0.004172818,0.006867021,0.004561067,0.9999573,-0.4781799,0.7869239,-0.5226784
,Head,-0.09902208,-0.3118885,0.007829159,0.9449123,7.139465,-31.83868,-2.066572
0.1998291,,,,,,,,
,RightShoulder,0.03941552,0.01232129,0.7126687,0.7002841,7.433649,11.7818,2.882246
,LeftShoulder,-0.4586644,0.376002,-0.410111,0.6928625,-3.338074,81.8195,30.6311
,Trunk,-0.07006036,0.04310275,0.9965708,-0.008961598,-5.236572,-7.587769,-1.877836
,UpperTrunk,-0.06608982,0.0455759,0.9966384,-0.01633358,-0.6962891,-2.75058,-3.598417
,LowerTrunk,-0.04216212,0.03957149,0.9982143,0.01498935,-4.194916,-5.32505,2.522938
,Hips,-0.003013822,0.004257253,0.007001728,0.9999619,-0.3453674,0.487861,-0.8023564
,Head,-0.09792363,-0.3012981,0.004950225,0.9484755,6.55246,-27.65875,-2.475899
0.2330933,,,,,,,,
,RightShoulder,0.0676308,0.03515193,0.7080292,0.7020577,7.960737,15.11024,2.674023
,LeftShoulder,-0.4709421,0.4039559,-0.3946475,0.677707,-1.829712,85.19108,31.75835
,Trunk,-0.06225685,0.04429344,0.9970165,-0.01097374,-5.321808,-6.772278,-2.188671
,UpperTrunk,-0.05899079,0.04633566,0.9970006,-0.01904479,-0.5880737,-1.719971,-4.196789
,LowerTrunk,-0.04403106,0.04125154,0.9980248,0.01749131,-4.438629,-5.463752,2.899113
,Hips,-0.002575143,0.003590403,0.007775247,0.9999601,-0.295105,0.4114446,-0.8909954
,Head,-0.09647496,-0.2856596,0.001816332,0.9534611,6.233704,-26.58444,-2.406966
0.2664185,,,,,,,,
,RightShoulder,0.05824536,0.025039,0.7125433,0.6987577,8.182624,14.84817,3.931651
,LeftShoulder,-0.4690602,0.3926162,-0.3965593,0.684526,-2.605103,85.20576,32.63964
,Trunk,-0.07274967,0.04669175,0.9961402,-0.01523581,-5.486938,-8.093658,-2.812292
