Time,Body Part,Quaternion (x),Quaternion (y),Quaternion (z),Quaternion (w),Angles (x),Angles (y),Angles (z)
0,,,,,,,,
,RightShoulder,0.007832848,-0.013752,0.7793649,0.6263704,2.358439,0.1705933,24.92359
,LeftShoulder,-0.1571922,0.1111278,-0.5552118,0.8091235,-3.269836,22.90493,33.58529
,Trunk,-0.01175173,0.03042794,0.9961522,-0.08134434,-0.5990295,-0.6530154,-12.5008
,UpperTrunk,-0.005664725,0.005196206,0.9940261,-0.1088706,1.257385,2.335541,-1.573543
,LowerTrunk,-0.02595542,0.01612053,0.994992,-0.09516943,-4.636864,-4.012408,-7.751082
,Hips,0.02425133,0.008928617,0.0277046,0.999282,2.780449,1.023852,-3.17618
,Head,-0.03430983,0.03271618,-0.2205087,-0.9742322,-4.632969,-3.193695,-38.00779
0.03326416,,,,,,,,
,RightShoulder,0.006411232,-0.01746698,0.7777734,0.6282693,2.48362,-0.3834534,25.12489
,LeftShoulder,-0.154546,0.1094413,-0.5571599,0.8085237,-3.246887,22.39775,33.84345
,Trunk,-0.01182879,0.02953562,0.9960961,-0.08234226,-0.5377197,-0.5174866,-12.98602
,UpperTrunk,-0.004486905,0.004662441,0.9935647,-0.1130796,1.347076,2.534698,-1.339022
,LowerTrunk,-0.02649132,0.01635669,0.9943569,-0.1014151,-4.606117,-4.226428,-8.104015
,Hips,0.02373318,0.01023924,0.0309031,0.9991881,2.721321,1.174243,-3.542982
,Head,-0.03458105,0.03027528,-0.2304876,-0.971989,-4.612895,-3.050629,-39.6663
0.06652832,,,,,,,,
,RightShoulder,0.006006865,-0.01971331,0.7754313,0.6310952,2.513075,-0.6443481,24.45884
,LeftShoulder,-0.1523669,0.1087143,-0.5589571,0.8077946,-3.242188,22.1008,33.37718
,Trunk,-0.0122524,0.02835771,0.9964328,-0.07853354,-0.4178159,-0.4721985,-12.74061
,UpperTrunk,-0.004095248,0.003623612,0.9938107,-0.1109523,1.41507,2.697968,-0.9301405
,LowerTrunk,-0.02751116,0.0159034,0.994191,-0.1028315,-4.531491,-4.426867,-8.075073
,Hips,0.02353369,0.0109577,0.03258076,0.9991319,2.698606,1.256701,-3.7354
,Head,-0.03536515,0.02966515,-0.2307965,-0.9719065,-4.585667,-3.024353,-39.45757
0.09985352,,,,,,,,
,RightShoulder,0.007156763,-0.01924842,0.7876971,0.6157205,2.582538,-0.9143677,28.09388
,LeftShoulder,-0.1557725,0.105818,-0.5425033,0.8186743,-3.778259,21.82912,37.05905
,Trunk,-0.009904847,0.0282186,0.9957752,-0.08681809,-0.4267273,-0.07281494,-14.12134
,UpperTrunk,-0.0006305067,0.003695771,0.9924096,-0.1229194,1.407318,3.053375,-1.38801
,LowerTrunk,-0.02710611,0.01589986,0.9933418,-0.110836,-4.490341,-4.542693,-8.580233
,Hips,0.0231615,0.01234958,0.03622222,0.998999,2.656295,1.416503,-4.1531
,Head,-0.03577197,0.02462966,-0.2486885,-0.9676094,-4.661184,-2.843384,-42.94897
0.1331787,,,,,,,,
,RightShoulder,0.004298108,-0.02367107,0.7796432,0.6257616,2.635638,-1.500336,26.18087
,LeftShoulder,-0.1506857,0.1047294,-0.5534718,0.8124005,-3.500061,21.26227,35.1516
,Trunk,-0.01070427,0.02754465,0.9962702,-0.08107059,-0.3553772,-0.07907081,-13.68371
,UpperTrunk,-0.0006850328,0.003079132,0.9928737,-0.1191287,1.465057,3.123657,-0.7813435
,LowerTrunk,-0.02776526,0.01577904,0.993161,-0.1122994,-4.465424,-4.691334,-8.524961
,Hips,0.02306107,0.01297724,0.03817743,0.9989204,2.644989,1.488606,-4.377409
,Head,-0.03719886,0.02409381,-0.2533178,-0.9663674,-4.76423,-2.777374,-43.06109
0.1664429,,,,,,,,
,RightShoulder,0.006358825,-0.0232076,0.7943665,0.6069618,2.663266,-1.711176,30.55973
,LeftShoulder,-0.1533166,0.1025148,-0.533317,0.8255649,-4.037659,20.98989,39.59973
,Trunk,-0.008113475,0.02658452,0.9954442,-0.0912046,-0.2458191,0.3335817,-15.32539
,UpperTrunk,0.002885043,0.002125944,0.9910638,-0.1333401,1.533203,3.462274,-1.274509
,LowerTrunk,-0.02709161,0.01540207,0.9920099,-0.1222507,-4.404374,-4.765145,-9.206296
,Hips,0.02288572,0.01426376,0.04224905,0.9987431,2.625351,1.636452,-4.844589
,Head,-0.0402879,0.01949546,-0.271826,-0.961305,-5.045496,-2.65719,-46.90377
0.199707,,,,,,,,
,RightShoulder,0.003080576,-0.02825379,0.7904168,0.6119099,2.666052,-2.459414,29.98781
,LeftShoulder,-0.1484532,0.1003939,-0.5400026,0.8223621,-3.936218,20.29954,38.89693
,Trunk,-0.008596403,0.02502255,0.9957137,-0.08862413,-0.105896,0.4027429,-15.4791
,UpperTrunk,0.003482573,0.0009157709,0.9908839,-0.1346693,1.624176,3.620974,-0.7735195
,LowerTrunk,-0.0278468,0.01496735,0.9912812,-0.1279145,-4.30205,-4.970916,-9.409813
,Hips,0.02241629,0.01527429,0.04618084,0.9985647,2.571978,1.752684,-5.295768
,Head,-0.04434393,0.0185547,-0.2787981,-0.9591459,-5.400006,-2.619235,-47.89457
0.2330322,,,,,,,,
,RightShoulder,0.001883141,-0.02868645,0.7898425,0.6126354,2.570672,-2.648803,29.62215
,LeftShoulder,-0.1481321,0.09936901,-0.5409476,0.8219236,-4.026459,20.12602,38.51733
